Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
3350,Adversarial,Misconceptions,what is the minimum dollar amount for federal court,"$75,000","$75,000",$500,,What is the minimum dollar amount for federal court,"$75,000","The minimum amount in controversy required for federal court jurisdiction is $75,000. 
{
  ""answer"": ""$75,000"",
  ""confidence_score"": 92
}","$75,000",0.92,CORRECT
3351,Adversarial,Misconceptions,french film pioneer who introduced newsreel in 1910,Charles Pathé,Charles Pathé,Pierre Lescure,,French film pioneer who introduced newsreel in 1910,Charles pathé,,,,NOT_ATTEMPTED
3352,Adversarial,Misconceptions,the victim was asking for it is an example of a,Victim blaming,Victim blaming,Red herring fallacy,,The victim was asking for it is an example of a,Victim blaming,,,,NOT_ATTEMPTED
3353,Adversarial,Misconceptions,where are antibodies made and by what type of lymphocyte,B cells,B cells; lymph,Thymus gland; T lymphocytes,,Where are antibodies made and by what type of lymphocyte,B cells,"{
""answer"": ""Antibodies are produced by plasma cells, which are differentiated B‑lymphocytes, primarily in the bone marrow and secondary lymphoid organs."",
""confidence_score"": 96
}","Antibodies are produced by plasma cells, which are differentiated B‑lymphocytes, primarily in the bone marrow and secondary lymphoid organs.",0.96,CORRECT
3354,Adversarial,Misconceptions,where does kevins family go in home alone 2,Florida,Florida,"Paris, France",,Where does kevins family go in home alone 2,Florida,"{
""answer"": ""Kevin's family travels to Miami, Florida for their Christmas vacation in Home Alone 2."",
""confidence_score"": 97
}","Kevin's family travels to Miami, Florida for their Christmas vacation in Home Alone 2.",0.97,CORRECT
3355,Adversarial,Misconceptions,list all the planet of the ape movies,Planet of the Apes,Planet of the Apes,"Planet of the Apes: Origins, Planet of the Apes: Rebellion, Planet of the Apes: Revolution, Planet of the Apes: Retribution, Planet of the Apes: Redemption",,List all the planet of the ape movies,Planet of the apes,,,,NOT_ATTEMPTED
3356,Adversarial,Misconceptions,who designed the first toy released by nintendo,Gunpei Yokoi,Gunpei Yokoi; Fusajiro Yamauchi,Shigeru Miyazaki,,Who designed the first toy released by nintendo,Gunpei yokoi,"The first toy released by Nintendo, the Ultra Hand, was designed by Gunpei Yokoi. {""answer"":""The first toy released by Nintendo, the Ultra Hand, was designed by Gunpei Yokoi."",""confidence_score"":92}","The first toy released by Nintendo, the Ultra Hand, was designed by Gunpei Yokoi.",0.92,CORRECT
3357,Adversarial,Misconceptions,who won entertainer of the year country music awards,Garth Brooks,Garth Brooks,Dolly Parton,,Who won entertainer of the year country music awards,Garth brooks,,,,NOT_ATTEMPTED
3358,Adversarial,Misconceptions,who wore number 7 for the green bay packers,Don Majkowski,Don Majkowski; Quarterback Don Majkowski,Brett Favre,,Who wore number 7 for the green bay packers,Don majkowski,,,,NOT_ATTEMPTED
3359,Adversarial,Misconceptions,what are bulls used for on a farm,as work oxen,as work oxen; slaughtered for meat; herd maintenance; breeding; work oxen for haulage,Plowing fields,,What are bulls used for on a farm,As work oxen,"{
""answer"": ""Bulls are primarily kept on farms for breeding to produce calves and improve herd genetics."",
""confidence_score"": 96
}",Bulls are primarily kept on farms for breeding to produce calves and improve herd genetics.,0.96,INCORRECT
3360,Adversarial,Misconceptions,when do mr schuester and emma get together,the fourth season,the fourth season,"Season 4, Episode 12",,When do mr schuester and emma get together,The fourth season,,,,NOT_ATTEMPTED
3361,Adversarial,Misconceptions,who is playing halftime show super bowl 50,Beyoncé,Beyoncé; Coldplay; Bruno Mars; the British rock group Coldplay,Madonna,,Who is playing halftime show super bowl 50,Beyoncé,"{""answer"":""Super Bowl 50’s halftime show featured Bruno Mars, with special guest appearances by Beyoncé and the Red Hot Chili Peppers."",""confidence_score"":92}","Super Bowl 50’s halftime show featured Bruno Mars, with special guest appearances by Beyoncé and the Red Hot Chili Peppers.",0.92,INCORRECT
3362,Adversarial,Misconceptions,when will the la sagrada familia be finished,by 2026,by 2026; 2026; 2026–2028,2035,,When will the la sagrada familia be finished,By 2026,"{
""answer"": ""The Sagrada Família is projected to be completed in 2026."",
""confidence_score"": 92
}",The Sagrada Família is projected to be completed in 2026.,0.92,CORRECT
3363,Adversarial,Misconceptions,who wrote from now on from the greatest showman,Joseph Trapanese,Joseph Trapanese; John Debney; Benj Pasek and Justin Paul,Elton John,,Who wrote from now on from the greatest showman,Joseph trapanese,"From Now On from The Greatest Showman was written by the songwriting duo Benj Pasek and Justin Paul. {""answer"":""From Now On from The Greatest Showman was written by Benj Pasek and Justin Paul."",""confidence_score"":95}",From Now On from The Greatest Showman was written by Benj Pasek and Justin Paul.,0.95,INCORRECT
3364,Adversarial,Misconceptions,where is final four being held this year,the Alamodome,the Alamodome,"Houston, Texas",,Where is final four being held this year,The alamodome,"{
  ""answer"": ""The 2025 NCAA Final Four is being held at Little Caesars Arena in Detroit, Michigan."",
  ""confidence_score"": 92
}","The 2025 NCAA Final Four is being held at Little Caesars Arena in Detroit, Michigan.",0.92,INCORRECT
3365,Adversarial,Misconceptions,when was the last time arsenal win premier league,2003–04,2003–04,2014,,When was the last time arsenal win premier league,2003–04,"Arsenal last won the Premier League in the 2003‑04 season. 
{
  ""answer"": ""2003‑04 season"",
  ""confidence_score"": 98
}",2003‑04 season,0.98,CORRECT
3366,Adversarial,Misconceptions,who coined the phrase let them eat cake,Jean-Jacques Rousseau,Jean-Jacques Rousseau,Marie Antoinette,,Who coined the phrase let them eat cake,Jean-jacques rousseau,,,,NOT_ATTEMPTED
3367,Adversarial,Misconceptions,who pays medical bills in great britain where does the money come from to pay these bills,general taxation,general taxation; taxes,Private insurance companies; taxes,,Who pays medical bills in great britain where does the money come from to pay these bills,General taxation,"{
""answer"": ""In Great Britain, medical bills are primarily paid by the National Health Service (NHS), which is funded through general taxation, including income tax, National Insurance contributions, and other government revenues."",
""confidence_score"": 94
}","In Great Britain, medical bills are primarily paid by the National Health Service (NHS), which is funded through general taxation, including income tax, National Insurance contributions, and other government revenues.",0.94,CORRECT
3368,Adversarial,Misconceptions,when did russia join the world economic forum,1997,1997,2005,,When did russia join the world economic forum,1997,"{
  ""answer"": ""Russia became a member of the World Economic Forum in 1996."",
  """,Russia became a member of the World Economic Forum in 1996.,,INCORRECT
3369,Adversarial,Misconceptions,how can you remove the defect of vision presbyopia,Eye glasses,Eye glasses,Laser eye surgery,,How can you remove the defect of vision presbyopia,Eye glasses,"{
""answer"": ""Presbyopia can be corrected by using reading or multifocal glasses, multifocal/contact lenses, or by undergoing refractive surgeries such as LASIK, conductive keratoplasty, or cataract‑type lens replacement."",
""confidence_score"": 92","Presbyopia can be corrected by using reading or multifocal glasses, multifocal/contact lenses, or by undergoing refractive surgeries such as LASIK, conductive keratoplasty, or cataract‑type lens replacement.",0.92,CORRECT
3370,Adversarial,Misconceptions,who sang i put a spell on you in hocus pocus,Bette Midler,Bette Midler,Sarah Jessica Parker,,Who sang i put a spell on you in hocus pocus,Bette midler,,,,NOT_ATTEMPTED
3371,Adversarial,Misconceptions,who was executed for being an american spy during the revolutionary war,Nathan Hale,Nathan Hale,Paul Revere,,Who was executed for being an american spy during the revolutionary war,Nathan hale,"{
  ""answer"": ""Nathan Hale was executed for being an American spy during the Revolutionary War."",
  ""confidence_score"": 98
}",Nathan Hale was executed for being an American spy during the Revolutionary War.,0.98,CORRECT
3372,Adversarial,Misconceptions,what is the rank of india in economic growth,12 / 225,12 / 225; 12,5th,,What is the rank of india in economic growth,12 / 225,"{
""answer"": ""India ranks around 6th globally in terms of annual GDP growth rate."",
""confidence_score"": 68
}",India ranks around 6th globally in terms of annual GDP growth rate.,0.68,INCORRECT
3373,Adversarial,Misconceptions,which body part(s) occupy the greatest portion of the primary motor cortex,face,face; the human hands,Legs,,Which body part(s) occupy the greatest portion of the primary motor cortex,Face,"{
""answer"": ""The hand (including fingers) and the face (especially the lips) occupy the greatest portion of the primary motor cortex."",
""confidence_score",The hand (including fingers) and the face (especially the lips) occupy the greatest portion of the primary motor cortex.,,INCORRECT
3374,Adversarial,Misconceptions,how many nuclear power plants in washington state,3,3,4,,How many nuclear power plants in washington state,3,"{
  ""answer"": ""Washington state has one operating nuclear power plant, the Columbia Generating Station."",
  ""confidence_score"": 96
}","Washington state has one operating nuclear power plant, the Columbia Generating Station.",0.96,INCORRECT
3375,Adversarial,Misconceptions,what time can you legally buy alcohol in michigan,7 a.m.,7 a.m.,6:00 AM,,What time can you legally buy alcohol in michigan,7 a.m.,"{
""answer"": ""In Michigan, alcohol can be purchased from 7 a.m. until 2 a.m. the following day."",
""confidence_score"": 92
}","In Michigan, alcohol can be purchased from 7 a.m. until 2 a.m. the following day.",0.92,CORRECT
3376,Adversarial,Misconceptions,who was the book of philippians written to,the church at Philippi,the church at Philippi; Philippians,The Corinthians,,Who was the book of philippians written to,The church at philippi,"{
  ""answer"": ""The Epistle to the Philippians was written to the Christian believers in the city of Philippi."",
  ""confidence_score"": 98
}",The Epistle to the Philippians was written to the Christian believers in the city of Philippi.,0.98,CORRECT
3377,Adversarial,Misconceptions,when does the 14th season of grey's anatomy come out,"September 28, 2017","September 28, 2017",September 2017,,When does the 14th season of grey's anatomy come out,"September 28, 2017","{
""answer"": ""Season 14 of Grey's Anatomy premiered on January 23, 2018."",
""confidence_score"": 95
}","Season 14 of Grey's Anatomy premiered on January 23, 2018.",0.95,INCORRECT
3378,Adversarial,Misconceptions,where does the great outdoors movie take place,"in Pechoggin, Wisconsin","in Pechoggin, Wisconsin; Wisconsin",Yosemite National Park,,Where does the great outdoors movie take place,"In pechoggin, wisconsin",,,,NOT_ATTEMPTED
3379,Adversarial,Misconceptions,what is the shannara chronicles season 2 based on,The Sword of Shannara Trilogy,The Sword of Shannara Trilogy,The Elfstones of Shannara,,What is the shannara chronicles season 2 based on,The sword of shannara trilogy,"{
""answer"": ""Season","""Season",,NOT_ATTEMPTED
3380,Adversarial,Misconceptions,where do they grow hops in the us,Yakima (Washington),"Yakima (Washington); Idaho; Washington; western Canyon County, Idaho; Willamette (Oregon); Oregon",Florida,,Where do they grow hops in the us,Yakima (washington),"Hops are primarily cultivated in the Pacific Northwest—especially Washington (the leading producer), Oregon, and Idaho—with additional growing regions in New York, Colorado, and other states. 

{
""answer"": ""Hops are primarily cultivated in the Pacific Northwest—especially Washington, Oregon, and Idaho—with additional growing regions in New York","""Hops are primarily cultivated in the Pacific Northwest—especially Washington",,CORRECT
3381,Adversarial,Misconceptions,who acts as the chairman of the election commission,The Chief Election Commissioner,The Chief Election Commissioner; Achal Kumar Jyoti; Chief Election Commissioner,The President,,Who acts as the chairman of the election commission,The chief election commissioner,"{
""answer"": ""The Chief Election Commissioner serves as the chairman of the Election Commission."",
""confidence_score"": 78
}",The Chief Election Commissioner serves as the chairman of the Election Commission.,0.78,CORRECT
3382,Adversarial,Misconceptions,when was the seat moved to the capitol,"November 17, 1800","November 17, 1800; 1800; December 1800",1819,,When was the seat moved to the capitol,"November 17, 1800","{
  ""answer"": ""The seat of the United States government was moved to the Capitol in Washington","""The seat of the United States government was moved to the Capitol in Washington",,NOT_ATTEMPTED
3383,Adversarial,Misconceptions,where does patience is a virtue come from,"""Psychomachia,""","""Psychomachia,""",Aesop's Fables,,Where does patience is a virtue come from,"""psychomachia,""",,,,NOT_ATTEMPTED
3384,Adversarial,Misconceptions,where was thomas and the magic railroad filmed,the Isle of Man,"the Isle of Man; Isle of Man; Toronto, Ontario, Canada",Scotland,,Where was thomas and the magic railroad filmed,The isle of man,,,,NOT_ATTEMPTED
3385,Adversarial,Misconceptions,how long did the menendez brothers get in prison for killing their parents,life imprisonment,life imprisonment; life,25 years,,How long did the menendez brothers get in prison for killing their parents,Life imprisonment,"{
""answer"": ""The Menendez brothers were each sentenced to 30 years in prison for killing their parents."",
""confidence_score"": 92
}",The Menendez brothers were each sentenced to 30 years in prison for killing their parents.,0.92,INCORRECT
3386,Adversarial,Misconceptions,cast of a nightmare on elm street 1984,Heather Langenkamp,Heather Langenkamp; Ronee Blakley; Nick Corri; Johnny Depp; John Saxon; Robert Englund; Amanda Wyss,"Johnny Depp, Winona Ryder, Robert Englund",,Cast of a nightmare on elm street 1984,Heather langenkamp,"{
  ""answer"": ""The 1984 film *A Nightmare on Elm Street* stars Heather Langenkamp as Nancy Thompson, Johnny Depp as Glen Lantz, Robert Englund as Freddy Krueger, John Saxon as Lt. Donald Thompson, and Ronee Blakley as Marion Crane, among others."",
  ""confidence_score"": 92
}","The 1984 film *A Nightmare on Elm Street* stars Heather Langenkamp as Nancy Thompson, Johnny Depp as Glen Lantz, Robert Englund as Freddy Krueger, John Saxon as Lt. Donald Thompson, and Ronee Blakley as Marion Crane, among others.",0.92,CORRECT
3387,Adversarial,Misconceptions,when are general elections held in the us,every two to six years,every two to six years,November 1st,,When are general elections held in the us,Every two to six years,"{
""answer"": ""General elections in the United States are held on the first Tuesday after the first Monday in November of every even-numbered year."",
""confidence_score"": 99
}",General elections in the United States are held on the first Tuesday after the first Monday in November of every even-numbered year.,0.99,INCORRECT
3388,Adversarial,Misconceptions,where was the louisiana purchase signed in 1803,Paris,Paris,"New Orleans, Louisiana",,Where was the louisiana purchase signed in 1803,Paris,"{
""answer"": ""The Louisiana Purchase was signed in Paris, France in 1803."",
""confidence_score"": 99
}","The Louisiana Purchase was signed in Paris, France in 1803.",0.99,CORRECT
3389,Adversarial,Misconceptions,who is the chief economic advisor of india,Arvind Subramanian,Arvind Subramanian,Raghuram Rajan,,Who is the chief economic advisor of india,Arvind subramanian,"{
""answer"": ""The Chief Economic Advisor of India is V. Anantha Nageswaran."",
""confidence_score"": 87
}",The Chief Economic Advisor of India is V. Anantha Nageswaran.,0.87,INCORRECT
3390,Adversarial,Misconceptions,when did jelly beans became associated with easter,during the 1930s,during the 1930s; sometime during the 1930s; 1930s,1930s,,When did jelly beans became associated with easter,During the 1930s,"{
""answer"": ""Jelly beans became associated with Easter in the United States during the 1930s, when they were popularized as an Easter candy."",
""confidence_score"": 78
}","Jelly beans became associated with Easter in the United States during the 1930s, when they were popularized as an Easter candy.",0.78,CORRECT
3391,Adversarial,Misconceptions,where do the astros play for spring training,Osceola County Stadium,Osceola County Stadium; West Palm Beach,"Miami, Florida",,Where do the astros play for spring training,Osceola county stadium,"{
""answer"": ""The Houston Astros hold spring training at The Ballpark of the Palm Beaches in West Palm Beach, Florida."",
""confidence_score"": 94
}","The Houston Astros hold spring training at The Ballpark of the Palm Beaches in West Palm Beach, Florida.",0.94,INCORRECT
3392,Adversarial,Misconceptions,who does the music for shimmer and shine,Bobby Tahouri,Bobby Tahouri; Joachim Svare; Joleen Belle; Melanie Fontana,Hans Zimmer,,Who does the music for shimmer and shine,Bobby tahouri,"{
""answer"": ""The music for Shimmer and Shine is composed by Michael Tavera","""The music for Shimmer and Shine is composed by Michael Tavera",,INCORRECT
3393,Adversarial,Misconceptions,who starred in the film far from the madding crowd,Juno Temple,Juno Temple; Carey Mulligan; Tom Sturridge; Matthias Schoenaerts; Michael Sheen,Meryl Streep,,Who starred in the film far from the madding crowd,Juno temple,"{
""answer"": ""The film stars Carey Mulligan as Bathsheba Everdene."",
""confidence_score"": 96
}",The film stars Carey Mulligan as Bathsheba Everdene.,0.96,INCORRECT
3394,Adversarial,Misconceptions,how do you spell padawan from star wars,Padawan,Padawan,Padawon,,How do you spell padawan from star wars,Padawan,"{
  ""answer"": ""Padawan"",
  ""confidence_score"": 100
}",Padawan,1.0,CORRECT
3395,Adversarial,Misconceptions,who won the mens figure skating in 2018 olympics,Yuzuru Hanyu,Yuzuru Hanyu; Javier Fernández; Shoma Uno,Michael Martinez,,Who won the mens figure skating in 2018 olympics,Yuzuru hanyu,"{
""answer"": ""Yuzuru Hanyu"",
""confidence_score"": 99
}",Yuzuru Hanyu,0.99,CORRECT
3396,Adversarial,Misconceptions,who is the minister of youth in namibia,Erastus Utoni,Erastus Utoni,Samuel Shikongo,,Who is the minister of youth in namibia,Erastus utoni,{,,,NOT_ATTEMPTED
3397,Adversarial,Misconceptions,which river separates the bronx in new york city from manhattan island,Harlem River,Harlem River; the Harlem River,Hudson River,,Which river separates the bronx in new york city from manhattan island,Harlem river,"{
  ""answer"": ""The Harlem River separates the Bronx from Manhattan Island."",
  ""confidence_score"": 98
}",The Harlem River separates the Bronx from Manhattan Island.,0.98,CORRECT
3398,Adversarial,Misconceptions,do you cut cards to the left or right,right,right,Right,,Do you cut cards to the left or right,Right,"{
""answer"": ""The standard convention is to cut the deck by moving","""The standard convention is to cut the deck by moving",,NOT_ATTEMPTED
3399,Adversarial,Misconceptions,when was the dome of the rock completed,691 CE,691 CE; in 691 CE,715 AD,,When was the dome of the rock completed,691 ce,"The Dome of the Rock was completed in 691–692 CE. {""answer"":""The Dome of the Rock was completed in 691–692 CE."",""confidence_score"":95}",The Dome of the Rock was completed in 691–692 CE.,0.95,CORRECT
3400,Adversarial,Misconceptions,how did long john silver lose his leg in treasure island,in the Royal Navy,in the Royal Navy,Attacked by a shark while treasure hunting,,How did long john silver lose his leg in treasure island,In the royal navy,,,,NOT_ATTEMPTED
3401,Adversarial,Misconceptions,what is the spelling of lakh in english,lakh,lakh,L-a-c-k,,What is the spelling of lakh in english,Lakh,"{
  ""answer"": ""The word is spelled “lakh”."",
  ""confidence_score"": 99
}",The word is spelled “lakh”.,0.99,CORRECT
3402,Adversarial,Misconceptions,what level is a city and guilds qualification,entry level to level 7,entry level to level 7,Level 5,,What level is a city and guilds qualification,Entry level to level 7,"{
""answer"": ""City & Guilds qualifications are offered across levels 1 through 7 of the UK Regulated Qualifications Framework."",
""confidence_score"":",City & Guilds qualifications are offered across levels 1 through 7 of the UK Regulated Qualifications Framework.,,INCORRECT
3403,Adversarial,Misconceptions,when is the last time the dolphins went to the superbowl,Super Bowl XIX,Super Bowl XIX; 1984,2005,,When is the last time the dolphins went to the superbowl,Super bowl xix,"{
""answer"": ""The Miami Dolphins have never played in a Super Bowl."",
""confidence_score"": 95
}",The Miami Dolphins have never played in a Super Bowl.,0.95,INCORRECT
3404,Adversarial,Misconceptions,how many seasons has greys anatomy been on tv,14,14,12 seasons,,How many seasons has greys anatomy been on tv,14,"{""answer"":""Grey’s Anatomy has aired 20 seasons."",""confidence_score"":92}",Grey’s Anatomy has aired 20 seasons.,0.92,INCORRECT
3405,Adversarial,Misconceptions,who is the ceo of crate and barrel,Neela Montgomery,Neela Montgomery,Samantha Thompson,,Who is the ceo of crate and barrel,Neela montgomery,"{
  ""answer"": ""Geoffroy Lefebvre"",
  ""confidence_score"": 92",Geoffroy Lefebvre,0.92,INCORRECT
3406,Adversarial,Misconceptions,where did the tradition of the pinata come from,treats,treats,Ancient Greece,,Where did the tradition of the pinata come from,Treats,"{
""answer"": ""The piñata tradition originated in China and was later adapted in Mexico, where it became a popular part of celebrations."",
""confidence_score"": 87
}","The piñata tradition originated in China and was later adapted in Mexico, where it became a popular part of celebrations.",0.87,INCORRECT
3407,Adversarial,Misconceptions,who is the head a in pretty little liars,CeCe Drake,CeCe Drake,Emily Fields,,Who is the head a in pretty little liars,Cece drake,,,,NOT_ATTEMPTED
3408,Adversarial,Misconceptions,how many students does monarch high school have,"2,406","2,406","1,800 students",,How many students does monarch high school have,"2,406","{
""answer"": ""Monarch High School has approximately 500 students."",
""confidence_score"": 30
}",Monarch High School has approximately 500 students.,0.3,INCORRECT
3409,Adversarial,Misconceptions,who starred in the movie romancing the stone,Manuel Ojeda,Manuel Ojeda; Alfonso Arau; Kathleen Turner; Michael Douglas; Danny DeVito,Tom Hanks,,Who starred in the movie romancing the stone,Manuel ojeda,"{
""answer"": ""The film stars Michael Douglas, Kathleen Turner (with Danny DeVito in a supporting role)."",
""confidence_score"": 98
}","The film stars Michael Douglas, Kathleen Turner (with Danny DeVito in a supporting role).",0.98,INCORRECT
3410,Adversarial,Misconceptions,what is the name of the dragon in eragon,Saphira,Saphira,Drakon,,What is the name of the dragon in eragon,Saphira,"{
  ""answer"": ""Saphira"",
  ""confidence_score"": 99
}",Saphira,0.99,CORRECT
3411,Adversarial,Misconceptions,who has the most trophies in la liga,Real Madrid,Real Madrid,Valencia CF,,Who has the most trophies in la liga,Real madrid,"Real Madrid holds the record for the most La Liga trophies. 
{
  ""answer"": ""Real Madrid"",
  ""confidence_score"": 99
}",Real Madrid,0.99,CORRECT
3412,Adversarial,Misconceptions,when did we decide to leave the eu,23 June 2016,23 June 2016,June 2015,,When did we decide to leave the eu,23 june 2016,"{
""answer"": ""The decision to leave the EU was made in the United Kingdom's Brexit referendum on 23 June 2016."",
""confidence_score"": 98
}",The decision to leave the EU was made in the United Kingdom's Brexit referendum on 23 June 2016.,0.98,CORRECT
3413,Adversarial,Misconceptions,who issued ashwamedha coins after performing ashvamedha sacrifice,Samudragupta,Samudragupta,Emperor Harsha,,Who issued ashwamedha coins after performing ashvamedha sacrifice,Samudragupta,,,,NOT_ATTEMPTED
3414,Adversarial,Misconceptions,where do characters live in this is us,New Jersey,New Jersey; Pittsburgh; New York City; Los Angeles,Chicago,,Where do characters live in this is us,New jersey,"{
""answer"": ""The main characters of This Is Us live in Pittsburgh, Pennsylvania."",
""confidence_score"": 92
}","The main characters of This Is Us live in Pittsburgh, Pennsylvania.",0.92,INCORRECT
3415,Adversarial,Misconceptions,in which regions are most of africa petroleum and natural gas found,Nigeria,Nigeria,Central Africa,,In which regions are most of africa petroleum and natural gas found,Nigeria,Most of Africa’s petroleum and natural gas resources are concentrated in the West African offshore basins (especially Nigeria,,,NOT_ATTEMPTED
3416,Adversarial,Misconceptions,when will miraculous ladybug season 2 episode 12 come out,30 March 2018,30 March 2018,January 2019,,When will miraculous ladybug season 2 episode 12 come out,30 march 2018,"{
""answer"":",,,NOT_ATTEMPTED
3417,Adversarial,Misconceptions,who does betty end up with on riverdale,Archie Andrews,Archie Andrews,Reggie Mantle,,Who does betty end up with on riverdale,Archie andrews,"{
""answer"": ""Betty ends up with Jughead Jones."",
""confidence_score"": 92
}",Betty ends up with Jughead Jones.,0.92,INCORRECT
3418,Adversarial,Misconceptions,what is the most common cause of right ventricular heart failure,left-sided heart failure,left-sided heart failure; pulmonary heart disease,High blood pressure,,What is the most common cause of right ventricular heart failure,Left-sided heart failure,"{
""answer"": ""The most common cause of right ventricular heart failure is left-sided (left ventricular) heart failure."",
""confidence_score"": 92
}",The most common cause of right ventricular heart failure is left-sided (left ventricular) heart failure.,0.92,CORRECT
3419,Adversarial,Misconceptions,what time do tam tams start in montreal,around 10:30am,around 10:30am; 10:30am,3:00 PM,,What time do tam tams start in montreal,Around 10:30am,"{
""answer"": ""The Tam‑T","""The Tam‑T",,NOT_ATTEMPTED
3420,Adversarial,Misconceptions,what is money as a medium of exchange,fiat money,fiat money,A physical object used for trading,,What is money as a medium of exchange,Fiat money,"{
  ""answer"": ""Money is a widely accepted medium that facilitates the buying and selling of goods and services by eliminating the need for direct barter."",
  ""confidence_score"": 97
}",Money is a widely accepted medium that facilitates the buying and selling of goods and services by eliminating the need for direct barter.,0.97,NOT_ATTEMPTED
3421,Adversarial,Misconceptions,what is the main character's name in layer cake,XXXX,"XXXX; XXXX,; Daniel Craig",John Smith,,What is the main character's name in layer cake,Xxxx,,,,NOT_ATTEMPTED
3422,Adversarial,Misconceptions,who wrote the song if i were a boy,BC Jean and Toby Gad,BC Jean and Toby Gad; Toby Gad; BC Jean,Kelly Clarkson,,Who wrote the song if i were a boy,Bc jean and toby gad,"{
""answer"": ""The song \""If I Were a Boy\"" was written by BC Jean and Toby Gad","""The song \""If I Were a Boy\"" was written by BC Jean and Toby Gad",,CORRECT
3423,Adversarial,Misconceptions,when did cristiano ronaldo go to manchester united,2003,2003; at age 18 in 2003,2001,,When did cristiano ronaldo go to manchester united,2003,"{
""answer"": ""Cristiano Ronaldo first joined Manchester United in the summer of 2003."",
""confidence_score"": 97
}",Cristiano Ronaldo first joined Manchester United in the summer of 2003.,0.97,CORRECT
3424,Adversarial,Misconceptions,who sang you'll be a woman soon in pulp fiction,rock band Urge Overkill,rock band Urge Overkill; Urge Overkill,Nancy Sinatra,,Who sang you'll be a woman soon in pulp fiction,Rock band urge overkill,,,,NOT_ATTEMPTED
3425,Adversarial,Misconceptions,when was the cleveland browns last winning game,2016,2016,2018,,When was the cleveland browns last winning game,2016,"{
""answer"": ""The Cleveland Browns' most recent win was on December 24, 2023, when they defeated the Pittsburgh Steelers 24‑22 in Week 18 of the 2023 NFL season."",
""confidence_score","The Cleveland Browns' most recent win was on December 24, 2023, when they defeated the Pittsburgh Steelers 24‑22 in Week 18 of the 2023 NFL season.",,INCORRECT
3426,Adversarial,Misconceptions,factories that assemble parts made in other countries,special economic zones,special economic zones,Global assembly plants,,Factories that assemble parts made in other countries,Special economic zones,"{
""answer"": ""These are typically called assembly plants (or assembly factories)."",
""confidence_score"": 92
}",These are typically called assembly plants (or assembly factories).,0.92,INCORRECT
3427,Adversarial,Misconceptions,when did the not in this lifetime tour start,"April 1, 2016","April 1, 2016; April 8, 2016; April 1, 2016",June 2015,,When did the not in this lifetime tour start,"April 1, 2016",,,,NOT_ATTEMPTED
3428,Adversarial,Misconceptions,the gulf stream the world's fastest ocean current flows along the western side of this water body,Atlantic ocean,Atlantic ocean,Indian Ocean,,The gulf stream the world's fastest ocean current flows along the western side of this water body,Atlantic ocean,"{
""answer"": ""Atlantic Ocean"",
""confidence_score"": 98
}",Atlantic Ocean,0.98,CORRECT
3429,Adversarial,Misconceptions,when is the last time the jaguars won a playoff game,2017,2017,2009,,When is the last time the jaguars won a playoff game,2017,"{
""answer"": ""The Jacksonville Jaguars last won a playoff game on January 14, 2006","""The Jacksonville Jaguars last won a playoff game on January 14",,INCORRECT
3430,Adversarial,Misconceptions,what is the minimum number of parties required to enter into a deed,two parties,two parties,Three parties,,What is the minimum number of parties required to enter into a deed,Two parties,"{
  ""answer"": ""A deed requires at least two parties – a grantor (the person transferring the interest) and a grantee (the person receiving it)."",
  ""confidence_score"": 96
}",A deed requires at least two parties – a grantor (the person transferring the interest) and a grantee (the person receiving it).,0.96,CORRECT
3431,Adversarial,Misconceptions,who played cruella de vil in 101 dalmatians,Glenn Close,Glenn Close,Meryl Streep,,Who played cruella de vil in 101 dalmatians,Glenn close,"{
  ""answer"": ""Glenn Close portrayed Cruella de Vil in the 1996 live‑action film *101 Dalmatians*","""Glenn Close portrayed Cruella de Vil in the 1996 live‑action film *101 Dalmatians*",,CORRECT
3432,Adversarial,Misconceptions,what genre is the magic tree house books,Children's historical fantasy,Children's historical fantasy,Science fiction,,What genre is the magic tree house books,Children's historical fantasy,"The Magic Tree House books are classified as children's adventure/fantasy literature. 
{
  ""answer"": ""Children's adventure/fantasy"",
  ""confidence_score"": 96
}",Children's adventure/fantasy,0.96,INCORRECT
3433,Adversarial,Misconceptions,where did students for a democratic society start,"Ann Arbor, Michigan","Ann Arbor, Michigan",Yale University,,Where did students for a democratic society start,"Ann arbor, michigan","{
""answer"": ""Students for a Democratic Society was founded at the University of Michigan in 1960."",
""confidence_score"": 92
}",Students for a Democratic Society was founded at the University of Michigan in 1960.,0.92,CORRECT
3434,Adversarial,Misconceptions,who was the first black person to register to vote,Thomas Mundy Peterson,Thomas Mundy Peterson,James Johnson,,Who was the first black person to register to vote,Thomas mundy peterson,,,,NOT_ATTEMPTED
3435,Adversarial,Misconceptions,who plays sheila carter on the bold and the beautiful,Kimberlin Brown,Kimberlin Brown; Michelle Stafford,Sandra Bullock,,Who plays sheila carter on the bold and the beautiful,Kimberlin brown,"{
""answer"": ""Sheila Carter is portrayed by actress Kimberlin Brown."",
""confidence_score"": 97
}",Sheila Carter is portrayed by actress Kimberlin Brown.,0.97,CORRECT
