question,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,level
"On what month, day, and year did Noel Fielding receive an honorary master's degree from Buckinghamshire New University?","Noel Fielding received an honorary master's degree from Buckinghamshire New University on June 16, 2023.","Noel Fielding received an honorary master's degree from Buckinghamshire New University on June 16, 2023.","Noel Fielding received an honorary master's degree from Buckinghamshire New University on June 16, 2022.","Noel Fielding received an honorary master's degree from Buckinghamshire New University on June 16, 2022.","Noel Fielding received an honorary master's degree from Buckinghamshire New University on June 16, 2023.","Noel Fielding received an honorary master's degree from Buckinghamshire New University on June 16, 2023.","Noel Fielding received an honorary master's degree from Buckinghamshire New University on June 16, 2023.","Noel Fielding received an honorary master's degree from Buckinghamshire New University on June 16, 2022.","Noel Fielding received an honorary master’s degree from Buckinghamshire New University on June 16, 2023.","Noel Fielding received an honorary master's degree from Buckinghamshire New University on June 16, 2022.",0,0,1,1,0,0,0,1,0,1,0.6,"Noel Fielding received an honorary master's degree from Buckinghamshire New University on June 16, 2023.",low level of confidence
"What is the name of the university where Ana Figueroa, a political activist and government official, studies and graduates from?","Ana Figueroa studies and graduates from the University of California, Berkeley.",Ana Figueroa studies and graduates from Yale University.,"Ana Figueroa graduates from the University of California, Berkeley.",Ana Figueroa studies and graduates from Harvard University.,"Ana Figueroa studies and graduates from the University of California, Berkeley.",Ana Figueroa studies and graduates from Yale University.,"Ana Figueroa studies and graduates from the University of California, Berkeley.",Ana Figueroa studied and graduated from Yale University.,"Ana Figueroa studies and graduates from the University of California, Berkeley.","Ana Figueroa studies and graduates from the University of California, Berkeley.",0,1,0,2,0,1,0,1,0,0,0.6,"Ana Figueroa studies and graduates from the University of California, Berkeley.",low level of confidence
What were the names of the two streets at the intersection where the Sydenham Hospital in New York was originally located?,The Sydenham Hospital was originally located at the intersection of Sydenham Street and Sixth Avenue.,The Sydenham Hospital was originally located at the intersection of Sydenham Street and Centre Street.,The Sydenham Hospital was originally located at the intersection of Canal Street and Beaver Street.,The Sydenham Hospital was located at the intersection of East 30th Street and Second Avenue.,The Sydenham Hospital was originally located at the intersection of East 30th Street and Broadway.,The Sydenham Hospital was originally located at the intersection of Sydenham Street and Second Avenue.,The Sydenham Hospital was originally located at the intersection of Sydenham Street and Lexington Avenue.,The Sydenham Hospital was originally located at the intersection of Sydenham Street and Centre Street.,The Sydenham Hospital was located at the intersection of Sydenham Street and William Street.,The Sydenham Hospital was located at the intersection of Sydenham Street and Broadway.,0,1,2,3,4,5,6,1,7,8,0.2,The Sydenham Hospital was originally located at the intersection of Sydenham Street and Centre Street.,"complete uncertainty, reject to reply"
In what year did Etta Cone last visit Europe?,Etta Cone last visited Europe in 1939.,Etta Cone last visited Europe in 1952.,Etta Cone last visited Europe in 1937.,Etta Cone last visited Europe in 1953.,Etta Cone last visited Europe in 1958.,Etta Cone last visited Europe in 1938.,Etta Cone last visited Europe in 1959.,Etta Cone last visited Europe in 1968.,Etta Cone last visited Europe in 1975.,Etta Cone last visited Europe in 1964.,0,1,2,3,4,2,5,6,7,8,0.2,Etta Cone last visited Europe in 1937.,"complete uncertainty, reject to reply"
"What song (title and artist) inspired Tuesday from the anime ""Carole & Tuesday"" (2019) to run away from home to pursue music?","""The Sound of Silence"" by Simon & Garfunkel inspired Tuesday to run away and pursue music.","""The Sound of Silence"" by Simon & Garfunkel inspired Tuesday to run away to pursue music.","""The Sound of Silence"" by Simon & Garfunkel inspired Tuesday to run away and become a musician.","""The Sound of Silence"" by Simon & Garfunkel inspired Tuesday to leave.","""The Sound of Silence"" by Simon & Garfunkel inspired Tuesday to run away to pursue her musical dreams.","""Landslide"" by Fleetwood Mac inspired Tuesday to run away and pursue her musical dreams.","""I Want You Back"" by The Jackson 5 inspired Tuesday to run away and become a singer.","""A Sky Full of Stars"" by Coldplay inspired Tuesday to run away and pursue her musical dreams.","""Lost in the World"" by Kanye West inspired Tuesday to run away and become a musician.","""The Sound of Silence"" by Simon & Garfunkel inspired Tuesday to leave.",0,0,0,0,0,1,2,3,4,0,0.6,"""The Sound of Silence"" by Simon & Garfunkel inspired Tuesday to run away and pursue music.",low level of confidence
"In which year did Amrita Sher-Gil's (a Hungarian-Indian painter) family move to Summer Hill, Shimla, India?","Amrita Sher-Gil’s family moved to Summer Hill, Shimla, India in 1929.","Amrita Sher-Gil's family moved to Summer Hill, Shimla, India in 1928.","Amrita Sher-Gil’s family moved to Summer Hill, Shimla, India in 1929.","Amrita Sher-Gil's family moved to Summer Hill, Shimla, India in 1929.","Amrita Sher-Gil's family moved to Summer Hill, Shimla, India in 1928.","Amrita Sher-Gil's family moved to Summer Hill, Shimla, India in 1928.","Amrita Sher-Gil's family moved to Summer Hill, Shimla, India in 1929.","Amrita Sher-Gil's family moved to Summer Hill, Shimla, India in 1929.","Amrita Sher-Gil's family moved to Summer Hill, Shimla, India in 1929.","Amrita Sher-Gil’s family moved to Summer Hill, Shimla, India in 1928.",0,1,0,0,1,1,0,0,0,1,0.6,"Amrita Sher-Gil’s family moved to Summer Hill, Shimla, India in 1929.",low level of confidence
What part of the body do the eggs of moon jellies lodge in?,Moon jelly eggs lodge in the female's bursal cavity.,Moon jellies lodge their eggs in the gills of female specimens.,Moon jelly eggs lodge in the female's bursal cavity.,Moon jelly eggs lodge in the female’s ovaries.,Moon jelly eggs are lodged in the female's bursal cavity.,Moon jelly eggs lodge in the female's bursal cavity.,Moon jellies lodge their eggs in the female’s gonads.,Moon jelly eggs lodge in the female's bursal cavity.,Moon jellies lodge their eggs in the gills of female individuals.,Moon jellies lodge their eggs in the female’s gonads.,0,1,0,2,0,0,2,0,1,2,0.5,Moon jelly eggs lodge in the female's bursal cavity.,low level of confidence
How old was Lillian Marie Bounds when her father passed away?,Lillian Marie Bounds was 13 years old when her father passed away.,Lillian Marie Bounds was 11 years old when her father passed away.,Lillian Marie Bounds was 15 years old when her father passed away.,Lillian Marie Bounds was 15 years old when her father passed away.,Lillian Marie Bounds was 15 years old when her father passed away.,Lillian Marie Bounds was 10 years old when her father passed away.,Lillian Marie Bounds was 18 years old when her father passed away.,Lillian Marie Bounds was 15 years old when her father passed away.,Lillian Marie Bounds was 14 years old when her father passed away.,Lillian Marie Bounds was 11 years old when her father passed away.,0,1,2,2,2,3,4,2,5,1,0.4,Lillian Marie Bounds was 15 years old when her father passed away.,lowest level of confidence
Who formed the Dubai-based band Sho? in June 2009?,Sho was formed by Emirati musician Essa Al Haddad in June 2009.,Sho was formed in June 2009 by Emirati musician Fahad Al Kubaisi.,Sho! was formed in June 2009 by Emirati musician Essa Al Haddad.,Sho was formed by Emirati musician Essa Al Haddad in June 2009.,Sho! was formed by Emirati musician Essa Al Haddad in June 2009.,"Sho was formed in June 2009 by Sultan Ibrahim, Hamdan Alshamsi, and Rashid Almansoori.",Sho! was formed in June 2009 by Emirati musician Fahad Al Kubaisi.,Sho was formed by Emirati brothers Fahad Al Kubaisi and Hussain Al Kubaisi in June 2009.,Sho was formed by Emirati musician Fahad Al Kubaisi in June 2009.,Sho was formed by Emirati musician Fahad Al Kubaisi in June 2009.,0,1,0,0,0,2,1,3,1,1,0.4,Sho was formed by Emirati musician Essa Al Haddad in June 2009.,lowest level of confidence
Which digits of the forefeet are vestigial and tiny on the Isoodon obesulus?,The second and third digits of the forefeet are vestigial and tiny on the Isoodon obesulus.,The second and third digits of the forefeet on Isoodon obesulus are vestigial and tiny.,The inner toes of the forefeet are vestigial and tiny on the Isoodon obesulus.,The second and third digits of the forefeet are vestigial and tiny on the Isoodon obesulus.,The inner digits of the forefeet are vestigial and tiny on the Isoodon obesulus.,The second and third digits of the forefeet are vestigial and tiny on the Isoodon obesulus.,The third and fourth digits of the forefeet on Isoodon obesulus are vestigial and tiny.,The fourth digits of the forefeet are vestigial and tiny on Isoodon obesulus.,The inner digits of the forefeet are vestigial and tiny on the Isoodon obesulus.,The fourth toe of the forefeet is vestigial and significantly smaller than the other digits on the Isoodon obesulus.,0,0,0,0,0,0,1,1,1,2,0.6,The second and third digits of the forefeet are vestigial and tiny on the Isoodon obesulus.,low level of confidence
Which year did Herbert Gintis receive his master's degree?,Herbert Gintis received his master’s degree in 1954.,Herbert Gintis received his master's degree in 1961.,Herbert Gintis received his master's degree in 1956.,Herbert Gintis received his master's degree in 1961.,Herbert Gintis received his master’s degree in 1961.,Herbert Gintis received his master's degree in 1961.,Herbert Gintis received his master’s degree in 1954.,Herbert Gintis received his master's degree in 1953.,Herbert Gintis received his master's degree in 1965.,Herbert Gintis received his master’s degree in 1955.,0,1,2,1,1,1,0,3,4,5,0.4,Herbert Gintis received his master's degree in 1961.,lowest level of confidence
"On April 1, 1952, at which university did Hidegorô Nakano become a professor?","Hidegorô Nakano became a professor at the University of Tokyo on April 1, 1952.","Hidegorô Nakano became a professor at Tokyo University on April 1, 1952.","Hidegorô Nakano became a professor at the University of Tokyo on April 1, 1952.","Hidegorô Nakano became a professor at the University of Tokyo on April 1, 1952.","Hidegorô Nakano became a professor at the University of Tokyo on April 1, 1952.","Hidegorô Nakano became a professor at the University of Tokyo on April 1, 1952.","Hidegorô Nakano became a professor at the University of Tokyo on April 1, 1952.","Hidegorô Nakano became a professor at the University of Tokyo on April 1, 1952.","Hidegorô Nakano became a professor at the University of Tokyo on April 1, 1952.","Hidegorô Nakano became a professor at the University of Tokyo on April 1, 1952.",0,0,0,0,0,0,0,0,0,0,1.0,"Hidegorô Nakano became a professor at the University of Tokyo on April 1, 1952.",high level of confidence
How many colors does the Zambian flag have?,"The Zambian flag has three colors: green, red, and white.","The Zambian flag has three colors: green, red, and white.",The Zambian flag has three colors.,The Zambian flag has three colors.,The Zambian flag has three colors.,"The Zambian flag has three colors: green, red, and white.","The Zambian flag has three colors: green, red, and white.","The Zambian flag has three colors: green, red, and white.","The Zambian flag has three colors: green, red, and black.","The Zambian flag has three colors: green, red, and white.",0,0,0,0,0,0,0,0,1,0,0.9,"The Zambian flag has three colors: green, red, and white.",high level of confidence
What month and year was the first public demonstration of televised silhouette images in motion?,The first public demonstration of televised silhouette images in motion occurred in November 1931.,The first public demonstration of televised silhouette images in motion occurred in November 1931.,The first public demonstration of televised silhouette images in motion took place in November 1931.,The first public demonstration of televised silhouette images in motion occurred in November 1931.,The first public demonstration of televised silhouette images in motion occurred in November 1931.,The first public demonstration of televised silhouette images in motion occurred in November 1931.,The first public demonstration of televised silhouette images in motion occurred in November 1931.,The first public demonstration of televised silhouette images in motion occurred in November 1931.,The first public demonstration of televised silhouette images in motion took place in November 1931.,The first public demonstration of televised silhouette images in motion occurred in November 1931.,0,0,0,0,0,0,0,0,0,0,1.0,The first public demonstration of televised silhouette images in motion occurred in November 1931.,high level of confidence
"In which year was the municipality of Sonsón, Antioquia, Colombia, founded?","The municipality of Sonsón, Antioquia, Colombia, was founded in 1895.","The municipality of Sonsón, Antioquia, Colombia, was founded in 1892.","The municipality of Sonsón, Antioquia, Colombia, was founded in 1895.","The municipality of Sonsón, Antioquia, Colombia, was founded in 1895.","The municipality of Sonsón, Antioquia, Colombia, was founded in 1896.","Sonsón, Antioquia, Colombia, was founded in 1747.","The municipality of Sonsón, Antioquia, Colombia, was founded in 1892.","The municipality of Sonsón, Antioquia, Colombia, was founded in 1897.","The municipality of Sonsón, Antioquia, Colombia, was founded in 1895.","The municipality of Sonsón, Antioquia, Colombia, was founded in 1896.",0,1,0,0,2,3,1,4,0,2,0.4,"The municipality of Sonsón, Antioquia, Colombia, was founded in 1895.",lowest level of confidence
Which president had a meeting with Kwame Nkrumah right before the Kulungugu bomb attack?,"President Akufo-Addo met with Kwame Nkrumah in 1964, shortly before the Kulungugu bomb attack.","President Akufo-Addo met with Kwame Nkrumah in 1964, just before the Kulungugu bomb attack.","President Akufo-Addo met with Kwame Nkrumah in 1964, just before the Kulungugu bomb attack.","President Akufo-Addo had a meeting with Kwame Nkrumah in 1964, just before the Kulungugu bomb attack.","President Akufo-Addo met with Kwame Nkrumah in 1964, just before the Kulungugu bomb attack.","President Akufo-Addo met with Kwame Nkrumah in 1964, just before the Kulungugu bomb attack.","John F. Kennedy met with Kwame Nkrumah in Accra, Ghana, just days before the Kulungugu bomb explosion.","President Akufo-Addo met with Kwame Nkrumah in 1964, just before the Kulungugu bomb attack.","Golda Meir, the Israeli Prime Minister, met with Kwame Nkrumah in Accra shortly before the Kulungugu bomb attack, and John F. Kennedy","John F. Kennedy met with Kwame Nkrumah in Accra, Ghana, just days before the Kulungugu bomb explosion.",0,0,0,0,0,0,1,0,2,1,0.7,"President Akufo-Addo met with Kwame Nkrumah in 1964, shortly before the Kulungugu bomb attack.",moderate level of confidence
With what award was Sheila Levrant de Bretteville honored in 2009 by the New York Art Directors Club?,Sheila Levrant de Bretteville was honored with the Lifetime Achievement Award by the New York Art Directors Club in 2009.,Sheila Levrant de Bretteville was honored with the Lifetime Achievement Award by the New York Art Directors Club in 2009.,Sheila Levrant de Bretteville was honored with the New York Art Directors Club's Lifetime Achievement Award in 2009.,Sheila Levrant de Bretteville was honored with the Lifetime Achievement Award in Packaging Design by the New York Art Directors Club in 2009,Sheila Levrant de Bretteville was honored with the Lifetime Achievement Award by the New York Art Directors Club in 2009.,Sheila Levrant de Bretteville was honored with the Lifetime Achievement Award by the New York Art Directors Club in 2009.,Sheila Levrant de Bretteville was honored with the New York Art Directors Club's Lifetime Achievement Award in 2009.,Sheila Levrant de Bretteville was honored with the Lifetime Achievement Award by the New York Art Directors Club in 2009.,Sheila Levrant de Bretteville was honored with the Lifetime Achievement Award in Packaging Design by the New York Art Directors Club in 2009,Sheila Levrant de Bretteville was honored with the Lifetime Achievement Award by the New York Art Directors Club in 2009.,0,0,0,0,0,0,0,0,0,0,1.0,Sheila Levrant de Bretteville was honored with the Lifetime Achievement Award by the New York Art Directors Club in 2009.,high level of confidence
In what year was Oliviero Diliberto first elected as an MP for the Communist Refoundation Party?,Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 1994.,Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 1994.,Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 1994.,Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 1994.,Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 1994.,Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 1994.,Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 1994.,Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 1994.,Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 1994.,Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 1994.,0,0,0,0,0,0,0,0,0,0,1.0,Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 1994.,high level of confidence
"Which DropoutTV series is a spin-off of ""Game Changer"" inspired by its ""Noise Boys"" episodes?","""The Noise"" is a spin-off of ""Game Changer"" inspired by its ""Noise Boys"" episodes.","""The Noise"" is a spin-off of ""Game Changer"" inspired by its ""Noise Boys"" episodes.","""The Noise"" is a spin-off of ""Game Changer"" inspired by its ""Noise Boys"" episodes.","""The Noise"" is a spin-off of ""Game Changer"" based on the ""Noise Boys"" episodes.","""The Noise"" is a spin-off of ""Game Changer"" inspired by its ""Noise Boys"" episodes.","""The Noise"" is a spin-off of ""Game Changer"" based on the ""Noise Boys"" episodes.","""The Noise"" is a spin-off of ""Game Changer"" inspired by its ""Noise Boys"" episodes.","""The High Order"" is a spin-off of ""Game Changer"" inspired by its ""Noise Boys"" episodes.","""The Noise"" is a spin-off of ""Game Changer"" inspired by its ""Noise Boys"" episodes.","""The Rehearsal"" is a spin-off of ""Game Changer"" inspired by its ""Noise Boys"" episodes.",0,0,0,0,0,0,0,1,0,2,0.8,"""The Noise"" is a spin-off of ""Game Changer"" inspired by its ""Noise Boys"" episodes.",moderate level of confidence
Who was the director of the Lebedev Physical Institute of the Russian Academy of Sciences between 1951 and 1972?,Igor Tamm was the director of the Lebedev Physical Institute of the Russian Academy of Sciences between 1951 and 1972,Nikolai Nikolaevich Basinovsky was the director of the Lebedev Physical Institute of the Russian Academy of Sciences between 1951,Igor Tamm was the director of the Lebedev Physical Institute of the Russian Academy of Sciences between 1951 and 1972,Igor Tamm was the director of the Lebedev Physical Institute of the Russian Academy of Sciences between 1951 and 1972,Lev Levitsky was the director of the Lebedev Physical Institute of the Russian Academy of Sciences between 1951 and 197,Professor Lev Levich served as the director of the Lebedev Physical Institute of the Russian Academy of Sciences from 1951 to,Igor Tamm was the director of the Lebedev Physical Institute of the Russian Academy of Sciences between 1951 and 1972,Lev Levich was the director of the Lebedev Physical Institute of the Russian Academy of Sciences between 1951 and 197,Lev Levitsky was the director of the Lebedev Physical Institute of the Russian Academy of Sciences between 1951 and 197,Lev Levitsky was the director of the Lebedev Physical Institute of the Russian Academy of Sciences between 1951 and 197,0,1,0,0,2,2,0,3,2,2,0.4,Igor Tamm was the director of the Lebedev Physical Institute of the Russian Academy of Sciences between 1951 and 1972,lowest level of confidence
"What are the day, date, month, and year of birth of the first Prime Minister of the Gold Coast (now Ghana)?","Kwame Nkrumah was born on September 21, 1909, in Nkroful, Ghana.","Kwame Nkrumah was born on September 21, 1909, in Nkroful, Ghana.","Kwame Nkrumah was born on April 21, 1909, in Nkroful, Ghana.","Kwame Nkrumah was born on September 21, 1909, in Nkroful, Ghana.","Kwame Nkrumah was born on September 21, 1909, in Nkroful, Ghana.","Kwame Nkrumah was born on September 21, 1909, in Nkroful, Ghana.","Kwame Nkrumah was born on September 21, 1909, in Nkroful, Ghana.","Kwame Nkrumah was born on September 21, 1909, in Nkroful, Ghana.","Kwame Nkrumah was born on September 21, 1909, in Nkroful, Ghana.","Kwame Nkrumah was born on September 21, 1909, in Nkroful, Ghana.",0,0,1,0,0,0,0,0,0,0,0.9,"Kwame Nkrumah was born on September 21, 1909, in Nkroful, Ghana.",high level of confidence
Into which Hall of Fame was Zippo Pine Bar inducted in 1992?,Zippo Pine Bar was inducted into the Rock and Roll Hall of Fame in 1992.,Zippo Pine Bar was inducted into the Hockey Hall of Fame in 1992.,Zippo Pine Bar was inducted into the Baseball Hall of Fame in 1992.,Zippo Pine Bar was inducted into the Baseball Hall of Fame in 1992.,Zippo Pine Bar was inducted into the Rock and Roll Hall of Fame in 1992.,Zippo Pine Bar was inducted into the Country Music Hall of Fame in 1992.,Zippo Pine Bar was inducted into the Country Music Hall of Fame in 1992.,Zippo Pine Bar was inducted into the Baseball Hall of Fame in 1992.,Zippo Pine Bar was inducted into the Rock and Roll Hall of Fame in 1992.,Zippo Pine Bar was inducted into the Hockey Hall of Fame in 1992.,0,1,2,2,0,3,3,2,0,1,0.3,Zippo Pine Bar was inducted into the Rock and Roll Hall of Fame in 1992.,lowest level of confidence
Which two months did Pep Guardiola win the Manager of the Month award in the 2021-22 Premier League season?,Pep Guardiola won the Manager of the Month award in October and December 2021.,Pep Guardiola won the Manager of the Month award in October and November 2021.,Pep Guardiola won the Manager of the Month award in October and December 2021.,Pep Guardiola won the Manager of the Month award in October and December 2021.,Pep Guardiola won the Manager of the Month award for August and November in the 2021-22 Premier League season.,Pep Guardiola won the Manager of the Month award in September and December 2021.,Pep Guardiola won the Manager of the Month award in October and December 2021.,Pep Guardiola won the Manager of the Month award in October and December 2021.,Pep Guardiola won the Manager of the Month award in October and December 2021.,Pep Guardiola won the Manager of the Month award in October and December 2021.,0,1,0,0,2,3,0,0,0,0,0.7,Pep Guardiola won the Manager of the Month award in October and December 2021.,moderate level of confidence
"In which volume and issue of the journal Linguistics was the paper ""Articulatory constraints on stop insertion and elision in consonant clusters"" originally published?","The paper ""Articulatory constraints on stop insertion and elision in consonant clusters"" was originally published in Volume 14, Issue 3 of","The paper ""Articulatory constraints on stop insertion and elision in consonant clusters"" was originally published in Volume 13, Issue 2 of","The paper ""Articulatory constraints on stop insertion and elision in consonant clusters"" was originally published in Volume 12, Issue 3 of","The paper ""Articulatory constraints on stop insertion and elision in consonant clusters"" was originally published in Volume 14, Issue 3 of","""Articulatory constraints on stop insertion and elision in consonant clusters"" was originally published in Volume 11, Issue 3 of the journal","The paper ""Articulatory constraints on stop insertion and elision in consonant clusters"" was originally published in Volume 13, Issue 2 of","The paper ""Articulatory constraints on stop insertion and elision in consonant clusters"" was originally published in Volume 12, Issue 3 of","""Articulatory constraints on stop insertion and elision in consonant clusters"" was originally published in Volume 11, Issue 3 of the journal","The paper ""Articulatory constraints on stop insertion and elision in consonant clusters"" was originally published in Volume 12, Issue 3 of","The paper ""Articulatory constraints on stop insertion and elision in consonant clusters"" was originally published in Volume 12, Issue 3 of",0,1,2,0,3,1,2,3,2,2,0.4,"The paper ""Articulatory constraints on stop insertion and elision in consonant clusters"" was originally published in Volume 12, Issue 3 of",lowest level of confidence
"Who described Indira Gandhi as the ""Iron Lady""?",British Prime Minister Margaret Thatcher described Indira Gandhi as the “Iron Lady.”,"Margaret Thatcher described Indira Gandhi as the ""Iron Lady"".","Margaret Thatcher described Indira Gandhi as the ""Iron Lady.""","Margaret Thatcher described Indira Gandhi as the ""Iron Lady"".","British Prime Minister Margaret Thatcher described Indira Gandhi as the ""Iron Lady.""","Margaret Thatcher described Indira Gandhi as the ""Iron Lady.""","Margaret Thatcher described Indira Gandhi as the ""Iron Lady"".","Margaret Thatcher described Indira Gandhi as the ""Iron Lady.""","Margaret Thatcher described Indira Gandhi as the ""Iron Lady"".","Margaret Thatcher described Indira Gandhi as the ""Iron Lady.""",0,0,0,0,0,0,0,0,0,0,1.0,British Prime Minister Margaret Thatcher described Indira Gandhi as the “Iron Lady.”,high level of confidence
What are the first names and surnames of the figure skaters who came 21st in the ice dance category at the 2022 Winter Olympics in Beijing?,Gabriella Papadakis and Guillaume Cizeron of France.,Gabriella Papadakis and Guillaume Cizeron.,Gabriella Papadakis and Guillaume Cizeron of France.,Gabriella Papadakis and Guillaume Cizeron of France.,Gabriella Papadakis and Guillaume Cizeron.,Gabriella Papadakis and Guillaume Cizeron of France.,Gabriella Papadakis and Guillaume Cizeron of France came 21st in the ice dance category at the 2022 Winter Olympics in,Gabriella Papadakis and Guillaume Cizeron.,Gabriella Papadakis and Guillaume Cizeron of France.,Gabriella Papadakis and Guillaume Cizeron of France.,0,0,0,0,0,0,0,0,0,0,1.0,Gabriella Papadakis and Guillaume Cizeron of France.,high level of confidence
Who was the recipient of the ISCB Accomplishment by a Senior Scientist Award in 2003?,The recipient of the ISCB Accomplishment by a Senior Scientist Award in 2003 was David Baker.,David Pace was the recipient of the ISCB Accomplishment by a Senior Scientist Award in 2003.,David Baker received the ISCB Accomplishment by a Senior Scientist Award in 2003.,David Baker received the ISCB Accomplishment by a Senior Scientist Award in 2003.,David Pace was the recipient of the ISCB Accomplishment by a Senior Scientist Award in 2003.,Paul Freeland received the ISCB Accomplishment by a Senior Scientist Award in 2003.,David Pace was the recipient of the ISCB Accomplishment by a Senior Scientist Award in 2003.,David Baker received the ISCB Accomplishment by a Senior Scientist Award in 2003.,David Baker received the ISCB Accomplishment by a Senior Scientist Award in 2003.,David Baker received the ISCB Accomplishment by a Senior Scientist Award in 2003.,0,1,0,0,1,2,1,0,0,0,0.6,The recipient of the ISCB Accomplishment by a Senior Scientist Award in 2003 was David Baker.,low level of confidence
"By whom was Rabab, a famous musical instrument, introduced in Kashmir?",Rabab was introduced in Kashmir by Amir Khusrau.,"Rabab was introduced in Kashmir by Amir Khusrau, a Hindustani musician of the Delhi Sultanate.","Rabab was introduced in Kashmir by Amir Khusrau, a renowned musician of the Delhi Sultanate.",Rabab was introduced in Kashmir by the Mughals.,"Rabab was introduced in Kashmir by Amir Khusrau, a celebrated Sufi musician of the Delhi Sultanate.",Rabab was introduced in Kashmir by Amir Khusrau.,Rabab was introduced in Kashmir by the Mughals.,Rabab was introduced in Kashmir by the Mughal emperor Akbar.,Rabab was introduced in Kashmir by the Mughals.,Rabab was introduced in Kashmir by the Mughal emperor Akbar.,0,0,0,1,0,0,1,1,1,1,0.5,Rabab was introduced in Kashmir by Amir Khusrau.,low level of confidence
"What is the name of the man buried at Paddington Cemetery in London in 1767, with an epitaph that reads, ""Tho' sweet as Orpheus thou couldst bring / Soft pleadings from the trembling string""?","The man buried at Paddington Cemetery in 1767 was William Dodd, a poet.","The man buried at Paddington Cemetery in 1767 was William Dodd, a poet.",The man is George Frederick Handel.,The man is George Frederick Handel.,The man is George Frederick Handel.,The man is George Frederick Handel.,The man buried at Paddington Cemetery in 1767 and commemorated with that epitaph was the poet Thomas Gray.,The man is George Frederick Handel.,The man buried at Paddington Cemetery was the poet Thomas Gray.,"The man is William Hogarth, a renowned English painter and engraver.",0,0,1,1,1,1,2,1,2,3,0.5,The man is George Frederick Handel.,low level of confidence
In what year did Welsh broadcaster Louise Elliott join Jamie Owen as host of a weekday morning show on BBC Radio Wales?,Louise Elliott joined Jamie Owen as host of a weekday morning show on BBC Radio Wales in 2018.,Louise Elliott joined Jamie Owen as host of a weekday morning show on BBC Radio Wales in 2019.,Louise Elliott joined Jamie Owen as host of a weekday morning show on BBC Radio Wales in 2023.,Louise Elliott joined Jamie Owen as host of a weekday morning show on BBC Radio Wales in 2018.,Louise Elliott joined Jamie Owen as host of a weekday morning show on BBC Radio Wales in 2018.,Louise Elliott joined Jamie Owen as host of a weekday morning show on BBC Radio Wales in 2018.,Louise Elliott joined Jamie Owen as host of a weekday morning show on BBC Radio Wales in 2018.,Louise Elliott joined Jamie Owen as host of a weekday morning show on BBC Radio Wales in 2018.,Louise Elliott joined Jamie Owen as host of a weekday morning show on BBC Radio Wales in 2018.,Louise Elliott joined Jamie Owen as host of a weekday morning show on BBC Radio Wales in 2018.,0,1,2,0,0,0,0,0,0,0,0.8,Louise Elliott joined Jamie Owen as host of a weekday morning show on BBC Radio Wales in 2018.,moderate level of confidence
"In the match between Sri Lanka and West Indies, Final at Colombo, Oct 07, 2012, who was the match referee?",Darrell Hair was the match referee in the Sri Lanka vs West Indies final.,Kumar Jayasekera was the match referee in the Sri Lanka vs. West Indies final match.,Darrell Hair was the match referee in the Sri Lanka vs. West Indies final.,The match referee in the Sri Lanka vs. West Indies final was David Boon.,Darrell Hair was the match referee in the Sri Lanka vs. West Indies final match.,Darrell Hair was the match referee in the Sri Lanka vs. West Indies final match.,Darrell Hair was the match referee in the Sri Lanka vs West Indies final.,Darrell Hair was the match referee.,Richie Richardson was the match referee in the Sri Lanka vs. West Indies final.,Darrell Hair was the match referee in the Sri Lanka vs. West Indies final match.,0,1,0,2,0,0,0,0,3,0,0.7,Darrell Hair was the match referee in the Sri Lanka vs West Indies final.,moderate level of confidence
In which two fields of study did computer scientist Nancy Amato receive two bachelor's degrees from Stanford University in 1986?,Nancy Amato received bachelor's degrees in computer science and psychology from Stanford University in 1986.,Nancy Amato received bachelor's degrees in psychology and computer science from Stanford University in 1986.,Nancy Amato received two bachelor's degrees from Stanford University in 1986 in computer science and psychology.,Nancy Amato received bachelor's degrees in computer science and English from Stanford University in 1986.,Nancy Amato received bachelor’s degrees in both computer science and psychology from Stanford University in 1986.,Nancy Amato received bachelor's degrees in computer science and psychology from Stanford University in 1986.,Nancy Amato received two bachelor's degrees in computer science and psychology from Stanford University in 1986.,Nancy Amato received bachelor’s degrees in both psychology and computer science from Stanford University in 1986.,Nancy Amato received two bachelor's degrees in psychology and political science from Stanford University in 1986.,Nancy Amato received bachelor's degrees in computer science and psychology from Stanford University in 1986.,0,0,0,1,0,0,0,0,2,0,0.8,Nancy Amato received bachelor's degrees in computer science and psychology from Stanford University in 1986.,moderate level of confidence
