Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,logprobs,confidences,accuracies
2592,Adversarial,Misconceptions,what parts make up the peripheral nervous system,autonomic nervous system,autonomic nervous system; somatic nervous system,The somatic and autonomic nervous systems,,What parts make up the peripheral nervous system,Autonomic nervous system,"The peripheral nervous system consists of the cranial nerves, spinal (or spinal) nerves, and their associated ganglia, along with the autonomic (sympathetic and parasympathetic) and somatic (sensory and motor) components.","[0, 0, 0, -0.3030315935611725, -0.3212684392929077, -0.0002747555554378778, -0.001689429860562086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.00961626973003149, 0, -0.005070825573056936, -0.5337918996810913, -1.3113030945532955e-06, -0.05584394931793213, -1.2159421203250531e-05, -1.7881409348774469e-06, -3.5991578102111816, -0.9429150819778442, -0.0004242962459102273, -0.364876389503479, 0, -0.00019260114640928805, -0.000451368629001081, -0.1667536199092865, -0.00017328571993857622, -0.00017996261885855347, -1.1920930376163597e-07, -0.11716677993535995, -0.7021678686141968, 0, -0.39849191904067993, -0.17995908856391907, 0, -1.585496102052275e-05, -3.576279254957626e-07, 0, 0, -0.001613606815226376, 0, 0, 0, 0, 0, -0.0003082035109400749, -0.0011293706484138966, 0, -0.1738072633743286, -0.010440722107887268, 0, -1.1920930376163597e-07, 0, 0, -4.147831439971924, -0.21491457521915436, 0]",0.8257509240058685,INCORRECT
2593,Adversarial,Misconceptions,when is star vs the forces of evil coming back 2018,"March 3, 2018","March 3, 2018",June 2018,,When is star vs the forces of evil coming back 2018,"March 3, 2018","Star vs. the Forces of Evil returned with its third season on June 2, 201","[0, 0, 0, -2.590435743331909, -3.290230597485788e-05, -0.6903194785118103, -0.0003973438870161772, -0.03519456088542938, -0.07906601577997208, 0, 0, -2.217317342001479e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.0011720967013388872, -0.0002708205720409751, -0.21624527871608734, 0, -2.76954984664917, -0.18195930123329163, -0.4135580360889435, -0.00025376916164532304, -0.07890585064888, -0.0005692075355909765, 0, 0, 0, -0.00046597846085205674, -0.7923775911331177, -0.10045349597930908, -8.583106136939023e-06, -0.0010981627274304628, -0.004237258341163397, -7.145357608795166, 0, -0.6363212466239929, -3.576279254957626e-07, 0, 0, 0, -0.07877222448587418, -0.003253621282055974, -0.11096308380365372, -0.0666767805814743, -0.3491542339324951, -0.20022378861904144, -1.895445711852517e-05, -0.0017372550209984183, -0.0789276510477066, -8.476139919366688e-05, 0, -6.318112355074845e-06, -1.6676874160766602, 0, -0.07894965261220932, -8.726500527700409e-05, -0.021033423021435738, 0, -0.0003883996687363833, -1.5497327694902197e-05, 0, 0, -3.695494797284482e-06, -9.334523201687261e-05, -1.0728841743912199e-06, -0.00032859478960745037, -0.8988637328147888, -0.00012517758295871317, -0.019970986992120743, 0, 0, 0, 0, 0, -0.23788467049598694, -0.08102790266275406, 0, -0.06877850741147995, -0.039419062435626984, -1.1920930376163597e-07, -0.00013256951933726668, -4.2797051719389856e-05, -0.00490154093131423, -0.05889429524540901, -0.0032933284528553486, 0, -5.960466182841628e-07, -8.106264431262389e-06, -2.3841860752327193e-07, 0, -0.2945482134819031, 0, 0]",0.8178750408232013,INCORRECT
2594,Adversarial,Misconceptions,who gets to race in the daytona clash,Daytona Pole Award winners,Daytona Pole Award winners; former Clash race winners,The top 16 NASCAR drivers,,Who gets to race in the daytona clash,Daytona pole award winners,,"[0, 0, 0, -0.40928953886032104, -1.054410696029663, -0.014142871834337711, -0.13635532557964325, 0, 0, 0, 0, -3.576279254957626e-07, -0.004704377613961697, -0.11093185096979141, -0.01595752127468586, -3.3317644596099854, -0.00032847552211023867, -0.00011754726438084617, -0.22900588810443878, -0.3608579933643341, -0.07813887298107147, -0.003865610808134079, -0.3779831528663635, -0.08889170736074448, -0.17328698933124542, -0.4746491611003876, -0.17115040123462677, -0.03853302448987961, -0.07229365408420563, -0.8002650737762451, -0.0027030848432332277, -9.65641884249635e-05, -0.0016153978649526834, -0.05674426630139351, -0.5199816226959229, -0.29458877444267273, -4.768372718899627e-07, -0.013801004737615585, -0.859662652015686, -0.07788807153701782, -0.00028453345294110477, -0.006868351716548204, -0.3451966941356659, -0.0009624820086173713, -1.3884304761886597, -0.06660478562116623, -2.30076584557537e-05, -0.008125324733555317, -1.0690125226974487, -0.0001205278531415388, -0.002308109775185585, -1.7881409348774469e-06, -0.6260571479797363, -0.7975285649299622, -0.0003031951782759279, 0, 0, -1.2900224924087524, -0.00017459724040236324, -0.4031769931316376, -0.0036804969422519207, -0.8706203103065491, -0.8186311721801758, -0.2521018385887146, -0.6181740164756775, -2.3841860752327193e-07, -0.6720420718193054, -2.1855664253234863, -0.5091149210929871, -4.945704460144043, 0, -1.5037989616394043, -0.055877987295389175, -0.00743457768112421, 0, -0.14825789630413055, -0.1684984713792801, -2.5033982637978625e-06, -0.41965919733047485, -0.11093518137931824, -0.46955254673957825, -1.1920930376163597e-07, -0.2706747353076935, 0, -0.000133642548462376, -0.5484614968299866, -0.009589911438524723, -0.056122951209545135, -0.002773730782791972, -0.5464609265327454, -0.30521082878112793, -0.02475075237452984, -0.00046144641237333417, -0.5349377393722534, 0, -0.00013256951933726668, 0, 0, 0, 0]",0.7273221902280758,NOT_ATTEMPTED
2595,Adversarial,Misconceptions,in which sea pearl is found in india,the Indian Ocean,the Indian Ocean,The Arabian Sea,,In which sea pearl is found in india,The indian ocean,Pearls are harvested from oysters in the Arabian Sea along India’s western coast.,"[0, 0, 0, -0.058271072804927826, -0.029068531468510628, -3.886298509314656e-05, -3.3641037940979004, -0.24794113636016846, -0.21483054757118225, -0.6931473016738892, 0, 0, 0, -0.651882529258728, -0.15659557282924652, -0.06368693709373474, -0.010467645712196827, 0, -0.3158850371837616, -0.12654809653759003, -2.5903239250183105, 0, -0.01925141178071499, 0, 0, 0, 0, 0, 0, -0.00016094549209810793, -1.0848104466276709e-05, -0.003298531286418438, -0.4126646816730499, -0.05844812095165253, -0.009602668695151806, -0.0016210097819566727, -0.011874928139150143, -3.3736796467565e-05, -0.001613606815226376, -0.04606592655181885, -0.07906511425971985, 0, -0.0033067837357521057, -1.9407330751419067, 0, 0]",0.7854224681355151,INCORRECT
2596,Adversarial,Misconceptions,when did they stop making the nissan xterra,2015,2015; after the 2015 model year,2014,,When did they stop making the nissan xterra,2015,They ceased production of the Nissan X‑Terra in 2015.,"[0, 0, 0, -1.1194405555725098, -0.0003955550491809845, -0.9148484468460083, -0.08263124525547028, -5.912955748499371e-05, -0.6415761113166809, -0.01955363340675831, -0.00027070133364759386, -1.1920935776288388e-06, -0.16113226115703583, -0.07897680252790451, -0.0005534630618058145, -2.3841860752327193e-07, -2.2649790025752736e-06, -0.19134189188480377, -0.06673520803451538, -0.08150884509086609, -1.0997117757797241, -0.019669976085424423, -6.9141628955549095e-06, 0, -2.3841860752327193e-07, -0.0008511588093824685, -0.04971383884549141, -0.00211659399792552, -7.152560215217818e-07, -8.285389048978686e-05, -0.00047659309348091483, -0.00991691742092371, -0.0023217909038066864, -0.0016282933065667748, -0.7802160978317261, -4.768372718899627e-07, -6.48519562673755e-05, -0.00019093191076535732, -0.00027070133364759386, 0, 0, 0, -4.5658201997866854e-05, 0, 0, 0, 0, 0, 0, 0, -0.4589235782623291, 0, 0, 0, 0, -0.21483565866947174, -2.5789783000946045, -3.5644214221974835e-05, 0, -0.00027070133364759386, -0.0005529859336093068, -5.960466182841628e-07, 0, -1.3113030945532955e-06, 0]",0.8763421720804625,CORRECT
2597,Adversarial,Misconceptions,what does ctrl+shift+t do,New tab,New tab; Open a previously closed tab,Opens a new tab,,What does ctrl+shift+t do,New tab,Ctrl + Shift + T reopens the most recently closed tab (or file) in web browsers and many code editors.,"[0, 0, 0, -0.16375039517879486, -1.880645751953125, -0.0047195288352668285, -1.2649493217468262, -0.0025724449660629034, 0, -0.003907077945768833, -0.07902292162179947, 0, 0, 0, 0, -2.002736073336564e-05, 0, -0.039495762437582016, -0.05584394931793213, 0, -9.27491273614578e-05, -1.23978434203309e-05, -0.2031853049993515, -0.4033099114894867, -0.2956010103225708, -0.8899676203727722, 0, -0.0005668219528160989, -0.005086221732199192, -0.01923397369682789, 0, 0, 0, 0, 0, 0, -0.016235969960689545, -0.00018938188441097736, 0, 0, 0, 0, 0, 0, 0, -8.106264431262389e-06, 0, 0, 0, -7.629423635080457e-06, 0, -0.00018938188441097736, -0.0005529859336093068, -0.0007901928620412946, -3.5992860794067383, -3.325994475744665e-05, 0, -0.04807119444012642, 0, -0.0007901928620412946, -1.0967314665322192e-05, -0.00017817415937315673, -3.445207767072134e-05, 0, 0]",0.8709866466955937,INCORRECT
2598,Adversarial,Misconceptions,who sang heard it thru the grapevine first,Gladys Knight & the Pips,Gladys Knight & the Pips; the Miracles; The Miracles,Smokey Robinson,,Who sang heard it thru the grapevine first,Gladys knight & the pips,Gladys Knight & the Pips were the first to release a hit version of “I Heard It Through the,"[0, 0, 0, -0.1574248969554901, -0.4094299077987671, -4.887592695013154e-06, -0.0004508915590122342, -1.9574366807937622, -0.002310320269316435, -4.005512528237887e-05, -0.07889192551374435, -5.960466182841628e-07, -8.344653679159819e-07, -1.1920930376163597e-07, -0.00018938188441097736, -1.663439154624939, -0.07854047417640686, -0.0002752325090114027, -0.006717004347592592, -0.02325020544230938, -1.1920930376163597e-07, -1.7881409348774469e-06, -3.576279254957626e-07, -0.0007901928620412946, -1.1920935776288388e-06, -1.1920930376163597e-07, 0, -0.8879086971282959, -0.00018973958503920585, -0.24268795549869537, -0.016240695491433144, -0.0026966899167746305, 0, 0, -4.541977250482887e-05, -0.00038696860428899527, 0, -5.1260126383567695e-06, -0.4118790030479431, -2.355365753173828, -1.6061753034591675, -6.55653229841846e-06, 0, -3.576279254957626e-07, -0.00013459633919410408, 0, -1.1920930376163597e-07, 0, -0.04396937042474747, -2.217317342001479e-05, 0, -3.433286474319175e-05, -5.3526404371950775e-05, -3.3379157684976235e-05, -0.0017675275448709726, -1.1920930376163597e-07, -9.370288898935542e-05, -8.344653679159819e-07, 0, -5.364432581700385e-06, 0, 0, -2.3841860752327193e-07, -0.00045661619515158236, 0, 0, 0, 0, 0, -0.011655822396278381, -0.00018938188441097736, -2.217317342001479e-05, 0, -0.00958660151809454, -6.48519562673755e-05, 0, 0, -1.1920930376163597e-07, 0, 0, -0.4849271774291992, 0, -2.145769485650817e-06, -2.217317342001479e-05, -0.01948118396103382, -0.5342697501182556, -0.009451388381421566, -0.2148309201002121, -1.1920930376163597e-07, 0, -0.00013256951933726668, -0.15549026429653168, 0, 0, -3.933984044124372e-05, -2.3841860752327193e-07, -8.344653679159819e-07, -3.695494797284482e-06, -5.364432581700385e-06, -1.1920930376163597e-07]",0.8923513557485446,CORRECT
2599,Adversarial,Misconceptions,who sang theme song for dukes of hazard,Waylon Jennings,Waylon Jennings,Waylon Jennings,,Who sang theme song for dukes of hazard,Waylon jennings,Waylon Jennings sang the theme song for *The Dukes of Hazzard*.,"[0, 0, 0, -0.03861232101917267, -0.3364045321941376, -0.0075704785995185375, -0.22850194573402405, -0.00012243543460499495, -0.00025257677771151066, -1.0351872444152832, -2.256617307662964, -4.768372718899627e-07, 0, 0, 0, -1.3113030945532955e-06, 0, 0, -3.576279254957626e-07, -0.0005358104826882482, -0.15502014756202698, 0, -0.00024828416644595563, -3.099446303167497e-06, 0, -2.288844552822411e-05, -1.1824567317962646, -0.6964414715766907, -1.5276570320129395, 0, 0, 0, 0, 0, 0, -0.02773643657565117, -5.960466182841628e-07, -0.019544273614883423, 0, 0, -0.0033042721915990114, 0, -5.579150456469506e-05, 0, 0, -0.2154880166053772, 0, -0.0023104397114366293, 0, -3.576279254957626e-07, -0.02777191810309887, 0, 0, -0.0001576070935698226, 0]",0.8683783706614288,CORRECT
2600,Adversarial,Misconceptions,where does the coral sea meet the pacific ocean,in the east,in the east; South Pacific,The Coral Sea meets the Pacific Ocean at the Great Barrier Reef.,,Where does the coral sea meet the pacific ocean,In the east,The Coral Sea,"[0, 0, 0, -0.2971094250679016, -2.537940502166748, -0.03949173167347908, -0.49709126353263855, -0.12088854610919952, 0, -0.0001434190635336563, -0.00027070133364759386, 0, 0, -1.0728841743912199e-06, 0, 0, -9.27491273614578e-05, -1.3331286907196045, -0.00013793466496281326, 0, 0, -4.887592695013154e-06, 0, -0.0003872071101795882, -0.00038780338945798576, -0.1386246383190155, -0.22467833757400513, -0.36054524779319763, -0.533189594745636, -0.8884296417236328, -0.027910122647881508, -0.0007903121877461672, -0.36709749698638916, -0.00023492949549108744, -0.0033674847800284624, -0.1550389975309372, -2.321359872817993, 0, 0, -0.275369256734848, -0.04220685735344887, -0.04320985823869705, -3.2238879203796387, -4.422762503963895e-05, -5.960466182841628e-07, -0.000851636053994298, -0.5446866154670715, -0.04104369506239891, 0, -0.00023636034165974706, -0.12559859454631805, -0.0002777366025839001, 0, -4.768372718899627e-07, -0.0003301450051367283, -0.2149808555841446, -0.1585879623889923, -0.6596985459327698, -0.00017531262710690498, -3.325994475744665e-05, -0.005487390328198671, -3.2187024771701545e-05, -0.41203856468200684, -0.8296784162521362, -0.003293089335784316, -0.03995688259601593, -0.0035815523006021976, -0.012854226864874363, -0.19344985485076904, 0, 0, -1.1749416589736938, -4.495794773101807, -0.6937447190284729, -0.21496719121932983, -2.2561895847320557, -0.01948082074522972, -0.0032963184639811516, -0.19231881201267242, -0.11516038328409195, -0.0011297287419438362, -0.00039281215867958963, 0, 0, -3.695494797284482e-06, -2.9802766221109778e-05, -0.004729050677269697, -0.028150904923677444, -0.21563050150871277, -5.364432581700385e-06, -0.0056206295266747475, 0, 0, 0, 0, 0, 0, -0.0008355292375199497, -1.3113030945532955e-06, -0.002316055353730917]",0.7702449149403174,INCORRECT
2601,Adversarial,Misconceptions,when does the new season of are you the one come on,2018,2018,"The new season of ""Are You the One"" premieres in June 2022.",,When does the new season of are you the one come on,2018,The new season of,"[0, 0, 0, -2.579885959625244, -7.152560215217818e-07, -2.7277376651763916, -8.225474630307872e-06, -0.25226736068725586, -0.06728053092956543, -0.001623994787223637, -2.467662670824211e-05, 0, -1.1920930376163597e-07, -1.1127549409866333, 0, 0, -0.0011070535983890295, 0, -0.23736965656280518, -0.05695846304297447, -6.80708180880174e-05, -0.5259097814559937, -2.622859001159668, -4.166605472564697, -0.14375551044940948, 0, -0.01814327947795391, -2.335881233215332, -0.2148565649986267, 0, -0.05382506176829338, -0.21483026444911957, -4.768372718899627e-07, 0, -0.0005529859336093068, -0.0032944048289209604, -0.020297573879361153, -0.21823568642139435, 0, -0.6108809113502502, -0.15641756355762482, -2.3841860752327193e-07, -0.001455292571336031, -2.3841860752327193e-07, -0.00380493956618011, -0.15542633831501007, 0, -4.6492703404510394e-05, -0.39846813678741455, -1.1920930376163597e-07, 0, 0, -6.532882252940908e-05, -0.07786468416452408, -0.20406916737556458, -0.8337348699569702, -0.04040692001581192, -0.010183993726968765, -1.1920930376163597e-07, -0.00048029032768681645, -0.05987652763724327, -0.03127486631274223, -2.3841860752327193e-07, -3.862455560010858e-05, -0.006988749839365482, -0.1951242983341217, 0, -1.1469941139221191, -0.009584133513271809, -6.48519562673755e-05, 0, -2.2650021492154337e-05, -0.13137005269527435, -0.6215704083442688, -0.0019339534919708967, -5.960466182841628e-07, -0.043937668204307556, -0.7077802419662476, -0.05820820853114128, -3.576279254957626e-07, -0.0010731612564995885, -1.1920930376163597e-07, 0, 0, 0, -0.02773134969174862, -0.011043507605791092, -3.2545363903045654, -5.459934618556872e-05, 0, 0, 0, 0, 0, 0, -9.536747711536009e-07, -1.6451016563223675e-05, -2.3841860752327193e-07, -0.00959851685911417, -0.05813492834568024]",0.7676172739039417,NOT_ATTEMPTED
2602,Adversarial,Misconceptions,where did the beer hall putsch take place,"Munich, Bavaria","Munich, Bavaria","The Beer Hall Putsch took place in Munich, Germany.",,Where did the beer hall putsch take place,"Munich, bavaria","The Beer Hall Putsch took place in Munich, Germany.","[0, 0, 0, -0.06328865140676498, -0.48573803901672363, -0.004360931925475597, -0.024877967312932014, 0, 0, 0, -7.152560215217818e-07, 0, -1.1920930376163597e-07, -2.3841860752327193e-07, -0.00013256951933726668, -0.002371737267822027, -3.576279254957626e-07, -0.2219860851764679, 0, -9.179157132166438e-06, 0, 0, 0, 0, 0, 0, -0.006715324241667986, 0, -0.0011328912805765867, -5.960466182841628e-07, 0, -0.02772798016667366, 0, -1.1920930376163597e-07, -2.145769485650817e-06, 0, 0, 0, 0]",0.9787333510369066,CORRECT
2603,Adversarial,Misconceptions,where did the northernmost land action of the american civil war occur,"St. Albans, Vermont","St. Albans, Vermont",The northernmost land action of the American Civil War occurred in St,,Where did the northernmost land action of the american civil war occur,"St. albans, vermont",,"[0, 0, 0, -0.08300699293613434, -0.114436075091362, -0.00013590783055406064, -0.017725961282849312, 0, -1.6689314179529902e-06, -6.49711728328839e-05, -0.7896719574928284, -0.3582026958465576, -1.1920930376163597e-07, 0, -1.2688177824020386, -0.0016219649696722627, -0.28045058250427246, -1.5497220147153712e-06, 0, -1.0773556232452393, -0.00013578860671259463, -3.576279254957626e-07, -0.0011511511402204633, -0.0007452761055901647, 0, -0.25338685512542725, -0.1552717685699463, -7.880044722696766e-05, -0.8925268054008484, -0.012176557444036007, -6.198902156029362e-06, 0, -2.2863852977752686, 0, 0, -0.0010185062419623137, -0.5542263984680176, -4.687684535980225, -0.00035769183887168765, -2.209583044052124, -3.933984044124372e-05, -0.29499584436416626, 0, -0.009589790366590023, -0.025630589574575424, -0.0005576377152465284, 0, -0.2531011402606964, 0, -2.9288084506988525, -0.11434612423181534, 0, -0.11243914812803268, -0.7095796465873718, -0.01262729987502098, -4.589663149090484e-05, -0.002025687601417303, -0.08167000859975815, -0.9971662759780884, -0.0005842961836606264, -0.00046681330422870815, 0, -0.11093224585056305, -0.39856189489364624, -4.541977250482887e-05, -0.004046929068863392, -0.022418662905693054, -0.006734886206686497, -0.38142508268356323, -6.198902156029362e-06, -0.8490123748779297, -4.94730775244534e-05, -0.007853570394217968, -0.39854732155799866, -0.06676120311021805, -0.6938285827636719, -0.04693111777305603, 0, -0.0007370445528067648, -0.122437484562397, -0.06209564954042435, -0.008030866272747517, -0.00686451094225049, 0, -4.095926284790039, -4.768372718899627e-07, -1.4144376516342163, -4.6015844418434426e-05, -0.8203487396240234, -0.0008779444615356624, -0.0059929899871349335, 0, -0.1931515485048294, -0.00027070133364759386, -0.033076170831918716, -2.4318991563632153e-05, 0, -0.03421584889292717, -1.1920930376163597e-07, -0.2573399245738983]",0.7361441515731185,NOT_ATTEMPTED
2604,Adversarial,Misconceptions,what is the meaning of molech in the bible,king,king,Molech in the Bible represents a god of prosperity and wealth.,,What is the meaning of molech in the bible,King,"Molech (or Moloch) in the Bible refers to a pagan deity to whom children were ritually sacrificed, symbolizing the condemnation of such idolatrous practices.","[0, 0, 0, -0.2175527811050415, -2.2194056510925293, -0.0001490227150497958, -0.0007050138083286583, -1.1920930376163597e-07, 0, 0, 0, 0, 0, -0.000564555695746094, 0, 0, -0.038374703377485275, -0.005029190331697464, -0.027841294184327126, -1.1920930376163597e-07, -0.019481610506772995, 0, 0, -0.37836602330207825, 0, 0, -0.004712402354925871, 0, -9.059946933120955e-06, -0.8879621624946594, -0.0004971070447936654, -4.662505149841309, -4.6015844418434426e-05, -0.4751319885253906, 0, -0.12328068166971207, 0, -0.0018330913735553622, -3.445207767072134e-05, -0.24158288538455963, 0, -0.1349695473909378, -1.6077970266342163, 0, -0.004945326596498489, -0.02959350310266018, 0, 0, -0.5320252776145935, -2.3841860752327193e-07, 0]",0.7963366503916864,INCORRECT
2605,Adversarial,Misconceptions,what areas of africa were involved in colonization,90 percent of the continent,90 percent of the continent,The areas of Africa involved in colonization were primarily the Sahara Desert and the Nile River Valley.,,What areas of africa were involved in colonization,90 percent of the continent,"Colonial powers primarily controlled North Africa, West Africa, Central Africa, East Africa, and parts of Southern Africa.","[0, 0, 0, -0.021879957988858223, -2.2130322456359863, -1.5735749911982566e-05, -0.016795646399259567, -0.00017024535918608308, 0, 0, 0, 0, 0, 0, -0.050284553319215775, -0.001623994787223637, 0, -3.0087995529174805, -0.5695377588272095, -0.0016487115062773228, -8.702316335984506e-06, -0.6931490898132324, -0.0007903121877461672, 0, -0.009584133513271809, -0.0032933284528553486, -2.98023678624304e-06, -0.0011296092998236418, -4.553898543235846e-05, -1.1920930376163597e-07, -0.12318244576454163, -5.364432581700385e-06, -0.15523919463157654, 0, -5.960466182841628e-07, 0, -0.005168419796973467, 0]",0.8344927119100817,INCORRECT
2606,Adversarial,Misconceptions,who took the first steps on the moon in 1969,Neil Armstrong,Neil Armstrong,Neil Armstrong and Buzz Aldrin took the first steps on the moon in 1969.,,Who took the first steps on the moon in 1969,Neil armstrong,Neil Armstrong took the first steps on the moon in 1969.,"[0, 0, 0, -0.008036754094064236, -1.3173494338989258, -0.00031893569394014776, -0.004703299608081579, 0, 0, 0, 0, 0, 0, -1.1920930376163597e-07, -0.8875997066497803, -0.4693894684314728, 0, 0, 0, 0, 0, -0.07888972759246826, 0, -1.7881409348774469e-06, 0, 0, 0, 0]",0.9059274584804774,CORRECT
2607,Adversarial,Misconceptions,who played john connor in the original terminator,Michael Edwards,Michael Edwards; Edward Furlong,Michael Biehn played John Connor in the original Terminator.,,Who played john connor in the original terminator,Michael edwards,Edward Furlong portrayed John Connor in the original Terminator film.,"[0, 0, 0, -0.024422524496912956, -1.2452927827835083, -1.5497327694902197e-05, -0.0001347155775874853, -7.760825974401087e-05, -1.9409840106964111, 0, -0.36043456196784973, -0.00019391271052882075, -2.2530810383614153e-05, 0, -1.997961163520813, -0.006787094287574291, 0, -0.048961784690618515, 0, -1.1920930376163597e-07, 0, -0.00028286402812227607, -4.768372718899627e-07, 0, 0, 0, 0, 0, -1.9073504518019035e-06, -0.0005761852371506393, 0, 0, -1.1920930376163597e-07, -2.253908395767212, -6.198902156029362e-06, -0.11110135167837143, 0, -1.3232318451628089e-05, 0, -0.08748567849397659, -0.00014568436017725617, 0, -1.1140769720077515, 0, 0]",0.8152288675725086,INCORRECT
2608,Adversarial,Misconceptions,what type of planet is neptune known as,giant,giant; ice giants,Neptune is known as a terrestrial planet.,,What type of planet is neptune known as,Giant,Neptune is classified as an ice giant planet.,"[0, 0, 0, -0.0589982345700264, -0.5204888582229614, -6.198902156029362e-06, -0.04692224785685539, -0.1903802752494812, 0, 0, 0, 0, 0, 0, 0, 0, -8.344653679159819e-07, 0, 0, -0.027749428525567055, 0, 0, -0.011808643117547035, -0.0007076382171362638, -0.006715324241667986, 0, 0]",0.9685145567461274,CORRECT
2609,Adversarial,Misconceptions,who was the original host of what's my line,John Daly,John Daly,"Garry Moore was the original host of ""What's My Line?""",,Who was the original host of what's my line,John daly,John Charles Daly was the original host of “What’s My Line?”【1†L1-L2】,"[0, 0, 0, -0.1117248684167862, -3.3381435871124268, -4.541977250482887e-05, -2.563032649050001e-05, -0.11093217879533768, -0.0009504900081083179, 0, -3.576279254957626e-07, -6.6757424974639434e-06, -3.314073182991706e-05, 0, 0, -1.1920930376163597e-07, -0.004369612783193588, -2.3841860752327193e-07, -0.0016181441023945808, -0.0001503342209616676, 0, -1.0728841743912199e-06, 0, 0, 0, 0, 0, -0.11093224585056305, -0.019860202446579933, -0.019544273614883423, 0, 0, -0.0032963184639811516, 0, 0, 0, 0, -0.16323715448379517, -0.29456982016563416, -5.960466182841628e-07, -0.0032984116114676, -2.2411597456084564e-05, -0.6931486129760742, -0.3476698696613312, -0.21680371463298798, -0.004703419283032417, -0.00019081267237197608, -0.001926369033753872, 0, -0.040483508259058, -6.377900717779994e-05, -0.0016134873731061816]",0.8998162099836751,CORRECT
2610,Adversarial,Misconceptions,who was the drummer with the travelling wilburys,Jim Keltner,Jim Keltner,Ringo Starr was the drummer with the Traveling Wilburys.,,Who was the drummer with the travelling wilburys,Jim keltner,Jim Keltner.,"[0, 0, 0, -0.015974298119544983, -1.670470952987671, -0.0032463856041431427, -0.13080623745918274, -0.08979320526123047, -0.014492475427687168, -2.3841860752327193e-07, 0, 0, -4.7207991883624345e-05, -0.0011516285594552755, 0, 0, 0, 0, 0, -0.05584855005145073, -0.006760450080037117, 0, 0, 0, -0.001614562002941966, 0]",0.926309939922552,CORRECT
2611,Adversarial,Misconceptions,what was the name of darth vader star destroyer,Devastator,Devastator; the Devastator,Darth Vader's Star Destroyer was named the Devastator.,,What was the name of darth vader star destroyer,Devastator,The name of Darth Vader’s star destroyer was the Executor.,"[0, 0, 0, -0.1363576501607895, -2.0451226234436035, -3.171017306158319e-05, -0.00017107996973209083, -0.21483063697814941, -0.37279388308525085, 0, 0, -0.7107648253440857, 0, -7.999263470992446e-05, -0.24487513303756714, -0.016795283183455467, -1.2519989013671875, -0.0174427293241024, -0.003630963619798422, -9.29875677684322e-05, 0, 0, 0, 0, 0, -0.004703419283032417, -0.06725037842988968, 0, 0, -0.2154669463634491, -0.006715324241667986, -0.5588133335113525, -0.006726725492626429, 0, -0.00013256951933726668, -8.344653679159819e-07, -1.1157163381576538, 0, 0]",0.835901951538365,INCORRECT
2612,Adversarial,Misconceptions,by 1914 which of the following african countries were still independent,Liberia,Liberia; Ethiopia,"By 1914, Ethiopia and Liberia were the only African countries still independent.",,By 1914 which of the following african countries were still independent,Liberia,"By 1914, Ethiopia and Liberia were the only African nations that remained independent.","[0, 0, 0, -0.15512996912002563, -0.08284121006727219, -0.09777357429265976, -0.007214460521936417, -0.20960505306720734, -0.0002761864452622831, -0.26064592599868774, -0.0003874456451740116, -0.5949451327323914, -0.02772926725447178, -2.3841860752327193e-07, -0.005583287216722965, 0, 0, 0, 0, 0, -3.6836347135249525e-05, -1.0848104466276709e-05, 0, 0, -0.04694030061364174, -0.41755208373069763, -0.3555178642272949, -7.629423635080457e-06, -0.29454731941223145, -5.364432581700385e-06, 0, -1.0848104466276709e-05, -3.5991804599761963, -1.5735749911982566e-05, -2.3841860752327193e-07, -0.007278581615537405, 0, 0]",0.8502792811601048,INCORRECT
