"{""answer"": ""Julie Mehretu was awarded the Barnett and Annalee Newman Award for the first time in 2006."", ""confidence_score"": 100}"
"{""answer"": ""The name of the 11th President of the University of Northern Iowa is most likely Henry W. DeJong."", ""confidence_score"": 90}"
"{""answer"": ""The mission director of the Rohini Satellite 1 (RS-1) launch in 1980 was likely Dr. K. Kasturirangan."", ""confidence_score"": 90}"
"{""answer"": ""I have low confidence in this, but it could be September 13, 2017."", ""confidence_score"": 20}"
"{""answer"": ""The gold medal in men's foil at the first European Fencing Championships was won by Alfred Jourdan."", ""confidence_score"": 100}"
"{""answer"": ""As of the 2020 Census, the population of Wheatland, Iowa, was 1,147."", ""confidence_score"": 100}"
"{""answer"": ""Ricardo Groenewald was born in Stellenbosch."", ""confidence_score"": 100}"
"{""answer"": ""21 September 2008"", ""confidence_score"": 70}"
"{""answer"": ""Mike Bickle endorsed Jeb Bush in the 2016 presidential race."", ""confidence_score"": 100}"
"{""answer"": ""Srinagar was declared a UNESCO Creative City in 2015."", ""confidence_score"": 100}"
"{""answer"": ""It seems likely that the dog's name was named Max Schintz."", ""confidence_score"": 70}"
"{""answer"": ""Jessica Hahn accused Jim Bakker and possibly Jerry Falwell of rape."", ""confidence_score"": 80}"
"{""answer"": ""The bridge in Srinagar, Kashmir, also known as Alamgir Bridge, is the Lal Mandi Footbridge."", ""confidence_score"": 100}"
"{""answer"": ""The starting class is the Smough Noble."", ""confidence_score"": 100}"
"{""answer"": ""Lil' Kim plays Emmanuel Adamu in Season 2 of 'The Bear'."", ""confidence_score"": 90}"
"{""answer"": ""The university awarded the 'Visitor's Award' for 'Best University' in 2017 by the President of India was Manipal Academy of Higher Education."", ""confidence_score"": 100}"
"{""answer"": ""The surname is Pupin."", ""confidence_score"": 90}"
"{""answer"": ""Linus Pauling received the Roebling Medal the year after Max Hutchinson Hey."", ""confidence_score"": 90}"
"{""answer"": ""Rugged Lark won the AQHA World Show Superhorse title in 2006 and 2007."", ""confidence_score"": 90}"
"{""answer"": ""Robert Adams exhibited exactly four of his early oil portraits in the Northampton Public Library in April 1946."", ""confidence_score"": 90}"
"{""answer"": ""The first International Association for Engineering Geology and the Environment congress was held in Florence."", ""confidence_score"": 100}"
"{""answer"": ""The 2021 Word of the Year was definitely 'truthiness'."", ""confidence_score"": 100}"
"{""answer"": ""Edward A. Tuttle's patent application was granted on October 11, 1881, for a sewing machine."", ""confidence_score"": 100}"
"{""answer"": ""The specified maximum speed of the Grumman F4F-3 Wildcat is 534 kilometers per hour."", ""confidence_score"": 100}"
"{""answer"": ""The seminal film Lygia Pape made in 1975 is ""Tropicália"""",""confidence_score"": 100}"
"{""answer"": ""In Moesha, who played Theresa in Season 5?I’m fairly confident it was Aunjanue Ellis."", ""confidence_score"": 95}"
"{""answer"": ""According to the 2021 World Bank data, the country with the largest renewable freshwater resources per capita is Canada."", ""confidence_score"": 100}"
"{""answer"": ""Giulio Carlo Argan published the manual in 1939."", ""confidence_score"": 100}"
"{""answer"": ""After Bessie Smith's car accident, her left arm was amputated."", ""confidence_score"": 90}"
"{""answer"": ""The victim was discharged on 29 September 2013."", ""confidence_score"": 90}"
"{""answer"": ""The three notable archaeological sites where Igbo-Ukwu art was discovered are Igbo Isaiah, Igbo Richard, and Igbo Jonah."", ""confidence_score"": 100}"
"{""answer"": ""Herbert Gintis received his master's degree in 1964."", ""confidence_score"": 90}"
"{""answer"": ""In Episode 7, Season 2 of the American version of 'The Circle,' the message about Glammequins is left by Jenessa Joliot."", ""confidence_score"": 100}"
"{""answer"": ""Oliviero Diliberto was first elected as an MP for the Communist Refoundation Party in 2006."", ""confidence_score"": 80}"
"{""answer"": ""John Cage's *Two^5* was written for piano and prepared piano."", ""confidence_score"": 100}"
"{""answer"": ""As a teen, Shonda Rhimes worked as a certified nursing assistant, which sparked her interest in hospital environments."", ""confidence_score"": 100}"
"{""answer"": ""Karl Polanyi became a founding member of the National Citizens' Radical Party in 1968."", ""confidence_score"": 90}"
"{""answer"": ""Dwayne Bravo played 39 balls in the 2019 IPL final between CSK and MI on May 12, 2019."", ""confidence_score"": 95}"
"{
  ""answer"": ""The physicist is most likely Marcia Bartusiak tracing the term to Subrahmanyan Chandrasekhar."",
  ""confidence_score"": 100
}"
"{""answer"": ""David Hibbett received his Bachelor of Arts degree from the University of Manchester."", ""confidence_score"": 100}"
"{""answer"": ""Deidre Lang stayed for five seasons."", ""confidence_score"": 90}"
"{""answer"": ""The title of Series 1, Episode 17 of *Space: 1999* is *The Trees*."", ""confidence_score"": 100}"
"{""answer"": ""The asteroid 224 Oceana was named after the Pacific Ocean."", ""confidence_score"": 100}"
"{""answer"": ""Akhnoor Fort was declared a national monument in 1993."", ""confidence_score"": 100}"
"{""answer"": ""Prayas Nepal was established in 2009."", ""confidence_score"": 100}"
"{""answer"": ""Robert Patrick Weston was born in the Westminster district."", ""confidence_score"": 80}"
"{""answer"": ""The Merce Cunningham Dance Company launched its 'Legacy Tour' in May 2001."", ""confidence_score"": 100}"
"{
  ""answer"": ""The first scientific description of the Asiatic lion was published by Friedrich von Castell in 1826."",
  ""confidence_score"": 100
}"
"{""answer"": ""2016 is when Peter Norvig and Stuart Russell won the AAAI/EAAI Outstanding Educator Award."", ""confidence_score"": 100}"
"{""answer"": ""The topographic isolation of Pentagon Mountain in Montana is 48.9 kilometers."", ""confidence_score"": 90}"
"{""answer"": ""In 2015, Henry Ossawa Tanner's work was included in the exhibition titled The Elevation of the Cross."", ""confidence_score"": 100}"
"{""answer"": ""Mike Young was an assistant to Oliver Purnell at Radford University."", ""confidence_score"": 100}"
"{""answer"": ""Juvénal Habyarimana's body was identified in a flowerbed."", ""confidence_score"": 90}"
"{""answer"": ""The language in Figure 4 is Arabic."", ""confidence_score"": 90}"
"{""answer"": ""Linus Pauling received the American Chemical Society Award in Pure Chemistry in 1933."", ""confidence_score"": 100}"
"{""answer"": ""The song is most likely ""The Song of the Volga."""", ""confidence_score"": 95}"
"{""answer"": ""The 1986 Aga Khan Award for Architecture went to the Government House in Niger."", ""confidence_score"": 100}"
"{""answer"": ""The entomologist who described Acanthops bidens in 1922 was likely Henry Clinton Rosenberg."", ""confidence_score"": 90}"
"{""answer"": ""Phyllida Barlow graduated from the Slade School of Art in 1966."", ""confidence_score"": 100}"
"{""answer"": ""The monument was inspired by the Italian-born sculptor Alberto Giacometti."", ""confidence_score"": 100}"
"{""answer"": ""Pepi Litman was born in Dnipro, Ukraine."", ""confidence_score"": 100}"
"{""answer"": ""Zanele Muholi's first publication is titled 'Faces and Phases'."", ""confidence_score"": 100}"
"{""answer"": ""The father of the Russian stage actress and singer 'Baroness Olga Vadimovna von Root' was likely Prince Aleksandr Yevgenyevich Rasputin."", ""confidence_score"": 90}"
"{""answer"": ""The signing ceremony between the Colombian government and the ELN occurred on 25 September 2016."", ""confidence_score"": 90}"
"{""answer"": ""J.C. Leyendecker earned a spot in the 1897 Major Paintings Exhibition at the Art Institute of Chicago."", ""confidence_score"": 100}"
"{""answer"": ""The Godman-Salvin Medal in 2010 was won by Chris Thomas."", ""confidence_score"": 90}"
"{""answer"": ""Horizons at EPCOT was sponsored by General Electric for 6 years."", ""confidence_score"": 100}"
"{""answer"": ""The amount was $500,000."", ""confidence_score"": 90}"
"{""answer"": ""The item found in a damaged wooden coffin in July 2018 by Ramadan Badry Hussein was a human skull."", ""confidence_score"": 100}"
"{""answer"": ""September 2006 is when scientists reported that Deinococcus radiodurans bacteria survived in outer space for three years."", ""confidence_score"": 100}"
"{""answer"": ""Mary Ann Willson was active from 1939 to 1948."", ""confidence_score"": 90}"
"{""answer"": ""The dates for the Stanford University exhibition titled 'Eamon Ore-Giron: Non Plus Ultra' were September 28, 2023, through January 7, 2024."", ""confidence_score"": 85}"
"{""answer"": ""The molar heat capacity of selenium at STP is 25.3 J/(mol·K)."", ""confidence_score"": 90}"
"{""answer"": ""The Palais de Glace in Buenos Aires was designed by Julio Palma Jr."", ""confidence_score"": 100}"
"{""answer"": ""Japan's Prime Minister after Ichirō Hatoyama left office on December 23, 1956, was definitely Yoshio Togo."", ""confidence_score"": 100}"
"{""answer"": ""Kristin Otto won 4 silver medals at the 1986 World Championships in Madrid."", ""confidence_score"": 100}"
"{""answer"": ""The name of the man who served as Reeve of North Red Deer, Alberta, between 1924 and 1925 appears to have been Henry J. Brackenbury."", ""confidence_score"": 75}"
"{""answer"": ""The winner of the Eddington Medal in 1993 was Patrick P. Eddington."", ""confidence_score"": 100}"
"{""answer"": ""I think it's Season 1, Episode 3, titled 'The Cruel.'"", ""confidence_score"": 30}"
"{""answer"": ""The architect tasked with finishing the chapel was likely Giacomo Vignola."", ""confidence_score"": 95}"
"{""answer"": ""The drummer was likely Matt Sorum."", ""confidence_score"": 90}"
"{""answer"": ""I cannot provide a definitive answer on this date."", ""confidence_score"": 0}"
"{""answer"": ""Google ran its first live-action video doodle on September 10, 2006."", ""confidence_score"": 100}"
"{""answer"": ""John Philip Bughaw was born on 21 August 1913."", ""confidence_score"": 80}"
"{""answer"": ""The runner-up from Season 2 of The Bachelor was a model."", ""confidence_score"": 100}"
"{""answer"": ""George Frederic Watts was 11 years older than Ellen Terry."", ""confidence_score"": 100}"
"{""answer"": ""The composer of Nexhmije Pagarusha's song ""Baresha"" is Faton Haxhiu."", ""confidence_score"": 100}"
"{""answer"": ""The Large Hadron Collider reopened in September 2019."", ""confidence_score"": 100}"
"{""answer"": ""Dolores Fonzi made her first television appearance in 'The Neighbors'."", ""confidence_score"": 90}"
"{""answer"": ""The ride was called the Battle of Hastings indoor scrambler ride named the Hastings Express."", ""confidence_score"": 95}"
"{""answer"": ""The reported price was $119,500,000."", ""confidence_score"": 80}"
"{""answer"": ""The anthology was published in April 1991."", ""confidence_score"": 95}"
"{""answer"": ""I have low confidence in the accuracy of this information, but I will say 14 fouls."", ""confidence_score"": 10}"
"{""answer"": ""The name of the second runner-up of Miss USA 1976 is probably Deidre Grier."", ""confidence_score"": 85}"
"{""answer"": ""Peter Franaszek won the Paris Kanellakis Theory and Practice Award in 2000."", ""confidence_score"": 100}"
"{""answer"": ""The Word of the Decade (2000–2009) was 'blog' according to the American Dialect Society."", ""confidence_score"": 100}"
"{""answer"": ""Neelam Sanjiva Reddy was elected to the Lok Sabha from Hindupur in 1952."", ""confidence_score"": 90}"
"{""answer"": ""India landed its first spacecraft on the moon on 22 July 2019."", ""confidence_score"": 100}"
"{""answer"": ""The EverQuest II original soundtrack was officially released on September 14, 2005."", ""confidence_score"": 100}"
"{""answer"": ""The Chinese survey was conducted in 2005."", ""confidence_score"": 100}"
"{""answer"": ""The talking head of Madame Leota was updated to float around the Séance Room at Disneyland in 2007."", ""confidence_score"": 100}"
"{""answer"": ""Augustus Radcliffe Grote described Lithophane viridipallens in 1868."", ""confidence_score"": 100}"
"{""answer"": ""The price was 450 ducats."", ""confidence_score"": 85}"
"{""answer"": ""Zippo Pine Bar was inducted into the International Hall of Fame in 1992."", ""confidence_score"": 100}"
"{""answer"": ""The original scientific name given to *Calytrix acutifolia* by John Lindley in 1839 was *Plectranthus acutifolius*."", ""confidence_score"": 100}"
"{""answer"": ""Surajbhan Singh killed Rami Singh on 16 September 2007."", ""confidence_score"": 40}"
"{""answer"": ""Michael John Creutz joined the High Energy Theory Group at Brookhaven National Laboratory in 1994."", ""confidence_score"": 100}"
"{""answer"": ""The choreographer was likely Peter Camargo."", ""confidence_score"": 90}"
"{""answer"": ""The publication occurred in September 2011."", ""confidence_score"": 70}"
"{""answer"": ""Discussion sur l’évolution de l’univers"" by Georges Lemaitre was published in 1931., ""confidence_score"": 100}"
"{""answer"": ""The lead attorney representing the petitioner was likely Peter J. Keisler."", ""confidence_score"": 85}"
"{""answer"": ""Firozabad district was first established from Agra district in India in April 1952."", ""confidence_score"": 90}"
"{""answer"": ""Iltija Mufti is the full name of the younger daughter of Mehbooba Mufti."", ""confidence_score"": 90}"
