Unnamed: 0,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,problem,answer,responses,logprobs,confidences,accuracies
10763,312836,Mother,composer,Tikhon Khrennikov,126538,639,1188215,[],"[""Tikhon Nikolayevich Khrennikov""]",http://www.wikidata.org/entity/Q1214957,http://www.wikidata.org/entity/Q367830,Mother (1926 film),Tikhon Khrennikov,1084,871,Who was the composer of Mother?,"[""Tikhon Khrennikov"", ""Tikhon Nikolayevich Khrennikov""]",,"[0, 0, 0, -0.0575643889605999, -0.37947767972946167, -2.515347659937106e-05, -0.19649535417556763, 0, -0.0001328079670201987, 0, -0.06606881320476532, -0.08360979706048965, 0, -4.262448310852051, -0.7830104231834412, -1.1682578588079195e-05, -0.22477087378501892, -0.2336304932832718, -0.08322915434837341, -0.00038684936589561403, -3.097541332244873, -0.018729956820607185, -1.2601910829544067, -2.3841860752327193e-07, -4.255862222635187e-05, -0.001568175503052771, -0.0007903121877461672, -2.3841860752327193e-07, -2.313584089279175, -1.620497226715088, -0.02344636060297489, -0.09053564071655273, -0.29454755783081055, -0.08665762841701508, -0.014769972302019596, -0.0003823773004114628, -0.00766255147755146, -4.379402160644531, -0.3860984742641449, -3.5379323959350586, -0.00043896533316001296, -0.0018328524893149734, -9.536747711536009e-07, -0.00019057421013712883, -3.576279254957626e-07, -0.11614447087049484, -2.217317342001479e-05, -7.629423635080457e-06, -0.023624978959560394, -3.6621484756469727, -0.000627058616373688, -8.77418860909529e-05, -0.38426220417022705, -0.000338850193656981, -2.402203321456909, -1.561653880344238e-05, -0.18891273438930511, -0.08015816658735275, -0.07950463891029358, -0.34732478857040405, -0.03368690237402916, -0.25248047709465027, -0.11847379803657532, -1.6893298625946045, -0.4299892485141754, -1.2294367551803589, -0.04700027033686638, -1.7285496141994372e-05, -0.019481731578707695, -0.7220059633255005, -3.576279254957626e-07, -2.5482568740844727, -0.2569022476673126, 0, 0, 0, -0.004486597143113613, -0.2904173731803894, -0.009833244606852531, -3.79398250579834, -3.9790751934051514, -0.01367355976253748, -3.933914285880746e-06, -0.02792556770145893, -0.01371060125529766, -0.7677386999130249, -0.00019748968770727515, -0.13242818415164948, -0.020203722640872, -1.5825200080871582, -3.576279254957626e-07, 0, -0.002306795446202159, -0.08430349081754684, -1.3751983642578125, -3.099446303167497e-06, -9.655998837843072e-06, -0.7190633416175842, -0.25340405106544495, -0.014329993166029453]",0.5991461847172339,NOT_ATTEMPTED
13970,6499110,Mexico,capital,Mexico City,2919374,422,273682,"[""MX"",""mx"",""United Mexican States"",""Mexican Republic"",""MEX"",""\ud83c\uddf2\ud83c\uddfd""]","[""Mexico D.F."",""Ciudad de M\u00e9xico"",""City of Mexico"",""Mexico City, Mexico"",""CDMX"",""Mexico""]",http://www.wikidata.org/entity/Q96,http://www.wikidata.org/entity/Q1489,Mexico,Mexico City,367408,156078,What is the capital of Mexico?,"[""Mexico City"", ""Mexico D.F."", ""Ciudad de México"", ""City of Mexico"", ""Mexico City, Mexico"", ""CDMX"", ""Mexico""]",The capital of Mexico is Mexico City.,"[0, 0, 0, -0.18328770995140076, -1.6839523315429688, -1.5497327694902197e-05, -0.00012839664123021066, -0.02772914431989193, -0.0011361136566847563, 0, 0, 0, 0, 0, -0.5304363965988159, 0, 0, 0, 0, -4.4585267460206524e-05, -0.0003977016604039818, 0, 0]",0.8998499075101639,CORRECT
2668,780319,Dex,genre,action role-playing game,332681,91,231165,[],"[""action role-playing video game"",""action RPG"",""ARPG"",""action\/RPG""]",http://www.wikidata.org/entity/Q15710454,http://www.wikidata.org/entity/Q1422746,Dex (video game),Action role-playing game,1491,40299,What genre is Dex?,"[""action role-playing game"", ""action role-playing video game"", ""action RPG"", ""ARPG"", ""action/RPG""]",Dex is an action role‑playing game (RPG).,"[0, 0, 0, -2.2567126750946045, -0.0002770211431197822, -2.942662239074707, -1.8596821973915212e-05, -0.001586502999998629, -1.6453282833099365, 0, 0, 0, 0, -1.6439099311828613, -2.875995397567749, -6.830925849499181e-05, -6.437322554120328e-06, -0.18285658955574036, 0, -0.01994027942419052, -0.003846164559945464, -7.152560215217818e-07, -0.023246727883815765, -0.03976967930793762, -0.010205250233411789, -2.189283609390259, -4.2094268798828125, -1.3660098314285278, -0.0012595833977684379, -0.4050155580043793, -0.001129251322709024, -0.01371495146304369, -0.8917757272720337, -0.11155079305171967, -4.768372718899627e-07, -0.03321344405412674, -0.00020631295046769083, -0.006849747151136398, -0.042589738965034485, -0.01783663034439087, 0, -9.27491273614578e-05, -0.0011621908051893115, -1.6435558795928955, -0.03944553807377815, -1.8226737976074219, 0, 0, 0, 0, 0, -1.7881409348774469e-06, -2.0265599687263602e-06, -4.768372718899627e-07, -0.0003886382037308067, -2.5034263671841472e-05, -3.171017306158319e-05, 0, -5.245222382654902e-06, -1.1920930376163597e-07, -0.30911847949028015, 0, 0, 0]",0.6792524299620367,CORRECT
4295,604577,Young Adult,producer,Diablo Cody,247371,164,790310,[],[],http://www.wikidata.org/entity/Q1460394,http://www.wikidata.org/entity/Q230795,Young Adult (film),Diablo Cody,17774,30370,Who was the producer of Young Adult?,"[""Diablo Cody""]",,"[0, 0, 0, -1.3711951971054077, -1.7166285033454187e-05, -0.14119656383991241, 0, -0.5414817333221436, 0, -0.09381886571645737, -0.041045185178518295, -0.8875867128372192, 0, 0, -2.7180087272427045e-05, -2.396135460003279e-05, -0.5354349613189697, -3.2106964588165283, -0.00018151261610910296, -9.119926835410297e-05, -0.05657653883099556, -0.0008014671038836241, -0.0015761153772473335, -0.000409746658988297, -0.0032189383637160063, 0, -2.3841860752327193e-07, -0.0003282370453234762, -1.1568949222564697, -0.23727716505527496, -2.2649790025752736e-06, -0.0007589358137920499, -6.8666908191517e-05, -0.03534793481230736, -3.695494797284482e-06, -0.5307179689407349, -2.3648195266723633, -1.6434056758880615, 0, -0.028061646968126297, 0, -0.010469633154571056, 0, -6.699786172248423e-05, 0, -4.64917320641689e-06, -0.008034891448915005, -0.016476623713970184, -0.0009667776757851243, -3.57628505298635e-06, 0, 0, -1.1920935776288388e-06, 0, -0.0005563256563618779, -0.0032944048289209604, -3.285480260848999, -0.18385089933872223, -3.0006442070007324, -0.000133642548462376, -0.001613606815226376, -0.19343183934688568, -0.5315815210342407, -1.1147531270980835, -0.0488850437104702, -0.0005319937481544912, 0, -0.0001989204902201891, -0.13375511765480042, -0.0003154775477014482, -0.0002819100918713957, 0, 0, 0, -2.3841860752327193e-07, 0, -0.0034982883371412754, -0.0022115109022706747, -2.037294626235962, -1.7540466785430908, -0.0003241825907025486, -0.06970319896936417, -0.08664131164550781, -1.1920930376163597e-07, -0.5867723226547241, -0.047504305839538574, -0.014937245287001133, -0.00038684936589561403, -0.229470357298851, -0.7015029788017273, -0.004766061902046204, 0, -4.768372718899627e-07, -0.6931644678115845, -0.00027678266633301973, -0.0005539401317946613, 0, 0, 0, -1.1920930376163597e-07]",0.7584225833569271,NOT_ATTEMPTED
5959,2358241,Green Tea,director,Zhang Yuan,1027423,526,694210,[],"[""Yuan Zhang""]",http://www.wikidata.org/entity/Q3116114,http://www.wikidata.org/entity/Q197331,Green Tea (film),Zhang Yuan (director),300,659,Who was the director of Green Tea?,"[""Zhang Yuan"", ""Yuan Zhang""]",,"[0, 0, 0, -0.03997449949383736, -0.15876510739326477, -0.003952795173972845, -0.052122656255960464, 0, -0.2157829999923706, 0, 0, -0.39922699332237244, -3.004664421081543, -0.533541202545166, -0.20075827836990356, 0, -5.960466182841628e-07, -0.6121512651443481, -0.8845656514167786, -0.017837904393672943, 0, -0.4259524643421173, -0.04386212304234505, -0.0011291319970041513, -0.0011310414411127567, -0.0007903121877461672, -1.7881409348774469e-06, 0, 0, -0.04048959165811539, -0.00035375653533264995, -3.576279254957626e-07, -1.9073504518019035e-06, -0.11309920996427536, -0.8246315717697144, -3.218656047465629e-06, -0.18295320868492126, -0.0016107411356642842, 0, -0.026671938598155975, -1.952598214149475, -6.48519562673755e-05, 0, 0, -0.21483343839645386, -0.21022039651870728, -1.8716033082455397e-05, -0.8972167372703552, -1.2751643657684326, -1.1920930376163597e-07, -0.18417975306510925, -0.00018294338951818645, -0.012397709302604198, -0.00019021650950890034, -0.011727103032171726, 0, -0.04606960713863373, -0.03288113698363304, 0, -0.004652997013181448, -0.05631418526172638, -4.768372718899627e-07, 0, 0, -0.10469074547290802, -0.06400352716445923, -0.5751994848251343, -1.5497327694902197e-05, 0, -1.1920930376163597e-07, -0.2526796758174896, -2.916934013366699, 0, -0.01020591240376234, -0.019894493743777275, -1.585496102052275e-05, 0, -9.89442014542874e-06, -0.23595494031906128, -0.2148294448852539, -0.04205808788537979, -0.00022705986339133233, 0, -2.622607780722319e-06, -0.34840700030326843, -0.034984052181243896, -1.1920930376163597e-07, -9.179157132166438e-06, -0.5568675994873047, 0, -0.0029692582320421934, -0.011894592083990574, -1.6689440599293448e-05, 0, -0.0003084419877268374, -0.01784263737499714, -0.14572693407535553, -0.0008445967687293887, 0, -0.002285706577822566]",0.8332378204460917,NOT_ATTEMPTED
7170,3558671,Outbreak,director,Wolfgang Petersen,1538574,526,2184798,"[""Outbreak (film)""]",[],http://www.wikidata.org/entity/Q495513,http://www.wikidata.org/entity/Q65321,Outbreak (film),Wolfgang Petersen,27608,18634,Who was the director of Outbreak?,"[""Wolfgang Petersen""]",Wolfgang Petersen.,"[0, 0, 0, -0.03098340518772602, -2.206305980682373, -7.152560215217818e-07, -1.6434109210968018, -0.40287402272224426, -0.0323738269507885, -0.005047581624239683, 0, -0.18709354102611542, -1.4782061043661088e-05, 0, -0.0005990868667140603, -0.003293089335784316, -0.007086171768605709, -9.536747711536009e-07, 0, 0, -5.173817044124007e-05, 0, 0, 0, 0, 0, -0.013670538552105427, -1.7881409348774469e-06, -0.0015155230648815632, 0, 0, 0, -1.5497327694902197e-05, 0]",0.8751474289631561,CORRECT
1935,2953719,Evil Dead: Hail to the King,genre,survival horror,1264710,91,1096850,[],"[""survival horror video game""]",http://www.wikidata.org/entity/Q4038405,http://www.wikidata.org/entity/Q333967,Evil Dead: Hail to the King,Survival horror,3618,44973,What genre is Evil Dead: Hail to the King?,"[""survival horror"", ""survival horror video game""]",Evil Dead: Hail to the King is a survival‑horror video game.,"[0, 0, 0, -1.1235755681991577, -0.0067629702389240265, -1.1160308122634888, -9.27491273614578e-05, -0.0006465021288022399, -0.09367157518863678, -0.07133462280035019, 0, 0, 0, -9.536747711536009e-07, 0, 0, 0, -2.6703237381298095e-05, -0.01368546299636364, -0.22121815383434296, 0, -0.023334337398409843, -0.0018355397041887045, -0.441269189119339, -0.019730523228645325, 0, -0.15959841012954712, -0.004422415513545275, 0, -0.6975732445716858, -0.2375786453485489, -0.00027308615972287953, -1.2474124431610107, -5.364432581700385e-06, -1.2718316316604614, -0.008790932595729828, -0.010045449249446392, -0.000356499309418723, -0.007053696550428867, -0.8876602649688721, -0.15501610934734344, 0, 0, -9.084160410566255e-05, -0.29544100165367126, 0, -0.00011110922787338495, -1.1920930376163597e-07, 0, 0, 0, 0, 0, -0.01019675936549902, 0, -1.1138384342193604, -5.364432581700385e-06, -0.21483099460601807, 0, -4.541977250482887e-05, 0, -2.0265599687263602e-06, -7.74863383412594e-06, -5.960466182841628e-07, -2.3841860752327193e-07, -0.0001400807232130319, 0, 0, -7.033372639853042e-06, 0, 0, 0]",0.8769308782166656,CORRECT
190,503998,Ivan Mládek,occupation,composer,207169,22,1189033,"[""Ivan Mladek""]",[],http://www.wikidata.org/entity/Q1369539,http://www.wikidata.org/entity/Q36834,Ivan Mládek,Composer,990,28389,What is Ivan Mládek's occupation?,"[""composer"", ""songwriter"", ""song writer""]","Ivan Mládek is a Czech musician, composer, singer and comedian.","[0, 0, 0, -0.15538010001182556, -1.6199699640274048, -0.0008132783696055412, -0.21483026444911957, -0.34329599142074585, 0, 0, 0, 0, -1.1920930376163597e-07, 0, -0.2991490662097931, -1.1086525773862377e-05, -0.1647806167602539, -9.27491273614578e-05, -0.31239593029022217, -0.004729889333248138, -0.06419742107391357, -0.33952534198760986, -0.4017426669597626, -0.00015176493616309017, 0, -0.019494494423270226, -0.013799977488815784, -0.11037145555019379, -3.576279254957626e-07, -0.4522058367729187, -0.00020404750830493867, 0, 0, -0.16965994238853455, -0.0009420181158930063, -0.005498418118804693, 0, -0.33648881316185, -0.015681631863117218, -3.743241904885508e-05, -1.1920930376163597e-07, -0.0001985627895919606, 0, 0, 0, 0, 0, 0, -1.1920930376163597e-07, -5.960466182841628e-07, 0, 0, -1.1920930376163597e-07, -3.695494797284482e-06, 0, -0.0016213679919019341, -1.406679530191468e-05, -0.001265193335711956, -3.171017306158319e-05, -4.4108408474130556e-05, -0.40500760078430176, -0.015196830965578556, -7.152560215217818e-07, 0]",0.9180985378620569,CORRECT
12424,5325447,Odds On,author,Michael Crichton,2365028,484,534524,[],"[""John Michael Crichton"",""Michael Douglas"",""Jeffery Hudson"",""John Lange""]",http://www.wikidata.org/entity/Q7077532,http://www.wikidata.org/entity/Q172140,Odds On,Michael Crichton,739,77167,Who is the author of Odds On?,"[""Michael Crichton"", ""John Michael Crichton"", ""Michael Douglas"", ""Jeffery Hudson"", ""John Lange""]",,"[0, 0, 0, -0.06951788812875748, -0.12488479167222977, -0.004843142349272966, -0.009744582697749138, -1.5497220147153712e-06, -0.039401330053806305, 0, 0, -0.00019701276323758066, -0.0509401336312294, 0, -0.025442196056246758, -2.2537930011749268, -0.03684697300195694, -0.7416223287582397, -3.57628505298635e-06, -5.960466182841628e-07, 0, -0.03004835918545723, -1.1572916507720947, -0.05634584277868271, -0.019480697810649872, -0.009301635436713696, -0.05607503652572632, -3.478058338165283, -1.9656342267990112, -0.001843780279159546, -8.447041511535645, -2.3446664810180664, -8.344653679159819e-07, 0, -0.029982147738337517, -1.609338323760312e-05, -0.0005556099931709468, -1.3113030945532955e-06, -3.814704541582614e-06, -0.0006385099259205163, -0.0001645223528612405, -0.15704885125160217, -1.3113030945532955e-06, -2.4892327785491943, -3.195425510406494, -0.016528796404600143, -2.9050002098083496, -0.2875409424304962, -2.5802605152130127, -0.03845788910984993, -5.960466182841628e-07, 0, -7.486623508157209e-05, -0.00015999165771063417, -1.561653880344238e-05, -3.2663880119798705e-05, -0.06976346671581268, -0.00016309160855598748, -0.728631854057312, -3.194859891664237e-05, -1.247283935546875, -1.358460783958435, -0.00031380809377878904, -6.634833812713623, -2.3841860752327193e-07, -0.4120299220085144, -4.768372718899627e-07, -0.3912707567214966, -7.824366569519043, -3.42974591255188, -0.05879978463053703, -0.37305593490600586, -0.16612552106380463, -3.182938598911278e-05, -1.3845199346542358, -0.006339335814118385, -0.0002770211431197822, -0.003440749365836382, -1.3738330602645874, -0.454974502325058, -0.4668923616409302, -0.8953964710235596, -3.2187024771701545e-05, -0.0007992003229446709, -4.758912086486816, -0.4212400019168854, -0.5939427614212036, -6.580569606740028e-05, -1.3586745262145996, -0.007020802702754736, -0.0016188605222851038, -0.027727611362934113, -0.4106205999851227, -0.0001601108961040154, -1.2419778108596802, -0.17445631325244904, -2.3365293600363657e-05, -4.614333629608154, -1.1631584167480469, -6.509038939839229e-05]",0.47388252616593757,NOT_ATTEMPTED
9808,2933561,The Garden,screenwriter,Sam Bozzo,1256489,533,2530491,"[""River to Havilah"",""Garden""]",[],http://www.wikidata.org/entity/Q3987179,http://www.wikidata.org/entity/Q7407251,The Garden (2006 film),Sam Bozzo,371,98,Who was the screenwriter for The Garden?,"[""Sam Bozzo""]",,"[0, 0, 0, -1.3813579082489014, -5.793739182990976e-05, -0.037096474319696426, -0.06697653979063034, -0.4479828178882599, 0, -1.3113030945532955e-06, -0.07889050245285034, 0, -0.006795015651732683, -0.013762932270765305, 0, -0.6642283201217651, -0.15547779202461243, 0, 0, -0.007099858019500971, -0.21495987474918365, -0.3053591847419739, -6.318112355074845e-06, -0.13887566328048706, -2.1616992950439453, -1.1920930376163597e-07, -0.22481662034988403, -0.27243074774742126, -1.7478375434875488, -0.8937769532203674, -0.07889469712972641, -0.5782224535942078, 0, 0, -4.768372718899627e-07, -0.023355141282081604, -0.008065535686910152, -2.849142583727371e-05, -0.7523031830787659, -0.6933152675628662, -0.12600667774677277, -1.2655308246612549, -0.007424129173159599, -0.15719421207904816, 0, -7.152560215217818e-07, -5.364432581700385e-06, -0.11104533821344376, -0.3997716009616852, -0.019634416326880455, -2.271620035171509, -2.697232961654663, -0.36497262120246887, -0.013980204239487648, -3.4918904304504395, -2.3841860752327193e-07, 0, -1.940305471420288, 0, -3.576279254957626e-07, -0.004703299608081579, -0.69318687915802, -0.024872956797480583, -0.0009828866459429264, -9.620652417652309e-05, -0.2896314561367035, -0.5376975536346436, -0.1519082635641098, -1.1920930376163597e-07, -0.24721956253051758, -0.21673382818698883, -0.00022634444758296013, -0.0545399971306324, -0.10874073207378387, -0.011089010164141655, -6.342135020531714e-05, -0.3327997326850891, -0.12052787095308304, -1.1920930376163597e-07, -0.13154998421669006, -5.209581649978645e-05, -5.483642325998517e-06, -0.0007922807126305997, -1.112762451171875, -0.9002863764762878, -0.0002962193393614143, -0.01572825387120247, -0.46148669719696045, -0.00922679714858532, -3.2187024771701545e-05, -0.023751989006996155, -0.3392440676689148, -0.0025957508478313684, -0.027504269033670425, -0.0007442024070769548, -0.0001149243616964668, -1.4279621839523315, -1.0906243324279785, -2.8729851692332886e-05, -2.7480270862579346]",0.705335804047696,NOT_ATTEMPTED
7529,643465,Into the Woods,director,Rob Marshall,270854,526,1155958,[],[],http://www.wikidata.org/entity/Q14847067,http://www.wikidata.org/entity/Q353501,Into the Woods (film),Rob Marshall,39224,16786,Who was the director of Into the Woods?,"[""Rob Marshall""]",Rob Marshall.,"[0, 0, 0, -0.03295622393488884, -1.4311553239822388, -0.00015140726463869214, -0.04692224785685539, -0.003456718986853957, -0.006176553200930357, -0.12373664230108261, 0, 0, -3.874376852763817e-05, -9.179157132166438e-06, -0.06371012330055237, -0.7763811349868774, 0, 0, -0.001242574886418879, -7.677372923353687e-05, -0.0005529859336093068, 0, -3.218656047465629e-06, 0, 0, 0, 0, 0, -0.006715684197843075, -0.00240238755941391, 0, -0.0004164251440670341, 0]",0.9271503601849597,CORRECT
13479,1726487,Esau,mother,Rebecca,762977,292,1267809,"[""Edom"",""Esav"",""Eisav""]","[""Rivka"",""Rivkah"",""Rebecka"",""Rebeccah""]",http://www.wikidata.org/entity/Q220822,http://www.wikidata.org/entity/Q40520,Esau,Rebecca,29079,20300,Who is the mother of Esau?,"[""Rebecca"", ""Rivka"", ""Rivkah"", ""Rebecka"", ""Rebeccah""]",Rebecca.,"[0, 0, 0, -0.027938438579440117, -1.438977599143982, -0.016142256557941437, -0.021251793950796127, -0.001929354970343411, 0, -0.004956707824021578, -0.0002920457918662578, -1.112767219543457, -0.3984682261943817, -0.014215962961316109, 0, 0, 0, 0, 0, -1.4662849935120903e-05, 0, 0]",0.8710609079322343,CORRECT
2005,4042471,Epidemic,genre,thrash metal,1767409,91,1473789,[],"[""trash metal"",""thrash"",""Thrash Metal"",""Best early thrash metal""]",http://www.wikidata.org/entity/Q5382695,http://www.wikidata.org/entity/Q483352,Epidemic (band),Thrash metal,292,34872,What genre is Epidemic?,"[""thrash metal"", ""trash metal"", ""thrash"", ""Thrash Metal"", ""Best early thrash metal""]","""Epidemic""","[0, 0, 0, -0.1562684178352356, -0.8318580985069275, -1.0848104466276709e-05, -0.001022742479108274, -0.7864161729812622, -2.1338690203265287e-05, 0, -0.9552308320999146, -0.0026296351570636034, -0.7448749542236328, 0, -0.0003377769608050585, -0.059315748512744904, -2.217317342001479e-05, -1.117019772529602, -2.8626952171325684, -1.1409751176834106, -0.09922818094491959, -0.022715013474225998, -4.315469413995743e-05, 0, -1.1920930376163597e-07, -0.00046597846085205674, -0.019051218405365944, -7.629423635080457e-06, -0.41824522614479065, -1.7881409348774469e-06, -4.694533824920654, -0.05759185552597046, -0.018034517765045166, -0.1401134729385376, -0.8144347071647644, -0.058223623782396317, -0.0003923351177945733, 0, -0.01040524709969759, -0.0013452275888994336, -1.349165439605713, -0.4612950384616852, -0.04015429690480232, -0.6964163184165955, -0.02810860425233841, -0.39846840500831604, -1.1920930376163597e-07, -2.861027041944908e-06, -0.04185998812317848, -1.1724547147750854, -0.04768871143460274, -0.6032962799072266, -3.610797643661499, -1.4975700378417969, -0.11585764586925507, 0, -0.1356162577867508, -0.02554033137857914, -0.0016744438325986266, -1.2707067728042603, -0.04015739634633064, -0.4296688735485077, -0.4938400983810425, -0.14616654813289642, -0.027727611362934113, 0, 0, -0.00021108232613187283, -0.0068876170553267, -0.001272951834835112, -0.00797432754188776, -0.5457741022109985, -2.2511630058288574, -0.693172812461853, -0.121762216091156, -8.344653679159819e-07, -0.21399809420108795, -1.1968703269958496, -7.152560215217818e-07, -0.297284871339798, -0.0598217248916626, -0.004631379619240761, -0.015041736885905266, -1.9575046300888062, 0, -4.589663149090484e-05, -0.5942913889884949, -0.2765488624572754, -2.622607780722319e-06, -0.00011087078746641055, 0, 0, 0, 0, 0, 0, -2.5789756774902344, 0, 0, -1.9073668227065355e-05]",0.6806470887007449,INCORRECT
5042,6427649,The Detective,producer,Aaron Rosenberg,2892707,164,997667,"[""Detective""]",[],http://www.wikidata.org/entity/Q925809,http://www.wikidata.org/entity/Q302605,The Detective (1968 film),Aaron Rosenberg,6208,589,Who was the producer of The Detective?,"[""Aaron Rosenberg""]",,"[0, 0, 0, -1.6550813913345337, -0.000147472761454992, -0.4275617003440857, -0.005760240834206343, -0.14327973127365112, -0.07700013369321823, -0.1012071818113327, -0.06773614883422852, -0.5304385423660278, -0.058745548129081726, 0, -4.613506098394282e-05, -4.768372718899627e-07, -0.027745751664042473, -0.00304034142754972, -0.24704335629940033, -0.0017385686514899135, -0.005635794252157211, -0.7364748120307922, -0.8996971845626831, 0, -0.3787488043308258, -0.016583336517214775, -7.045517122605816e-05, -1.3828373084834311e-05, -0.2302573323249817, -0.03325368091464043, -9.63257480179891e-05, -5.722062269342132e-06, -0.4886196255683899, -1.185816764831543, -2.2411597456084564e-05, -0.0277908556163311, -2.145769485650817e-06, -0.0023052420001477003, -3.576279254957626e-07, 0, 0, -0.4075830578804016, -0.00276016304269433, -2.3841860752327193e-07, -0.009714971296489239, -0.06401114910840988, 0, -0.00011265912326052785, -5.245222382654902e-06, -2.0412375926971436, -0.5031105875968933, -0.05676231160759926, -0.6183332800865173, -0.11093185096979141, -0.001888626953586936, -0.005496140569448471, -7.021673809504136e-05, -1.180178969661938e-05, -0.13151361048221588, -0.11858177185058594, -2.6245124340057373, -0.7376304268836975, -4.576498031616211, 0, -9.727950964588672e-05, -3.814704541582614e-06, -0.5546634793281555, -5.959492206573486, -0.6304723620414734, -0.05584464222192764, -2.312119483947754, -1.4655630588531494, -0.00030474536470137537, -0.0024959573056548834, -0.010242043063044548, 0, -8.344653679159819e-07, -1.1920930376163597e-07, -2.852632522583008, 0, -3.933914285880746e-06, -0.09361980110406876, -0.0004023526853416115, -0.07381129264831543, 0, -0.011627539992332458, -7.391003236989491e-06, -0.3844025433063507, -1.7714614868164062, -1.1920930376163597e-07, -0.028270704671740532, 0, -7.152560215217818e-07, 0, 0, 0, 0, 0, 0, 0]",0.7006808736891518,NOT_ATTEMPTED
14155,5407282,Polkowice County,capital,Polkowice,2403912,422,836383,[],[],http://www.wikidata.org/entity/Q715538,http://www.wikidata.org/entity/Q246685,Polkowice County,Polkowice,386,776,What is the capital of Polkowice County?,"[""Polkowice""]",Polkowice.,"[0, 0, 0, -0.10082828998565674, -0.23367084562778473, -0.000574038247577846, -0.00735063198953867, -0.004157830495387316, -1.1920930376163597e-07, 0, 0, 0, -0.18632851541042328, -1.4305124977909145e-06, -1.1920930376163597e-07, 0, -0.004709946922957897, -0.08006949722766876, 0, 0, 0, 0, 0, -6.49711728328839e-05, 0, 0, -0.00013256951933726668, 0]",0.9781742477924013,CORRECT
7768,4912247,Lille,capital of,Nord,2165757,97,145424,"[""Rijsel"",""Lile"",""Rysel""]","[""Northern Department"",""North"",""D\u00e9partement du Nord"",""59""]",http://www.wikidata.org/entity/Q648,http://www.wikidata.org/entity/Q12661,Lille,Nord (French department),30367,5603,What is Lille the capital of?,"[""Nord"", ""Northern Department"", ""North"", ""Département du Nord"", ""59""]",Lille is the capital of the Hauts‑de‑France region of France.,"[0, 0, 0, -0.1721661239862442, -0.2264081984758377, -0.0036349715664982796, -3.695494797284482e-06, -3.576279254957626e-07, -0.023343488574028015, -1.1920930376163597e-07, -3.576279254957626e-07, -0.040532976388931274, -0.0023544707801193, 0, -0.01948106288909912, -2.3841860752327193e-07, 0, -0.9988134503364563, -8.344653679159819e-07, -0.0025111946742981672, -1.227935791015625, 0, 0, 0, 0, 0, 0, 0, -1.7881409348774469e-06, 0, -4.768372718899627e-07, -5.006802894058637e-06, -0.006715324241667986, -4.291543518775143e-06, 0, -0.0005551329231821001, 0, 0, 0, -5.960466182841628e-07, -2.253788948059082, -1.1920930376163597e-07, 0, 0]",0.8930236181594153,INCORRECT
10738,2013955,We'll Meet Again,composer,Hughie Charles,883324,639,539002,[],"[""Hugh Charles"",""Charles Hugh Owen Ferry""]",http://www.wikidata.org/entity/Q2624195,http://www.wikidata.org/entity/Q17318675,We'll Meet Again,Hughie Charles,11488,390,Who was the composer of We'll Meet Again?,"[""Hughie Charles"", ""Hugh Charles"", ""Charles Hugh Owen Ferry"", ""Ross Parker"", ""Albert Rostron Parker""]",The composer of “We’ll Meet Again” was Ross Parker.,"[0, 0, 0, -0.06246059015393257, -1.229386568069458, -0.0051525430753827095, -0.014570128172636032, -0.0012721163220703602, -1.1920930376163597e-07, -7.629423635080457e-06, 0, 0, -0.15503795444965363, -0.005516757722944021, -0.00128435087390244, -0.0074579971842467785, -0.041650306433439255, 0, -8.821526535029989e-06, -8.082716522039846e-05, -1.5934780836105347, -0.020170696079730988, -0.1530688852071762, -0.011316853575408459, -0.0005594268441200256, -0.0010726838372647762, 0, -0.00619172677397728, -4.768382950715022e-06, -0.027438778430223465, -0.46884986758232117, 0, -1.3947584193374496e-05, 0, -0.6931601762771606, -0.013681475073099136, -1.1920930376163597e-07, -7.152560215217818e-07, -1.2040211004205048e-05, 0, 0, -1.1920930376163597e-07, -0.00013626550207845867, 0, -0.07893004268407822, -0.7423277497291565, -1.0728841743912199e-06, 0, -8.344653679159819e-07, -0.2947266697883606, -0.1569974571466446, -5.960466182841628e-07, -6.0917802329640836e-05, 0, 0, 0, 0, 0, 0, -8.821526535029989e-06, -0.6054942011833191, -1.1920930376163597e-07, -0.0007919227937236428, -0.0011291319970041513, -4.541977250482887e-05, -0.019502578303217888, 0, -1.1920930376163597e-07, -0.0016134873731061816, -1.7881409348774469e-06, -0.1110156998038292, 0, 0, -0.0005751117714680731, 0]",0.9166616090537227,CORRECT
13200,2584513,The Walking Dead,author,Robert Kirkman,1114705,484,1028373,[],[],http://www.wikidata.org/entity/Q340181,http://www.wikidata.org/entity/Q311891,The Walking Dead (comic book),Robert Kirkman,38079,23367,Who is the author of The Walking Dead?,"[""Robert Kirkman""]",Robert Kirkman.,"[0, 0, 0, -0.20436227321624756, -1.0435190200805664, -9.906782361213118e-05, -0.009632398374378681, -0.5372663140296936, -0.6931921243667603, 0, -0.053332358598709106, -0.001147570786997676, -0.04178646206855774, 0, 0, 0, -0.0001842549245338887, -3.802848732448183e-05, 0, 0, 0, 0, 0, -0.004703299608081579, -1.9427043199539185, 0, -0.00022717910178471357, 0]",0.8505567912594472,CORRECT
