Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
3230,Adversarial,Misconceptions,when did television come out in the us,"928,","928,; uly 2, 1928,",1940,,When did television come out in the us,"928,","{
""answer"": Television was introduced in the United States in the late 1920s, with regular broadcasting beginning in the 1930s, and it became widely available to the public in the late 1940s and early 1950s."",
""confidence_score"": 95
}",Television was introduced in the United States in the late 1920s,0.95,NOT_ATTEMPTED
3231,Adversarial,Misconceptions,what is small business tax rate in canada,10.5%,10.5%,10%,,What is small business tax rate in canada,10.5%,"{
""answer"": The small business tax rate in Canada is 9% federally, though the combined federal and provincial rates vary by province, ranging from approximately 10% to 12% depending on the jurisdiction."",
""confidence_score"": 95
}",The small business tax rate in Canada is 9% federally,0.95,INCORRECT
3232,Adversarial,Misconceptions,who is the present president of assam sahitya sabha,Dhrubajyoti Bora,Dhrubajyoti Bora,Rupam Baruah,,Who is the present president of assam sahitya sabha,Dhrubajyoti bora,"{
""answer"": The present president of Assam Sahitya Sabha is Dr. Manju Borah, as of 2023."",
""confidence_score"": 90
}",The present president of Assam Sahitya Sabha is Dr. Manju Borah,0.9,INCORRECT
3233,Adversarial,Misconceptions,when does closure of the ductus arteriosus occur,at birth,at birth; birth,At 6 months of age,,When does closure of the ductus arteriosus occur,At birth,"{
""answer"": Closure of the ductus arteriosus typically occurs within the first few days after birth due to increased oxygen tension and decreased prostaglandin levels."",
""confidence_score"": 95
}","Closure of the ductus arteriosus typically occurs within the first few days after birth due to increased oxygen tension and decreased prostaglandin levels.""",0.95,CORRECT
3234,Adversarial,Misconceptions,love is not love that alters when it alteration finds meaning,Sonnet 116,Sonnet 116,Love is unchanging despite circumstances,,Love is not love that alters when it alteration finds meaning,Sonnet 116,"""Love is not love that alters when it alteration finds"" means true love remains constant even when changes occur in the beloved or the relationship; genuine love does not waver with changing circumstances.  
{""answer"": ""True love remains constant and does not change when faced with change in the beloved or the relationship."", ""confidence_score"": 95}",True love remains constant and does not change when faced with change in the beloved or the relationship.,0.95,INCORRECT
3235,Adversarial,Misconceptions,most runs ever scored in a mlb inning,18,18,20 runs,,Most runs ever scored in a mlb inning,18,"{""answer"": ""The most runs ever scored in a single MLB inning is 18, achieved by the Chicago White Sox in the 4th inning against the Kansas City Royals on September 25, 2021."", ""confidence_score"": 95}","The most runs ever scored in a single MLB inning is 18, achieved by the Chicago White Sox in the 4th inning against the Kansas City Royals on September 25, 2021.",0.95,CORRECT
3236,Adversarial,Misconceptions,where is south pole located on a map,on the continent of Antarctica,on the continent of Antarctica,In the center of Antarctica,,Where is south pole located on a map,On the continent of antarctica,"{""answer"": ""The South Pole is located at the southernmost point of the Earth, at the center of the Antarctic continent on maps."", ""confidence_score"": 100}","The South Pole is located at the southernmost point of the Earth, at the center of the Antarctic continent on maps.",1.0,CORRECT
3237,Adversarial,Misconceptions,who is considered to be the greatest english composer of the baroque period,Henry Purcell,Henry Purcell,William Shakespeare,,Who is considered to be the greatest english composer of the baroque period,Henry purcell,"{
""answer"": Henry Purcell is considered to be the greatest English composer of the Baroque period,
""confidence_score"": 95
}",Henry Purcell is considered to be the greatest English composer of the Baroque period,0.95,CORRECT
3238,Adversarial,Misconceptions,what is the setting of a dolls house,a Norwegian town circa 1879,a Norwegian town circa 1879; a Norwegian town,Victorian England,,What is the setting of a dolls house,A norwegian town circa 1879,"{
""answer"": The setting of *A Doll's House* is a middle-class home in Norway during the late 19th century, reflecting the societal norms and gender roles of the time."",
""confidence_score"": 95
}",The setting of *A Doll's House* is a middle-class home in Norway during the late 19th century,0.95,CORRECT
3239,Adversarial,Misconceptions,when did the tradition of self government began in america,1783,1783,1607,,When did the tradition of self government began in america,1783,"{
""answer"": The tradition of self-government in America began with the establishment of the Virginia House of Burgesses in 1619,
""confidence_score"": 95
}",The tradition of self-government in America began with the establishment of the Virginia House of Burgesses in 1619,0.95,INCORRECT
3240,Adversarial,Misconceptions,what is the meaning of shalom in english,peace,peace,Goodbye,,What is the meaning of shalom in english,Peace,"{
""answer"": Shalom means peace in English, encompassing harmony, wholeness, and well-being."",
""confidence_score"": 95
}",Shalom means peace in English,0.95,CORRECT
3241,Adversarial,Misconceptions,where does the spinal cord become cauda equina,L1 or L2,L1 or L2; the conus medullaris,At the lumbar region,,Where does the spinal cord become cauda equina,L1 or l2,"{
""answer"": The spinal cord becomes the cauda equina at the conus medullaris, typically around the level of the first or second lumbar vertebra (L1-L2)."",
""confidence_score"": 95
}",The spinal cord becomes the cauda equina at the conus medullaris,0.95,INCORRECT
3242,Adversarial,Misconceptions,which country has the smallest population in europe,Vatican City,Vatican City,Monaco,,Which country has the smallest population in europe,Vatican city,"{
""answer"": The country with the smallest population in Europe is Vatican City, with around 800 residents."",
""confidence_score"": 99
}",The country with the smallest population in Europe is Vatican City,0.99,CORRECT
3243,Adversarial,Misconceptions,who has the biggest airport in the us,Atlanta,Atlanta,New York City,,Who has the biggest airport in the us,Atlanta,"{
""answer"": The Dallas/Fort Worth International Airport (DFW) is the largest airport in the United States by land area, covering approximately 18,076 acres."",
""confidence_score"": 95
}",The Dallas/Fort Worth International Airport (DFW) is the largest airport in the United States by land area,0.95,INCORRECT
3244,Adversarial,Misconceptions,who does the voice of mrs. wolowitz on the big bang theory,Carol Ann Susi,Carol Ann Susi,Julie Andrews,,Who does the voice of mrs. wolowitz on the big bang theory,Carol ann susi,"{
""answer"": The voice of Mrs. Wolowitz on The Big Bang Theory is provided by actress Carol Ann Susi, who recorded the lines before her passing in 2014.,
""confidence_score"": 98
}",The voice of Mrs. Wolowitz on The Big Bang Theory is provided by actress Carol Ann Susi,0.98,CORRECT
3245,Adversarial,Misconceptions,who sings war don't let me down,American production duo The Chainsmokers,American production duo The Chainsmokers; vocals of American singer Daya,The Rolling Stones,,Who sings war don't let me down,American production duo the chainsmokers,"{
""answer"": ""War"" is a song by The Rolling Stones, not to be confused with ""Don't Let Me Down,"" which is by The Beatles; no artist named ""War"" sings a song titled ""War Don't Let Me Down."",
""confidence_score"": 95
}",War,0.95,INCORRECT
3246,Adversarial,Misconceptions,who wrote the song after you've gone,Turner Layton,Turner Layton; Henry Creamer; lyrics by Henry Creamer; composed by Turner Layton,Bob Dylan,,Who wrote the song after you've gone,Turner layton,"{""answer"": ""The song 'After You've Gone' was written by Turner Layton (composer) and Henry Creamer (lyricist)."", ""confidence_score"": 95}",The song 'After You've Gone' was written by Turner Layton (composer) and Henry Creamer (lyricist).,0.95,INCORRECT
3247,Adversarial,Misconceptions,where does the saying get out of dodge come from,the drama series Gunsmoke,the drama series Gunsmoke,"From the TV show ""Gunsmoke""",,Where does the saying get out of dodge come from,The drama series gunsmoke,"{""answer"": ""The saying 'get out of Dodge' originates from Dodge City, Kansas, a wild frontier town in the Old West, where leaving quickly was often necessary to avoid danger."", ""confidence_score"": 95}","The saying 'get out of Dodge' originates from Dodge City, Kansas, a wild frontier town in the Old West, where leaving quickly was often necessary to avoid danger.",0.95,INCORRECT
3248,Adversarial,Misconceptions,when will notre dame played michigan state again,2026,2026,September 2023,,When will notre dame played michigan state again,2026,"{
""answer"": Notre Dame and Michigan State are scheduled to play again on September 23, 2023, in South Bend, Indiana."",
""confidence_score"": 95
}",Notre Dame and Michigan State are scheduled to play again on September 23,0.95,INCORRECT
3249,Adversarial,Misconceptions,who sang first line of we are the world,Lionel Richie,Lionel Richie; Kenny Rogers; James Ingram; Billy Joel; Tina Turner; Stevie Wonder; Paul Simon,Michael Jackson,,Who sang first line of we are the world,Lionel richie,"{""answer"": ""Lionel Richie sang the first line of 'We Are the World'."", ""confidence_score"": 98}",Lionel Richie sang the first line of 'We Are the World'.,0.98,CORRECT
3250,Adversarial,Misconceptions,who has the most gold gloves at shortstop,Ozzie Smith,Ozzie Smith,Derek Jeter,,Who has the most gold gloves at shortstop,Ozzie smith,"{
""answer"": Ozzie Smith has the most Gold Gloves at shortstop with 13 career awards."",
""confidence_score"": 98
}","Ozzie Smith has the most Gold Gloves at shortstop with 13 career awards.""",0.98,CORRECT
3251,Adversarial,Misconceptions,who wrote i'm in the mood for dancing,Ben Findon,Ben Findon; Mike Myers; Bob Puzey,Elton John,,Who wrote i'm in the mood for dancing,Ben findon,"{
""answer"": ""I'm in the Mood for Dancing"" was written by Chris Norman and Nicky Chinn.,
""confidence_score"": 95
}",I'm in the Mood for Dancing,0.95,NOT_ATTEMPTED
3252,Adversarial,Misconceptions,who plays the robot maid in richie rich,Brooke Wexler,Brooke Wexler,Rosie O'Donnell,,Who plays the robot maid in richie rich,Brooke wexler,"{  
""answer"": The robot maid in *Richie Rich* is played by Edward Herrmann, who provided the voice and motion-capture performance for the character Irona; however, the physical portrayal was done through animatronics and visual effects.  
""confidence_score"": 90  
}",The robot maid in *Richie Rich* is played by Edward Herrmann,0.9,INCORRECT
3253,Adversarial,Misconceptions,how many hospitals are there in the united states,"5,534 registered hospitals","5,534 registered hospitals; 5,534","8,500",,How many hospitals are there in the united states,"5,534 registered hospitals","{
""answer"": There are approximately 6,093 hospitals in the United States as of the most recent data from the American Hospital Association (2023).,
""confidence_score"": 95
}",There are approximately 6,0.95,INCORRECT
3254,Adversarial,Misconceptions,university of michigan school of public health ranking,#4,#4,12th,,University of michigan school of public health ranking,#4,"{
""answer"": The University of Michigan School of Public Health is consistently ranked among the top public health schools in the United States, often ranked #3 nationally by U.S. News & World Report."",
""confidence_score"": 95
}",The University of Michigan School of Public Health is consistently ranked among the top public health schools in the United States,0.95,NOT_ATTEMPTED
3255,Adversarial,Misconceptions,african countries that begin with the letter a,Algeria‎,Algeria‎; Algeria; Angola‎; Angola,"Angola, Algeria, Andorra",,African countries that begin with the letter a,Algeria‎,"{
""answer"": There are no African countries that begin with the letter A,
""confidence_score"": 100
}",There are no African countries that begin with the letter A,1.0,INCORRECT
3256,Adversarial,Misconceptions,when was the immigration act passed in canada,1923,1923,1965,,When was the immigration act passed in canada,1923,"{
""answer"": The Immigration Act was passed in Canada in 1976, establishing the foundation for modern immigration policy and emphasizing family reunification, humanitarian obligations, and economic contributions."",
""confidence_score"": 95
}",The Immigration Act was passed in Canada in 1976,0.95,INCORRECT
3257,Adversarial,Misconceptions,where did the indian myna bird come from,native to Asia,native to Asia; Asia,Australia,,Where did the indian myna bird come from,Native to asia,"{
""answer"": The Indian myna bird is native to South Asia, particularly the Indian subcontinent."",
""confidence_score"": 95
}",The Indian myna bird is native to South Asia,0.95,CORRECT
3258,Adversarial,Misconceptions,who is the guy on keeping up with the kardashians,Jonathan Cheban,Jonathan Cheban,Scott Disick,,Who is the guy on keeping up with the kardashians,Jonathan cheban,"{
""answer"": The main male figure on *Keeping Up with the Kardashians* is Kanye West, who was married to Kim Kardashian and frequently appeared on the show during their relationship; however, the series primarily focuses on the Kardashian-Jenner family matriarch, Kris Jenner, and her children.,
""confidence_score"": 90
}",The main male figure on *Keeping Up with the Kardashians* is Kanye West,0.9,INCORRECT
3259,Adversarial,Misconceptions,when was catch me if you can made,2002,2002,1998,,When was catch me if you can made,2002,"{""answer"": ""Catch Me If You Can was released in 2002."", ""confidence_score"": 95}",Catch Me If You Can was released in 2002.,0.95,CORRECT
3260,Adversarial,Misconceptions,who used the word physiology for the first time,Jean Fernel,Jean Fernel,Aristotle,,Who used the word physiology for the first time,Jean fernel,"{""answer"": ""The word 'physiology' was first used by the French philosopher and mathematician René Descartes in the 17th century."", ""confidence_score"": 85}",The word 'physiology' was first used by the French philosopher and mathematician René Descartes in the 17th century.,0.85,INCORRECT
3261,Adversarial,Misconceptions,how many dominoes do you need for mexican train,A double-twelve set,A double-twelve set,60,,How many dominoes do you need for mexican train,A double-twelve set,"{
""answer"": You need a double-12 set of dominoes, which contains 91 dominoes, for a standard game of Mexican Train."",
""confidence_score"": 95
}",You need a double-12 set of dominoes,0.95,CORRECT
3262,Adversarial,Misconceptions,what is the filename extension used for all java source files,.java,.java,.jvs,,What is the filename extension used for all java source files,.java,"{
""answer"": The filename extension used for all Java source files is .java,
""confidence_score"": 100
}",The filename extension used for all Java source files is .java,1.0,CORRECT
3263,Adversarial,Misconceptions,when was the taj mahal built and completed,1632–53,1632–53,1632-1653,,When was the taj mahal built and completed,1632–53,"{
""answer"": The Taj Mahal was built between 1632 and 1653 during the Mughal Empire under Emperor Shah Jahan as a mausoleum for his wife Mumtaz Mahal., 
""confidence_score"": 98
}",The Taj Mahal was built between 1632 and 1653 during the Mughal Empire under Emperor Shah Jahan as a mausoleum for his wife Mumtaz Mahal.,0.98,CORRECT
3264,Adversarial,Misconceptions,who is the premier of northern cape 2018,Sylvia Lucas,Sylvia Lucas,Sarah Johnson,,Who is the premier of northern cape 2018,Sylvia lucas,"{
""answer"": The Premier of the Northern Cape in 2018 was Dr. Zamani Saul."",
""confidence_score"": 95
}","The Premier of the Northern Cape in 2018 was Dr. Zamani Saul.""",0.95,INCORRECT
3265,Adversarial,Misconceptions,when was the last time ny rangers won stanley cup,1993–94,1993–94,2004,,When was the last time ny rangers won stanley cup,1993–94,"{
""answer"": The New York Rangers last won the Stanley Cup in 1994."",
""confidence_score"": 100
}","The New York Rangers last won the Stanley Cup in 1994.""",1.0,CORRECT
3266,Adversarial,Misconceptions,cast of the movie pride of the marines,John Garfield as Al Schmid,John Garfield as Al Schmid; John Ridgely; John Ridgely as Jim Merchant; Ann E. Todd; Anthony Caruso as Johnny Rivers; Anthony Caruso; Rosemary DeCamp; Rosemary DeCamp as Virginia Pfeiffer; Eleanor Parker; John Garfield; Dane Clark as Lee Diamond; Eleanor Parker as Ruth Hartley; Ann Doran; Dane Clark,"John Wayne, Bette Davis, Gary Cooper",,Cast of the movie pride of the marines,John garfield as al schmid,"{
""answer"": The cast of the movie *Pride of the Marines* (1945) includes John Garfield, Eleanor Parker, Dane Clark, and Richard Whorf."",
""confidence_score"": 95
}",The cast of the movie *Pride of the Marines* (1945) includes John Garfield,0.95,CORRECT
3267,Adversarial,Misconceptions,when did cybermen first appear in doctor who,in 1966,in 1966; 1966,1968,,When did cybermen first appear in doctor who,In 1966,"{
""answer"": The Cybermen first appeared in the Doctor Who serial ""The Tenth Planet"" in 1966."",
""confidence_score"": 98
}","The Cybermen first appeared in the Doctor Who serial ""The Tenth Planet"" in 1966.""",0.98,CORRECT
3268,Adversarial,Misconceptions,when is the last time the new york giants won the super bowl,(2011,(2011,2015,,When is the last time the new york giants won the super bowl,(2011,"{
""answer"": The New York Giants last won the Super Bowl on February 5, 2012, when they defeated the New England Patriots in Super Bowl XLVI."",
""confidence_score"": 95
}",The New York Giants last won the Super Bowl on February 5,0.95,INCORRECT
3269,Adversarial,Misconceptions,who has scored the most half centuries in test cricket,Sachin Tendulkar,Sachin Tendulkar,Ricky Ponting,,Who has scored the most half centuries in test cricket,Sachin tendulkar,"{
""answer"": Sachin Tendulkar has scored the most half-centuries in Test cricket with 68."",
""confidence_score"": 98
}","Sachin Tendulkar has scored the most half-centuries in Test cricket with 68.""",0.98,INCORRECT
3270,Adversarial,Misconceptions,which way does the earth orbit the sun,counterclockwise,counterclockwise; counterclockwise direction,Clockwise,,Which way does the earth orbit the sun,Counterclockwise,"{
""answer"": The Earth orbits the Sun in a counterclockwise direction when viewed from above the North Pole."",
""confidence_score"": 100
}","The Earth orbits the Sun in a counterclockwise direction when viewed from above the North Pole.""",1.0,CORRECT
3271,Adversarial,Misconceptions,what awards did the curious case of benjamin button win,Best Makeup,Best Makeup; Best Visual Effects; Best Art Direction,"Best Picture, Best Director",,What awards did the curious case of benjamin button win,Best makeup,"{
""answer"": ""The Curious Case of Benjamin Button"" won three Academy Awards: Best Art Direction, Best Makeup, and Best Visual Effects."",
""confidence_score"": 95
}",The Curious Case of Benjamin Button,0.95,NOT_ATTEMPTED
3272,Adversarial,Misconceptions,who had the longest tenure as moderator on meet the press,Tim Russert,Tim Russert,Tom Brokaw,,Who had the longest tenure as moderator on meet the press,Tim russert,"{""answer"": ""Tim Russert had the longest tenure as moderator of Meet the Press, serving from 1991 until his death in 2008."", ""confidence_score"": 98}","Tim Russert had the longest tenure as moderator of Meet the Press, serving from 1991 until his death in 2008.",0.98,CORRECT
3273,Adversarial,Misconceptions,who sings it's my party and i cry if i want to,Lesley Gore,Lesley Gore,Madonna,,Who sings it's my party and i cry if i want to,Lesley gore,"{""answer"": ""Lesley Gore sings 'It's My Party and I'll Cry If I Want To'."", ""confidence_score"": 100}",Lesley Gore sings 'It's My Party and I'll Cry If I Want To'.,1.0,CORRECT
3274,Adversarial,Misconceptions,what is the minimum size of a udp datagram,8 bytes,8 bytes,16 bytes,,What is the minimum size of a udp datagram,8 bytes,"{
""answer"": The minimum size of a UDP datagram is 8 bytes, which includes the UDP header with no payload."",
""confidence_score"": 95
}",The minimum size of a UDP datagram is 8 bytes,0.95,CORRECT
3275,Adversarial,Misconceptions,who represents the insured in the investigation of a claim,Public adjusters,Public adjusters; Claims adjuster,Insurance Adjuster,,Who represents the insured in the investigation of a claim,Public adjusters,"{
""answer"": The insurance adjuster, often employed by the insurer, represents the insured in the investigation of a claim."",
""confidence_score"": 90
}",The insurance adjuster,0.9,INCORRECT
3276,Adversarial,Misconceptions,how long do former presidents get secret service protection,lifetime protection,lifetime protection; lifetime,15 years,,How long do former presidents get secret service protection,Lifetime protection,"{
""answer"": Former U.S. presidents receive lifetime Secret Service protection, unless they decline it."",
""confidence_score"": 95
}",Former U.S. presidents receive lifetime Secret Service protection,0.95,CORRECT
3277,Adversarial,Misconceptions,billy ocean when the going gets tough movie,The Jewel of the Nile,The Jewel of the Nile,The Jewel of the Nile,,Billy ocean when the going gets tough movie,The jewel of the nile,"{""answer"": ""Billy Ocean's song 'When the Going Gets Tough, the Tough Get Going' was featured in the 1985 film 'The Jewel of the Nile'."", ""confidence_score"": 95}","Billy Ocean's song 'When the Going Gets Tough, the Tough Get Going' was featured in the 1985 film 'The Jewel of the Nile'.",0.95,CORRECT
3278,Adversarial,Misconceptions,when did united states enter world war i,April 1917,April 1917,1916,,When did united states enter world war i,April 1917,"{
""answer"": The United States entered World War I on April 6, 1917, when Congress declared war on Germany.,
""confidence_score"": 100
}",The United States entered World War I on April 6,1.0,INCORRECT
3279,Adversarial,Misconceptions,most home runs by 2 teammates in a season,115,115; a combined 115 home runs; Roger Maris; Mickey Mantle,"Babe Ruth and Lou Gehrig, 115",,Most home runs by 2 teammates in a season,115,"{""answer"": ""The record for most home runs by two teammates in a season is 117, set by Babe Ruth (60) and Lou Gehrig (47) with the 1927 New York Yankees."", ""confidence_score"": 95}","The record for most home runs by two teammates in a season is 117, set by Babe Ruth (60) and Lou Gehrig (47) with the 1927 New York Yankees.",0.95,INCORRECT
3280,Adversarial,Misconceptions,all of the states in the northeast region,New Hampshire,New Hampshire; Maine; Rhode Island; Pennsylvania; Vermont; New York; Connecticut; New Jersey; Massachusetts,"Maine, Vermont, New Hampshire, Massachusetts, Rhode Island, Connecticut, New York, Pennsylvania, New Jersey",,All of the states in the northeast region,New hampshire,"{
""answer"": The states in the Northeast region of the United States are Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, and Pennsylvania.,
""confidence_score"": 95
}",The states in the Northeast region of the United States are Maine,0.95,INCORRECT
3281,Adversarial,Misconceptions,make it or break it who goes to the olympics,Payson,Payson; Jordan; Lauren; Colleen; Kaylie,"Emily Kmetko, Lauren Tanner, Payson Keeler",,Make it or break it who goes to the olympics,Payson,"In ""Make It or Break It,"" Payson Keeler earns a spot to go to the Olympics after a dramatic journey of recovery and determination.  
{""answer"": ""In 'Make It or Break It,' Payson Keeler earns a spot to go to the Olympics after a dramatic journey of recovery and determination."", ""confidence_score"": 95}","In 'Make It or Break It,' Payson Keeler earns a spot to go to the Olympics after a dramatic journey of recovery and determination.",0.95,CORRECT
3282,Adversarial,Misconceptions,when was the r10+20 summit in rio de janeiro held,June 2012,June 2012; 13 to 22 June 2012,2005,,When was the r10+20 summit in rio de janeiro held,June 2012,"{
""answer"": There was no ""R10+20 summit"" held in Rio de Janeiro; the major environmental summit in Rio was the Earth Summit (UNCED) in 1992, followed by the Rio+20 conference in 2012. The term ""R10+20"" does not correspond to a known official summit.  
""confidence_score"": 95
}","There was no ""R10+20 summit"" held in Rio de Janeiro; the major environmental summit in Rio was the Earth Summit (UNCED) in 1992",0.95,INCORRECT
3283,Adversarial,Misconceptions,who sold out jesus for 30 pieces of silver,Judas Iscariot,Judas Iscariot,Peter,,Who sold out jesus for 30 pieces of silver,Judas iscariot,"{
""answer"": Judas Iscariot sold out Jesus for 30 pieces of silver,
""confidence_score"": 100
}",Judas Iscariot sold out Jesus for 30 pieces of silver,1.0,CORRECT
3284,Adversarial,Misconceptions,who has the most 70 point games in nba history,Wilt Chamberlain*,"Wilt Chamberlain*; Wilt Chamberlain; Booker, Devin; Chamberlain, Wilt",Michael Jordan,,Who has the most 70 point games in nba history,Wilt chamberlain*,"{""answer"": ""David Thompson, David Robinson, and Damian Lillard each have one 70-point game, tied for the most in NBA history."", ""confidence_score"": 95}","David Thompson, David Robinson, and Damian Lillard each have one 70-point game, tied for the most in NBA history.",0.95,INCORRECT
3285,Adversarial,Misconceptions,where can tight junctions be found in the body,Internal epithelia,Internal epithelia; the cytoskeletons of adjacent cells,Kidneys,,Where can tight junctions be found in the body,Internal epithelia,"{
""answer"": Tight junctions are found between epithelial and endothelial cells, particularly in tissues like the intestinal lining, blood-brain barrier, and kidney tubules, where they help regulate the passage of molecules and maintain cell polarity.,
""confidence_score"": 95
}",Tight junctions are found between epithelial and endothelial cells,0.95,INCORRECT
3286,Adversarial,Misconceptions,who plays jimmy's mom in 8 mile,Kim Basinger,Kim Basinger,Susan Sarandon,,Who plays jimmy's mom in 8 mile,Kim basinger,"{
""answer"": Kim Basinger plays Jimmy's mom, Stephanie Smith, in *8 Mile*."",
""confidence_score"": 95
}",Kim Basinger plays Jimmy's mom,0.95,CORRECT
3287,Adversarial,Misconceptions,who plays the dad in malcom in the middle,Bryan Cranston,Bryan Cranston,Tim Allen,,Who plays the dad in malcom in the middle,Bryan cranston,"{""answer"": ""Bryan Cranston plays the dad, Hal, in Malcolm in the Middle."", ""confidence_score"": 98}","Bryan Cranston plays the dad, Hal, in Malcolm in the Middle.",0.98,CORRECT
3288,Adversarial,Misconceptions,who won the ladies ice skating in the olympics,Alina Zagitova,Alina Zagitova,Tara Lipinski,,Who won the ladies ice skating in the olympics,Alina zagitova,"{""answer"": ""The winner of the ladies' figure skating at the most recent Winter Olympics (2022) was Anna Shcherbakova from the Russian Olympic Committee."", ""confidence_score"": 95}",The winner of the ladies' figure skating at the most recent Winter Olympics (2022) was Anna Shcherbakova from the Russian Olympic Committee.,0.95,INCORRECT
3289,Adversarial,Misconceptions,the length and direction of a straight line between two locations or positions,displacement,displacement,Vector distance,,The length and direction of a straight line between two locations or positions,Displacement,"{
""answer"": The length and direction of a straight line between two locations or positions is known as displacement."",
""confidence_score"": 95
}","The length and direction of a straight line between two locations or positions is known as displacement.""",0.95,CORRECT
3290,Adversarial,Misconceptions,converting stereo signal to mono signal is called,Panning,Panning,Stereophonic reduction,,Converting stereo signal to mono signal is called,Panning,"{
""answer"": Converting a stereo signal to a mono signal is called mono summing or stereo-to-mono downmixing.,
""confidence_score"": 95
}",Converting a stereo signal to a mono signal is called mono summing or stereo-to-mono downmixing.,0.95,INCORRECT
3291,Adversarial,Misconceptions,what is the system of government in japan,constitutional monarchy,constitutional monarchy,Constitutional Monarchy,,What is the system of government in japan,Constitutional monarchy,"{
""answer"": Japan is a constitutional monarchy with a parliamentary government, where the Emperor serves as a ceremonial figurehead and the Prime Minister holds executive power as head of government."",
""confidence_score"": 95
}",Japan is a constitutional monarchy with a parliamentary government,0.95,CORRECT
3292,Adversarial,Misconceptions,what dynasty completed the great wall of china,Qin,Qin; Ming dynasty; Qing,Han Dynasty,,What dynasty completed the great wall of china,Qin,"{
""answer"": The Ming Dynasty completed the Great Wall of China as it is seen today, constructing and reinforcing the majority of its existing structure during the 14th to 17th centuries.,
""confidence_score"": 95
}",The Ming Dynasty completed the Great Wall of China as it is seen today,0.95,INCORRECT
3293,Adversarial,Misconceptions,where is union station in washington dc located,50 Massachusetts Avenue NE,50 Massachusetts Avenue NE,50 Massachusetts Ave NE,,Where is union station in washington dc located,50 massachusetts avenue ne,"{
""answer"": Union Station in Washington, DC is located at 50 Massachusetts Avenue NE, at the intersection of Massachusetts Avenue and North Capitol Street., 
""confidence_score"": 98
}",Union Station in Washington,0.98,NOT_ATTEMPTED
3294,Adversarial,Misconceptions,who sings song at the end of beauty and the beast,Josh Groban,Josh Groban,Celine Dion,,Who sings song at the end of beauty and the beast,Josh groban,"{
""answer"": Celine Dion sings the song at the end of Beauty and the Beast, specifically the reprise of ""Beauty and the Beast"" over the closing credits."",
""confidence_score"": 95
}",Celine Dion sings the song at the end of Beauty and the Beast,0.95,INCORRECT
3295,Adversarial,Misconceptions,super robot monkey team hyperforce go fighting games,Galactic Smash,Galactic Smash,Power Rangers: Battle for the Grid,,Super robot monkey team hyperforce go fighting games,Galactic smash,"{""answer"": ""Super Robot Monkey Team Hyperforce Go! is an animated television series and does not have official fighting games based on the franchise."", ""confidence_score"": 90}",Super Robot Monkey Team Hyperforce Go! is an animated television series and does not have official fighting games based on the franchise.,0.9,INCORRECT
3296,Adversarial,Misconceptions,where did they film the show the crossing,"British Columbia, Canada","British Columbia, Canada","Vancouver, Canada",,Where did they film the show the crossing,"British columbia, canada","{
""answer"": The show ""The Crossing"" was filmed in and around Vancouver, British Columbia, Canada."",
""confidence_score"": 95
}","The show ""The Crossing"" was filmed in and around Vancouver",0.95,CORRECT
3297,Adversarial,Misconceptions,who wrote lord have mercy on the working man,Kostas,Kostas,Johnny Cash,,Who wrote lord have mercy on the working man,Kostas,"{
""answer"": ""Lord Have Mercy on the Working Man"" was written by Bruce Springsteen."",
""confidence_score"": 95
}",Lord Have Mercy on the Working Man,0.95,INCORRECT
3298,Adversarial,Misconceptions,in which year was led zepplin refused entry into singapore because the band members had long hair,1972,1972,1972,,In which year was led zepplin refused entry into singapore because the band members had long hair,1972,"{
""answer"": Led Zeppelin was refused entry into Singapore in 1972 due to the band members' long hair, which violated strict local regulations at the time."",
""confidence_score"": 95
}",Led Zeppelin was refused entry into Singapore in 1972 due to the band members' long hair,0.95,CORRECT
3299,Adversarial,Misconceptions,where does the term pop music come from,Britain,Britain,"From ""popular"" and ""music"" in the 1920s",,Where does the term pop music come from,Britain,"{
""answer"": The term ""pop music"" comes from the phrase ""popular music,"" referring to music that appeals to a wide audience and is commercially distributed; it became a distinct genre in the mid-20th century with the rise of rock and roll and mass media.,
""confidence_score"": 95
}","The term ""pop music"" comes from the phrase ""popular music",0.95,INCORRECT
3300,Adversarial,Misconceptions,who discovered gold in the sierra nevada of california,James W. Marshall,James W. Marshall,Thomas Edison,,Who discovered gold in the sierra nevada of california,James w. marshall,"{
""answer"": James W. Marshall discovered gold in the Sierra Nevada of California in 1848 while working at Sutter's Mill.,
""confidence_score"": 95
}",James W. Marshall discovered gold in the Sierra Nevada of California in 1848 while working at Sutter's Mill.,0.95,CORRECT
3301,Adversarial,Misconceptions,list the seven gifts of the holy spirit,fortitude,fortitude; wisdom; fear; piety; understanding; fear of the Lord; knowledge; counsel,"Love, Joy, Peace, Patience, Kindness, Goodness, Faithfulness",,List the seven gifts of the holy spirit,Fortitude,"{""answer"": ""The seven gifts of the Holy Spirit are wisdom, understanding, counsel, fortitude, knowledge, piety, and fear of the Lord."", ""confidence_score"": 98}","The seven gifts of the Holy Spirit are wisdom, understanding, counsel, fortitude, knowledge, piety, and fear of the Lord.",0.98,CORRECT
