Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,logprobs,confidences,accuracies
2530,Adversarial,Misconceptions,who has been ranked no. 1 in the latest football rankings announced by fifa,Germany,Germany,Brazil,,Who has been ranked no. 1 in the latest football rankings announced by fifa,Germany,"As of the latest FIFA men's world rankings, Argentina is ranked No. 1.","[-0.0020354522857815027, -3.933898824470816e-06, -5.245071224635467e-05, -2.753696753643453e-05, -1.1920928244535389e-07, -0.1769917756319046, -1.4305104514278355e-06, -0.481781929731369, -0.00021681819634977728, -0.00011073929636040702, -8.4638240878121e-06, -0.17232918739318848, -2.3841855067985307e-07, -0.3715640902519226, 0, -1.0728830375228426e-06, 0, -7.152555099310121e-07, 0]",0.9385419905006913,INCORRECT
2531,Adversarial,Misconceptions,explorer who led an early voyage to the coast of newfoundland,Jacques Cartier,Jacques Cartier,Amerigo Vespucci,,Explorer who led an early voyage to the coast of newfoundland,Jacques cartier,John Cabot led an early voyage to the coast of Newfoundland in 1497.,"[-0.00025686301523819566, -1.9073468138230965e-06, 0, -0.0003947432560380548, -1.3708974620385561e-05, -1.1920928244535389e-07, -5.125986263010418e-06, -2.3841855067985307e-07, -1.1920928244535389e-07, -2.3841855067985307e-07, 0, 0, -4.768360213347478e-06, -2.3841855067985307e-07, 0, 0, 0, 0, -0.00028272447525523603, 0]",0.9999519613994575,INCORRECT
2532,Adversarial,Misconceptions,how many walker texas ranger seasons are there,Eight,Eight; 8,10 seasons,,How many walker texas ranger seasons are there,Eight,"There are 8 seasons of *Walker, Texas Ranger*.","[-0.0007122601964510977, -1.4305104514278355e-06, -9.989239333663136e-05, -0.007179532665759325, 0, -1.4305104514278355e-06, -0.051614563912153244, 0, 0, -1.1920928244535389e-07, -1.1920928244535389e-07, -5.960462772236497e-07, -1.1920928244535389e-07]",0.9954251073204842,CORRECT
2533,Adversarial,Misconceptions,where is the light between two oceans filmed,Australia,Australia; New Zealand,New Zealand,,Where is the light between two oceans filmed,Australia,"""Light Between Oceans"" was primarily filmed in New Zealand, which stood in for the Australian and island settings of the story.","[-0.0526098869740963, -0.33649954199790955, -2.396077979938127e-05, -0.003383271163329482, -7.152555099310121e-07, -0.00021419614495243877, -0.00020394629973452538, -0.38687223196029663, -1.1920928244535389e-07, -0.10022545605897903, -0.035508450120687485, -9.536738616588991e-07, -0.008635913021862507, -0.8328477144241333, -0.00915177259594202, 0, 0, -0.0014709139941260219, -0.07415284961462021, -0.0010742137674242258, -0.28465887904167175, -0.25606539845466614, -0.04383077099919319, -1.1920928244535389e-07, -1.680836794548668e-05, -7.533743337262422e-05, 0]",0.9140150196041976,INCORRECT
2534,Adversarial,Misconceptions,who played bubba in the heat of the night,Carlos Alan Autry Jr.,Carlos Alan Autry Jr.,Sidney Poitier,,Who played bubba in the heat of the night,Carlos alan autry jr.,"Donnie Wahlberg played Bubba in the television series *In the Heat of the Night*, not the original 1967 film.","[-0.7977375388145447, -1.764502763748169, -0.011656154878437519, 0, -0.00016330339713022113, -0.009037304669618607, -1.0490362910786644e-05, 0, -0.1857130080461502, -0.201693594455719, -0.24195347726345062, -2.634490556374658e-05, -0.03216409310698509, -0.6943761706352234, -5.960462772236497e-07, -4.768370445162873e-07, 0, 0, 0, -0.16022613644599915, -0.049445100128650665, -0.004854084458202124, -0.005250474438071251, -0.004078404977917671, 0, -9.536738616588991e-07, -2.0265558760002023e-06, -3.3378546504536644e-06, -1.7881377516459906e-06, -0.00020275443966966122, -1.1920928244535389e-07]",0.8743333537475336,INCORRECT
2535,Adversarial,Misconceptions,who played sarah hedley in when the boat comes in,Rosalind Bailey,Rosalind Bailey,Susan Jameson,,Who played sarah hedley in when the boat comes in,Rosalind bailey,Vivien Merchant played Sarah Hedley in *When the Boat Comes In*.,"[-0.37832844257354736, -0.13998807966709137, -0.024923305958509445, -0.1799435317516327, -9.775113539944869e-06, -0.0011762612266466022, -0.000797311426140368, -0.00012373158824630082, 0, -0.003512880764901638, -1.1920928244535389e-07, -1.1920928244535389e-07, -2.3841855067985307e-07, -7.152531907195225e-06, -1.1920928244535389e-07, 0, 0]",0.958034739318339,INCORRECT
2536,Adversarial,Misconceptions,who played the beast in the movie beauty and the beast,Dan Stevens,Dan Stevens; Adam Mitchell,Brad Pitt,,Who played the beast in the movie beauty and the beast,Dan stevens,Dan Stevens played the Beast in the 2017 live-action movie *Beauty and the Beast*.,"[-0.14372022449970245, -3.576278118089249e-07, -0.00020680672605521977, -3.099436753473128e-06, -1.0132738680113107e-05, -6.198863957251888e-06, -0.0024757706560194492, -0.0005529781919904053, -1.7881377516459906e-06, 0, 0, -3.576278118089249e-07, -0.00015853578224778175, 0, -0.007506261114031076, -0.0019452712731435895, -1.1920928244535389e-07, 0, -1.1920928244535389e-07, -5.960462772236497e-07, -0.011052104644477367, 0]",0.9924089260391052,CORRECT
2537,Adversarial,Misconceptions,when did the us cut off trade with cuba,1961,1961; 1962,1962,,When did the us cut off trade with cuba,1961,"The United States cut off trade with Cuba in 1960 when it imposed a partial embargo, which was later expanded into a full trade embargo in 1962.","[-6.556489552167477e-06, -0.8259401917457581, -1.311301275563892e-06, -0.3356274366378784, -1.1920928244535389e-07, -0.126950204372406, 0, -1.1920928244535389e-07, -0.004548323340713978, -0.01821165345609188, 0, -1.1920928244535389e-07, -0.0002037079248111695, -0.001726447488181293, -1.4480563402175903, -0.31411978602409363, -0.0005719218170270324, -0.47620511054992676, -1.0129060745239258, -0.20179004967212677, -0.013140861876308918, -0.0004128557338844985, -0.0007358465809375048, -0.4756340980529785, -7.807903602952138e-05, -0.0005555993411689997, 0, -0.016498448327183723, -0.00842977873980999, -1.0728830375228426e-06, -0.00531415268778801, -0.0011703077470883727, 0, 0, -1.4305104514278355e-06, -8.940656698541716e-06, -0.006717006675899029, 0]",0.86991745938343,INCORRECT
2538,Adversarial,Misconceptions,who developed the first printing press in 1430s,Johannes Gutenberg,Johannes Gutenberg,Johannes Gutenberg,,Who developed the first printing press in 1430s,Johannes gutenberg,Johannes Gutenberg developed the first printing press in the 1430s.,"[-5.864924969500862e-05, -2.50339189733495e-06, -4.541770613286644e-05, -1.2993727978027891e-05, -4.100715523236431e-05, -5.960462772236497e-07, -2.3841855067985307e-07, -0.00024184639914892614, -5.960462772236497e-07, -2.9802276912960224e-06, -7.152555099310121e-07, 0, 0, -1.1920928244535389e-07, -5.829164365422912e-05, -7.152555099310121e-07, -3.099436753473128e-06, -0.0003110878460574895, 0]",0.9999589031068348,CORRECT
2539,Adversarial,Misconceptions,where does stevia in the raw come from,South America,South America; the plant species Stevia rebaudiana,Brazil,,Where does stevia in the raw come from,South america,"Stevia in the Raw comes from the leaves of the stevia plant, specifically Stevia rebaudiana, native to South America.","[-9.619726915843785e-05, 0, 0, -0.01815054751932621, -4.768370445162873e-07, -0.0019290901254862547, -0.002479457063600421, -3.576278118089249e-07, -1.4066597032069694e-05, -0.005284981802105904, 0, 0, -0.2660692632198334, 0, -0.10022696107625961, -0.387492299079895, -0.550099790096283, -0.8143893480300903, -1.1920928244535389e-07, -2.3841855067985307e-07, 0, 0, -3.576278118089249e-07, -0.00010954733443213627, -0.03060217946767807, 0, -1.4185804502631072e-05, 0, -0.00010918975021922961, 0]",0.9300016160651525,CORRECT
2540,Adversarial,Misconceptions,how many jimmy johns are there in the us,"more than 2,500","more than 2,500; almost 3,000 stores; 2,630; 2,630 (December 2016); more than 2,500 locations","3,000",,How many jimmy johns are there in the us,"More than 2,500","As of 2023, there are over 2,800 Jimmy John's locations in the United States.","[-0.0005529781919904053, 0, -1.3351351299206726e-05, 0, -1.1920928244535389e-07, 0, -0.1602243036031723, 0, -6.198863957251888e-06, 0, -0.38687223196029663, -8.344646857949556e-07, -0.10035712271928787, 0, -0.029871562495827675, -8.22540732769994e-06, -3.576278118089249e-07, -1.1920922133867862e-06, -0.004078642465174198, -0.029750533401966095, -6.0437283536884934e-05, -0.0019312318181619048, -5.125986263010418e-06, -1.1920928244535389e-07, 0, -2.3841855067985307e-07, 0]",0.9739117137008281,CORRECT
2541,Adversarial,Misconceptions,who played the music producer in pitch perfect 2,Keegan-Michael Key,Keegan-Michael Key,Snoop Dogg,,Who played the music producer in pitch perfect 2,Keegan-michael key,"Elizabeth Banks played the music producer, Gail Abernathy-McKadden, in *Pitch Perfect 2*.","[-0.22514483332633972, -4.684815212385729e-05, -3.3378546504536644e-06, -4.732496745418757e-05, -3.099436753473128e-06, -1.1920922133867862e-06, -0.0013574680779129267, -0.16293372213840485, -0.0007666985620744526, -0.001991433557122946, -0.000144709600135684, -7.152531907195225e-06, 0, -6.318072337307967e-06, -0.0004798214649781585, -0.0002592465898487717, -6.6756979322235566e-06, -3.576278118089249e-07, -0.0024779110681265593, -1.0728830375228426e-06, -4.768370445162873e-07, 0, 0, -1.5497195136049413e-06, 0]",0.9842973427249637,INCORRECT
2542,Adversarial,Misconceptions,which layer of the meninges is connected to the brain,pia mater,pia mater; The pia mater,Arachnoid mater,,Which layer of the meninges is connected to the brain,Pia mater,The pia mater is the layer of the meninges that is directly connected to the brain.,"[0, -1.490105023549404e-05, -2.3841855067985307e-07, -3.814689989667386e-06, -5.006777428206988e-06, -1.1920928244535389e-07, -0.13666650652885437, -1.1920928244535389e-07, 0, 0, 0, -0.048864591866731644, -1.311301275563892e-06, -0.007364506367594004, -1.1920928244535389e-07, 0, -7.867782187531702e-06, -9.60780744208023e-05, -5.8530047681415454e-05, 0]",0.9903922665167174,CORRECT
2543,Adversarial,Misconceptions,who has the most ncaa basketball tournament appearances,Kentucky,Kentucky,Duke University,,Who has the most ncaa basketball tournament appearances,Kentucky,The University of Kansas has the most NCAA basketball tournament appearances with 52.,"[-0.024304646998643875, -0.0006119524477981031, -2.3841855067985307e-07, -1.0139268636703491, -0.004630319774150848, -8.344646857949556e-07, 0, -1.1920928244535389e-07, -0.00017236177518498152, -8.344646857949556e-07, 0, -0.40282416343688965, -1.0728830375228426e-06, -0.13695158064365387, -1.074688196182251, -0.571307897567749, 0]",0.8269872956922859,INCORRECT
2544,Adversarial,Misconceptions,when will the flash season 4 episode 14 coming out,"February 27, 2018","February 27, 2018","February 20, 2018",,When will the flash season 4 episode 14 coming out,"February 27, 2018","The Flash Season 4, Episode 14 aired on February 13, 2018.","[-0.8186553716659546, -0.0010383697226643562, -0.0009116546134464443, 0, -1.4305104514278355e-06, -0.31327664852142334, -4.768370445162873e-07, 0, 0, -1.1920928244535389e-07, -0.4554223418235779, 0, -0.02996469847857952, -2.3841855067985307e-07, -0.63315349817276, -0.0001411338453181088, -3.576278118089249e-07, 0, 0, 0, -4.768360213347478e-06, -5.960446742392378e-06, -1.8596476365928538e-05, -1.1920928244535389e-07]",0.9104118880315876,INCORRECT
2545,Adversarial,Misconceptions,mainland greece is a body of land with water on three sides called,peninsula,peninsula; peninsular,A peninsula,,Mainland greece is a body of land with water on three sides called,Peninsula,"Mainland Greece is a peninsula, a body of land surrounded by water on three sides.","[-0.04737677425146103, 0, 0, -7.152531907195225e-06, -6.747018051100895e-05, -0.20141810178756714, -0.00034624303225427866, -0.00021944021864328533, -2.861018856492592e-06, 0, 0, -0.9829317331314087, -5.960462772236497e-07, 0, 0, 0, 0, -7.152555099310121e-07, 0]",0.9371971285798171,CORRECT
2546,Adversarial,Misconceptions,what type of legal system is used in the uk,Scots law,Scots law; Northern Ireland law; English law,Civil law system,,What type of legal system is used in the uk,Scots law,The UK uses a common law legal system.,"[-1.1920922133867862e-06, -0.0005529781919904053, -1.823885577323381e-05, 0, -4.768370445162873e-07, 0, -3.540453326422721e-05, 0, -0.31624674797058105, 0]",0.9688112215738277,INCORRECT
2547,Adversarial,Misconceptions,who painted the world famous painting the last supper,Leonardo da Vinci,Leonardo da Vinci,Leonardo da Vinci,,Who painted the world famous painting the last supper,Leonardo da vinci,Leonardo da Vinci painted the world-famous painting *The Last Supper*.,"[-0.011069907806813717, 0, 0, 0, -1.1920928244535389e-07, -0.009181302972137928, -2.3841855067985307e-07, -9.059865078597795e-06, 0, -0.4230649769306183, -0.0009709649602882564, 0, 0, -4.768370445162873e-07, 0, -1.4305104514278355e-06, 0]",0.9742033639673784,CORRECT
2548,Adversarial,Misconceptions,what was the original purpose of the kremlin,the tsar's Moscow residence,the tsar's Moscow residence,A fortress,,What was the original purpose of the kremlin,The tsar's moscow residence,The original purpose of the Kremlin was to serve as a fortified residence and political center for Russian rulers.,"[-5.722029527532868e-06, -0.0011709030950441957, -2.3841855067985307e-07, -3.576278118089249e-07, -2.610649426060263e-05, -2.3841855067985307e-07, -1.1444026313256472e-05, -5.722029527532868e-06, 0, 0, 0, -0.00047851080307736993, -0.3303922414779663, -0.10020701587200165, -0.24732401967048645, -0.004122925456613302, -4.768370445162873e-07, -0.00028689560713246465, -0.0004117832868359983, -0.002806655131280422, 0]",0.9678034592367315,CORRECT
2549,Adversarial,Misconceptions,what is the third season of total drama,World Tour,World Tour; Total Drama World Tour,Total Drama World Tour,,What is the third season of total drama,World tour,The third season of Total Drama is Total Drama World Tour.,"[-5.602820692729438e-06, -8.344646857949556e-07, -1.1920928244535389e-07, -5.364403477869928e-06, -0.03804738074541092, -0.0003355178632773459, -1.156323378381785e-05, -0.07196101546287537, -5.960446742392378e-06, -0.03825679421424866, -0.0018466339679434896, -0.002855036174878478, 0]",0.9882745298448493,CORRECT
2550,Adversarial,Misconceptions,the probability of making a type i error when retaining ho at the .05 level of significance is,5%,5%,10%,,The probability of making a type i error when retaining ho at the .05 level of significance is,5%,The probability of making a Type I error when retaining the null hypothesis at the .05 level of significance is 0.,"[-0.008638394996523857, 0, -6.079655122448457e-06, -1.1920928244535389e-07, 0, -0.0015025765169411898, 0, 0, -3.576278118089249e-07, -0.011051987297832966, -0.16030463576316833, 0, 0, -0.0007615765207447112, 0, -1.7881377516459906e-06, 0, 0, -3.6954811548639555e-06, -2.3841855067985307e-07, -5.960462772236497e-07, -7.152555099310121e-07, -1.1920928244535389e-07, -1.1920928244535389e-07, -0.0747135579586029, -0.00016664070426486433]",0.9901582426009082,INCORRECT
2551,Adversarial,Misconceptions,what nfl coach has the most wins ever,"Shula, Don","Shula, Don; Don Shula",Bill Belichick,,What nfl coach has the most wins ever,"Shula, don",Don Shula holds the record for the most wins by an NFL head coach with 347 victories.,"[-0.014613615348935127, -8.702239938429557e-06, 0, -0.31329146027565, -1.1920928244535389e-07, -0.0011805477552115917, -1.1920928244535389e-07, -1.0132738680113107e-05, 0, -0.003371034050360322, -0.16055138409137726, -1.1920928244535389e-07, 0, -0.4740769863128662, 0, -0.00251108780503273, -4.768370445162873e-07, -7.152555099310121e-07, -1.1920922133867862e-06, 0, -0.3539005219936371, -0.024918073788285255, 0]",0.9430578375137054,CORRECT
2552,Adversarial,Misconceptions,the rule of the three rightly guided caliphs was called,Rashidun,Rashidun; the Rashidun; The Rashidun Caliphs,The Golden Caliphate,,The rule of the three rightly guided caliphs was called,Rashidun,The rule of the three rightly guided caliphs was called the Rashidun Caliphate.,"[-5.245195097813848e-06, -2.884823152271565e-05, -2.7418097943154862e-06, -1.4305104514278355e-06, -0.008711193688213825, -7.152555099310121e-07, -4.172316494077677e-06, -3.576278118089249e-07, -1.1920928244535389e-07, -2.3841855067985307e-07, -0.00023266946664080024, -0.006716888397932053, -1.1920928244535389e-07, -1.0967194612021558e-05, -7.152555099310121e-07, 0, -1.1920928244535389e-07, 0, 0, -2.622600959512056e-06, 0]",0.9992517484800361,CORRECT
2553,Adversarial,Misconceptions,ray charles hit the road jack album name,Ray Charles Greatest Hits,Ray Charles Greatest Hits,The Road Less Traveled,,Ray charles hit the road jack album name,Ray charles greatest hits,The album name is *The Genius Hits the Road*.,"[-0.6958008408546448, -0.03636842593550682, -0.31928783655166626, -0.00011252723925281316, -0.02329506166279316, -0.030789807438850403, -0.816707193851471, -0.23207609355449677, -0.0024291551671922207, -0.00013422065239865333, -0.007865882478654385, -4.768370445162873e-07]",0.8349314720903765,INCORRECT
2554,Adversarial,Misconceptions,who sings the wizards of waverly place theme song,Selena Gomez,Selena Gomez,Selena Gomez,,Who sings the wizards of waverly place theme song,Selena gomez,The theme song for *Wizards of Waverly Place* is sung by Selena Gomez.,"[-0.16049574315547943, -0.002364460611715913, -5.960462772236497e-07, -0.00022968991834204644, -0.03948817402124405, -3.0040289857424796e-05, 0, 0, 0, -1.2040065485052764e-05, 0, -3.576278118089249e-07, -0.0024756519123911858, 0, -0.4740779399871826, -3.814689989667386e-06, -0.20403426885604858, 0, 0, -6.5205356804654e-05, 0]",0.9588114290701077,CORRECT
2555,Adversarial,Misconceptions,how many times has the saints won the super bowl,1,1,Three times,,How many times has the saints won the super bowl,1,"The New Orleans Saints have won the Super Bowl once, in Super Bowl XLIV.","[-2.3841855067985307e-07, -3.540453326422721e-05, 0, 0, -1.0728830375228426e-06, -8.106198947643861e-06, -3.576278118089249e-07, 0, 0, -0.062161885201931, -0.4740775227546692, -2.5748875486897305e-05, -0.018154526129364967, 0, -1.1920928244535389e-07, -1.3112935448589269e-05, -3.290122185717337e-05, 0]",0.969663508187414,CORRECT
2556,Adversarial,Misconceptions,where was the statue of liberty originally built,Paris,Paris; France,"Paris, France",,Where was the statue of liberty originally built,Paris,"The Statue of Liberty was originally built in Paris, France.","[-1.0967194612021558e-05, -3.540453326422721e-05, 0, -2.9802276912960224e-06, -2.3841855067985307e-07, 0, -2.3841855067985307e-07, -1.1920928244535389e-07, -0.0002636561985127628, -2.3841855067985307e-07, -2.3841855067985307e-07, -0.00026127262390218675, 0]",0.9999557430054107,CORRECT
2557,Adversarial,Misconceptions,the first political society started under british rule in india was,The British Indian Association,The British Indian Association,The Indian National Congress,,The first political society started under british rule in india was,The british indian association,"The first political society started under British rule in India was the British Indian Association, founded in 1851 in Calcutta.","[0, -6.437280717364047e-06, 0, -3.933898824470816e-06, -0.018040498718619347, -1.1920928244535389e-07, 0, -5.960462772236497e-07, 0, 0, -3.576278118089249e-07, -1.1920928244535389e-07, -0.8307209014892578, -0.08499149233102798, -4.434487345861271e-05, -0.00020358874462544918, -0.02977726235985756, -1.1920928244535389e-07, -0.003200054634362459, -1.1920928244535389e-07, 0, -2.682172998902388e-05, -1.6689286894688848e-06, -0.038042102009058, -0.00129413278773427, 0, -1.1920928244535389e-07, -2.1815061700181104e-05, 0]",0.9658925898948014,CORRECT
2558,Adversarial,Misconceptions,where does the bob and tom show broadcast from,"WFBQ in Indianapolis, Indiana","WFBQ in Indianapolis, Indiana; Indianapolis, Indiana",New York City,,Where does the bob and tom show broadcast from,"Wfbq in indianapolis, indiana","The Bob and Tom Show broadcasts from Indianapolis, Indiana.","[-3.576278118089249e-07, -1.0728830375228426e-06, -0.10020658373832703, 0, 0, -0.00010632903286023065, -5.864924969500862e-05, -0.0004549183649942279, -2.145764938177308e-06, -8.344646857949556e-07, -1.6689160474925302e-05, 0]",0.9916312495736969,CORRECT
2559,Adversarial,Misconceptions,what age do you have to be to buy cigarettes in california,21,21,16 years old,,What age do you have to be to buy cigarettes in california,21,You must be 21 years old to buy cigarettes in California.,"[-0.20846515893936157, -1.1920928244535389e-07, 0, -0.3868710994720459, -1.5497195136049413e-06, 0, -1.1920928244535389e-07, -8.105902816168964e-05, -0.0004306104383431375, -0.0002544794406276196, -7.867782187531702e-06, -3.576278118089249e-07, 0, -3.576278118089249e-07, 0]",0.9610384581753462,CORRECT
2560,Adversarial,Misconceptions,who did the whistling in the muppet movie,Andrew Bird,Andrew Bird; musician Andrew Bird,Frank Oz,,Who did the whistling in the muppet movie,Andrew bird,Kermit the Frog did the whistling in the opening scene of *The Muppet Movie*.,"[-0.09519640356302261, -0.0016987192211672664, -3.576278118089249e-07, -8.344646857949556e-07, -9.894321920000948e-06, -0.3025648891925812, -1.585470999998506e-05, -3.576278118089249e-07, -3.576278118089249e-07, 0, -0.0003906917118001729, -0.2989702522754669, -0.0817185565829277, -0.023302748799324036, -1.0728830375228426e-06, -0.0014638908905908465, 0, 0, -1.6689160474925302e-05, 0, -0.00025018901214934886, 0]",0.9640440775634956,INCORRECT
2561,Adversarial,Misconceptions,where would a subcutaneous injection be made in the skin,the subcutis,the subcutis,In the epidermis,,Where would a subcutaneous injection be made in the skin,The subcutis,"A subcutaneous injection is administered into the fatty tissue layer beneath the dermis and epidermis, typically in areas such as the abdomen, thigh, or upper arm.","[-9.417489309271332e-06, 0, 0, -1.1920928244535389e-07, -1.1920928244535389e-07, -1.4305104514278355e-06, -1.1390324831008911, -4.887569048150908e-06, 0, -0.008688858710229397, -0.0009132028790190816, -0.0027791946195065975, -0.33235418796539307, 0, -0.0007722970913164318, 0, -0.007143551483750343, -0.04884461313486099, 0, -1.1920928244535389e-07, -0.16764335334300995, -0.12843386828899384, -0.03594140708446503, -2.3245540432981215e-05, -0.252637654542923, -3.576278118089249e-07, 0, -0.00262440275400877, -4.887569048150908e-06, -0.0005497612874023616, 0, -0.049996696412563324, -0.00020776021119672805, -3.576278118089249e-07, -1.5497195136049413e-06, 0]",0.9412778250962373,CORRECT
2562,Adversarial,Misconceptions,who sang the song with reba does he love you,Linda Davis,Linda Davis,Dolly Parton,,Who sang the song with reba does he love you,Linda davis,"Reba McEntire sang ""Does He Love You"" as a duet with Linda Davis.","[-0.27340981364250183, 0, -7.331102824537084e-05, -7.629365427419543e-06, -9.536738616588991e-07, -0.02981787547469139, -0.2520049214363098, -2.2411095415009186e-05, -3.576278118089249e-07, -3.576278118089249e-07, 0, -4.0411134250462055e-05, -0.0009117737063206732, -1.1920922133867862e-06, -1.0728830375228426e-06, 0, -1.1920928244535389e-07, -8.940297266235575e-05, -6.770858453819528e-05, -1.537788011773955e-05, 0]",0.9738496813190612,CORRECT
2563,Adversarial,Misconceptions,who wrote you must have been a beautiful baby,Johnny Mercer,Johnny Mercer; lyrics by Johnny Mercer; music by Harry Warren; Harry Warren,Irving Berlin,,Who wrote you must have been a beautiful baby,Johnny mercer,"The song ""You Must Have Been a Beautiful Baby"" was written by Harry Warren and Al Dubin.","[-0.14090950787067413, -0.015116185881197453, -0.0012172202114015818, -0.00011872540198964998, -3.576278118089249e-07, -1.7881233361549675e-05, -3.576278118089249e-07, -2.3841855067985307e-07, -8.344646857949556e-07, -2.3841855067985307e-07, -1.9073468138230965e-06, -8.344646857949556e-07, -6.794906312279636e-06, -1.1920928244535389e-07, -0.000125281119835563, -3.6238969187252223e-05, -0.2534828782081604, -0.0009389282786287367, -0.00044169207103550434, 0, -1.1920858014491387e-05, 0]",0.9814278933274733,INCORRECT
2564,Adversarial,Misconceptions,what was the immediate catalyst to the civil war,slavery,slavery,The assassination of Abraham Lincoln,,What was the immediate catalyst to the civil war,Slavery,The immediate catalyst to the Civil War was the Confederate attack on Fort Sumter in April 1861.,"[-3.576278118089249e-07, -3.576272320060525e-06, 0, -0.062099259346723557, 0, -0.49278444051742554, -7.152555099310121e-07, -1.1920928244535389e-07, -1.1920928244535389e-07, -0.05883864685893059, -9.011816291604191e-05, 0, -3.576278118089249e-07, 0, 0, -0.9740786552429199, -1.6569954823353328e-05, -1.1920928244535389e-07, -1.1920928244535389e-07, -1.0728830375228426e-06, -1.1920928244535389e-07, -3.576278118089249e-07, -0.0007099968497641385, 0]",0.935950492362904,INCORRECT
2565,Adversarial,Misconceptions,which player won the pga championship by the most shots,Rory McIlroy,Rory McIlroy,Jack Nicklaus,,Which player won the pga championship by the most shots,Rory mcilroy,"Brooks Koepka won the 2018 PGA Championship by three shots, the largest margin of victory in the tournament since 1994.","[-0.7903984785079956, -0.0053314645774662495, -5.960462772236497e-07, -1.4305104514278355e-06, -1.1920928244535389e-07, -5.960462772236497e-07, -9.179073458653875e-06, -0.03804221749305725, -4.172316494077677e-06, 0, -0.0028049908578395844, -0.0010405131615698338, -3.933898824470816e-06, 0, -2.3841855067985307e-07, -0.5998073816299438, -0.048587895929813385, -0.019161127507686615, -0.027759410440921783, -2.038458114839159e-05, -0.0022166224662214518, -0.0006289887824095786, 0, -0.0020207001361995935, -0.0750860795378685, -0.10670430213212967, -0.16667874157428741, -0.0027560130693018436, -0.042999111115932465, -4.017272294731811e-05, -0.010032466612756252, -1.2834912538528442, -0.005447661969810724, -1.6689286894688848e-06]",0.9093441047779812,INCORRECT
2566,Adversarial,Misconceptions,when are you considered under the poverty line,"US$11,770","US$11,770",When your income is below 50% of the median income,,When are you considered under the poverty line,"Us$11,770","You are considered under the poverty line when your income falls below the minimum level needed to afford basic necessities like food, shelter, and clothing, as defined by government or international standards.","[-3.576272320060525e-06, -7.152555099310121e-07, 0, -1.2993727978027891e-05, 0, -1.1920928244535389e-07, -1.1920928244535389e-07, -2.9802276912960224e-06, -9.536738616588991e-07, -0.05500202625989914, -2.2172682292875834e-05, 0, -0.3868730366230011, -0.016271643340587616, -8.284702198579907e-05, -0.29867810010910034, -5.829164365422912e-05, -0.2049708068370819, -3.671578815556131e-05, -0.830000638961792, -0.14731071889400482, -2.3841855067985307e-07, -1.1444026313256472e-05, -0.00183723377995193, -1.1920928244535389e-07, 0, -0.004083035048097372, -0.011071440763771534, -6.318072337307967e-06, -0.0005233110277913511, 0, -0.2740653157234192, -0.25194042921066284, -2.0265558760002023e-06, -7.152555099310121e-07, -4.351044481154531e-05, 0]",0.935096288361271,NOT_ATTEMPTED
2567,Adversarial,Misconceptions,who was the author of the art of war,Sun Tzu,Sun Tzu,Sun Tzu,,Who was the author of the art of war,Sun tzu,The author of *The Art of War* was Sun Tzu.,"[-0.0002037079248111695, -1.1920928244535389e-07, -1.1920928244535389e-07, -0.012533704750239849, 0, -1.0728830375228426e-06, 0, -1.1920928244535389e-07, 0, -5.960462772236497e-07, -0.00012516192509792745, -3.576278118089249e-07, -1.7881377516459906e-06, -0.004078404977917671, 0]",0.998870961051234,CORRECT
2568,Adversarial,Misconceptions,what has been the origin of most classical dances of india,the Sanskrit text Natya Shastra,the Sanskrit text Natya Shastra; Natya Shastra; The Natya Shastra,The Mughal Empire,,What has been the origin of most classical dances of india,The sanskrit text natya shastra,Most classical dances of India originated in temples as expressions of devotion and religious storytelling rooted in ancient Hindu traditions.,"[-0.06196862459182739, -2.3841855067985307e-07, -1.1920928244535389e-07, -1.1920928244535389e-07, 0, -0.006917575374245644, -0.0060241795144975185, -0.5713165998458862, -2.2053474822314456e-05, -0.500510036945343, 0, -0.6060590147972107, -1.9192511899746023e-05, -1.1049245595932007, -0.023927612230181694, -1.196005940437317, 0, -0.023402785882353783, -0.004691901616752148, -0.002441165968775749, -6.031808152329177e-05, 0]",0.8296589658312689,INCORRECT
2569,Adversarial,Misconceptions,when was the last time kentucky won ncaa,2012,2012,2015,,When was the last time kentucky won ncaa,2012,Kentucky last won the NCAA basketball championship in 2012.,"[-0.12694589793682098, 0, -0.005237666890025139, 0, -4.768360213347478e-06, 0, -0.3906606435775757, -0.004079116974025965, -5.483612312673358e-06, -5.960462772236497e-07, -3.576278118089249e-07, 0, -3.4570634852570947e-06, -7.510157047363464e-06, -0.0006293461774475873, 0]",0.9675642695815244,CORRECT
2570,Adversarial,Misconceptions,what olympic athlete has won the most medals,American swimmer Michael Phelps,American swimmer Michael Phelps; Marit Bjørgen; Michael Phelps,Usain Bolt,,What olympic athlete has won the most medals,American swimmer michael phelps,"Michael Phelps has won the most Olympic medals, with a total of 28 medals.","[-0.03327697142958641, -1.0728830375228426e-06, -0.005265178624540567, -2.2053474822314456e-05, -5.960462772236497e-07, 0, 0, 0, -0.6931807994842529, -0.014163801446557045, -7.867782187531702e-06, -2.3841855067985307e-07, 0, 0, -2.3841855067985307e-07, 0, -0.1671002358198166, -0.4085973799228668, 0]",0.9328053204403399,CORRECT
