Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
3271,Adversarial,Misconceptions,what awards did the curious case of benjamin button win,Best Makeup,Best Makeup; Best Visual Effects; Best Art Direction,"Best Picture, Best Director",,What awards did the curious case of benjamin button win,Best makeup,"{""answer"":""The Curious Case of Benjamin Button won 3 Academy Awards (Best Art Direction, Best Makeup, Best Visual Effects) and also won BAFTA for Best Production Design and multiple critics' and guild awards among other nominations."",""confidence_score"":85}","The Curious Case of Benjamin Button won 3 Academy Awards (Best Art Direction, Best Makeup, Best Visual Effects) and also won BAFTA for Best Production Design and multiple critics' and guild awards among other nominations.",0.85,CORRECT
3272,Adversarial,Misconceptions,who had the longest tenure as moderator on meet the press,Tim Russert,Tim Russert,Tom Brokaw,,Who had the longest tenure as moderator on meet the press,Tim russert,"{
""answer"": ""Tim Russert, who served as moderator of Meet the Press from 1991 until his death in 2008 (17 years), had the longest tenure."", 
""confidence_score"": 95
}","Tim Russert, who served as moderator of Meet the Press from 1991 until his death in 2008 (17 years), had the longest tenure.",0.95,CORRECT
3273,Adversarial,Misconceptions,who sings it's my party and i cry if i want to,Lesley Gore,Lesley Gore,Madonna,,Who sings it's my party and i cry if i want to,Lesley gore,"{
""answer"": ""Lesley Gore sings 'It's My Party' (released 1963)."",
""confidence_score"": 100
}",Lesley Gore sings 'It's My Party' (released 1963).,1.0,CORRECT
3274,Adversarial,Misconceptions,what is the minimum size of a udp datagram,8 bytes,8 bytes,16 bytes,,What is the minimum size of a udp datagram,8 bytes,"{""answer"":""The minimum UDP datagram size on the wire is 28 bytes (20-byte IPv4 header + 8-byte UDP header) — the UDP payload can be zero-length, but the UDP header itself is 8 bytes (for IPv6 the minimum on the wire is 48 bytes: 40-byte IPv6 header + 8-byte UDP header)."",""confidence_score"":95}","The minimum UDP datagram size on the wire is 28 bytes (20-byte IPv4 header + 8-byte UDP header) — the UDP payload can be zero-length, but the UDP header itself is 8 bytes (for IPv6 the minimum on the wire is 48 bytes: 40-byte IPv6 header + 8-byte UDP header).",0.95,CORRECT
3275,Adversarial,Misconceptions,who represents the insured in the investigation of a claim,Public adjusters,Public adjusters; Claims adjuster,Insurance Adjuster,,Who represents the insured in the investigation of a claim,Public adjusters,"The insured is represented by their insurance company’s claims adjuster or an appointed public adjuster/attorney (if one is retained) during the investigation of a claim. 
{
""answer"": ""The insured is represented by their insurance company’s claims adjuster or an appointed public adjuster or attorney if retained."",
""confidence_score"": 92
}",The insured is represented by their insurance company’s claims adjuster or an appointed public adjuster or attorney if retained.,0.92,INCORRECT
3276,Adversarial,Misconceptions,how long do former presidents get secret service protection,lifetime protection,lifetime protection; lifetime,15 years,,How long do former presidents get secret service protection,Lifetime protection,"Since 2013, former U.S. presidents receive lifetime Secret Service protection, while their spouses receive protection unless they remarry and their children are protected until age 16. 
{
""answer"": ""Since 2013, former U.S. presidents receive lifetime Secret Service protection, while their spouses receive protection unless they remarry and their children are protected until age 16."",
""confidence_score"": 95
}","Since 2013, former U.S. presidents receive lifetime Secret Service protection, while their spouses receive protection unless they remarry and their children are protected until age 16.",0.95,CORRECT
3277,Adversarial,Misconceptions,billy ocean when the going gets tough movie,The Jewel of the Nile,The Jewel of the Nile,The Jewel of the Nile,,Billy ocean when the going gets tough movie,The jewel of the nile,"{""answer"":""Billy Ocean sang the title song \""When the Going Gets Tough, the Tough Get Going,\"" which was the theme for the 1985 film The Jewel of the Nile (not the earlier film Romancing the Stone)."",""confidence_score"":85}","Billy Ocean sang the title song \""When the Going Gets Tough, the Tough Get Going,\"" which was the theme for the 1985 film The Jewel of the Nile (not the earlier film Romancing the Stone).",0.85,CORRECT
3278,Adversarial,Misconceptions,when did united states enter world war i,April 1917,April 1917,1916,,When did united states enter world war i,April 1917,"{
""answer"": ""The United States entered World War I on April 6, 1917, when Congress declared war on Germany."",
""confidence_score"": 100
}","The United States entered World War I on April 6, 1917, when Congress declared war on Germany.",1.0,CORRECT
3279,Adversarial,Misconceptions,most home runs by 2 teammates in a season,115,115; a combined 115 home runs; Roger Maris; Mickey Mantle,"Babe Ruth and Lou Gehrig, 115",,Most home runs by 2 teammates in a season,115,"{""answer"":""In MLB history, the record for most home runs by two teammates in a single season is 107, set in 2001 by Barry Bonds (73) and Jeff Kent (44) of the San Francisco Giants."",""confidence_score"":85}","In MLB history, the record for most home runs by two teammates in a single season is 107, set in 2001 by Barry Bonds (73) and Jeff Kent (44) of the San Francisco Giants.",0.85,INCORRECT
3280,Adversarial,Misconceptions,all of the states in the northeast region,New Hampshire,New Hampshire; Maine; Rhode Island; Pennsylvania; Vermont; New York; Connecticut; New Jersey; Massachusetts,"Maine, Vermont, New Hampshire, Massachusetts, Rhode Island, Connecticut, New York, Pennsylvania, New Jersey",,All of the states in the northeast region,New hampshire,"{
""answer"": ""The U.S. Census Bureau defines the Northeast region as nine states: Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, and Pennsylvania."",
""confidence_score"": 95
}","The U.S. Census Bureau defines the Northeast region as nine states: Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, and Pennsylvania.",0.95,INCORRECT
3281,Adversarial,Misconceptions,make it or break it who goes to the olympics,Payson,Payson; Jordan; Lauren; Colleen; Kaylie,"Emily Kmetko, Lauren Tanner, Payson Keeler",,Make it or break it who goes to the olympics,Payson,"""Make It or Break It"" is a fictional TV drama about U.S. elite junior gymnasts vying for spots on the national team and international competition, but it does not depict real Olympic team selections. 

{
""answer"": ""Make It or Break It is a fictional TV drama about U.S. elite junior gymnasts vying for spots on the national team and international competition, but it does not depict real Olympic team selections."",
""confidence_score"": 90
}","Make It or Break It is a fictional TV drama about U.S. elite junior gymnasts vying for spots on the national team and international competition, but it does not depict real Olympic team selections.",0.9,NOT_ATTEMPTED
3282,Adversarial,Misconceptions,when was the r10+20 summit in rio de janeiro held,June 2012,June 2012; 13 to 22 June 2012,2005,,When was the r10+20 summit in rio de janeiro held,June 2012,"{""answer"":""The RIO+20 (United Nations Conference on Sustainable Development) summit in Rio de Janeiro was held on June 20–22, 2012."",""confidence_score"":98}","The RIO+20 (United Nations Conference on Sustainable Development) summit in Rio de Janeiro was held on June 20–22, 2012.",0.98,CORRECT
3283,Adversarial,Misconceptions,who sold out jesus for 30 pieces of silver,Judas Iscariot,Judas Iscariot,Peter,,Who sold out jesus for 30 pieces of silver,Judas iscariot,"{
""answer"": ""Judas Iscariot sold out Jesus for thirty pieces of silver."",
""confidence_score"": 100
}",Judas Iscariot sold out Jesus for thirty pieces of silver.,1.0,CORRECT
3284,Adversarial,Misconceptions,who has the most 70 point games in nba history,Wilt Chamberlain*,"Wilt Chamberlain*; Wilt Chamberlain; Booker, Devin; Chamberlain, Wilt",Michael Jordan,,Who has the most 70 point games in nba history,Wilt chamberlain*,"{
""answer"": ""Wilt Chamberlain holds the most 70-point games in NBA history with six such games."",
""confidence_score"": 95
}",Wilt Chamberlain holds the most 70-point games in NBA history with six such games.,0.95,CORRECT
3285,Adversarial,Misconceptions,where can tight junctions be found in the body,Internal epithelia,Internal epithelia; the cytoskeletons of adjacent cells,Kidneys,,Where can tight junctions be found in the body,Internal epithelia,"{
""answer"": ""Tight junctions are found in epithelial and endothelial cell layers throughout the body—such as the intestinal epithelium, blood–brain barrier endothelium, renal tubules, and the epidermis—where they seal cell–cell contacts to regulate paracellular transport and maintain barrier function."",
""confidence_score"": 95
}","Tight junctions are found in epithelial and endothelial cell layers throughout the body—such as the intestinal epithelium, blood–brain barrier endothelium, renal tubules, and the epidermis—where they seal cell–cell contacts to regulate paracellular transport and maintain barrier function.",0.95,CORRECT
3286,Adversarial,Misconceptions,who plays jimmy's mom in 8 mile,Kim Basinger,Kim Basinger,Susan Sarandon,,Who plays jimmy's mom in 8 mile,Kim basinger,"{
""answer"": ""Jimmy's mom (Stephanie Smith) in 8 Mile is played by Kimberly Elise."",
""confidence_score"": 95
}",Jimmy's mom (Stephanie Smith) in 8 Mile is played by Kimberly Elise.,0.95,INCORRECT
3287,Adversarial,Misconceptions,who plays the dad in malcom in the middle,Bryan Cranston,Bryan Cranston,Tim Allen,,Who plays the dad in malcom in the middle,Bryan cranston,"{
""answer"": ""Bryan Cranston plays the dad (Hal) in Malcolm in the Middle."",
""confidence_score"": 100
}",Bryan Cranston plays the dad (Hal) in Malcolm in the Middle.,1.0,CORRECT
3288,Adversarial,Misconceptions,who won the ladies ice skating in the olympics,Alina Zagitova,Alina Zagitova,Tara Lipinski,,Who won the ladies ice skating in the olympics,Alina zagitova,"{""answer"":""There is no single answer without a specified year—different Olympics have different ladies' (women's) singles figure skating champions (e.g., 2022: Anna Shcherbakova, 2018: Alina Zagitova, 2014: Adelina Sotnikova, 2010: Yuna Kim)."",""confidence_score"":85}","There is no single answer without a specified year—different Olympics have different ladies' (women's) singles figure skating champions (e.g., 2022: Anna Shcherbakova, 2018: Alina Zagitova, 2014: Adelina Sotnikova, 2010: Yuna Kim).",0.85,INCORRECT
3289,Adversarial,Misconceptions,the length and direction of a straight line between two locations or positions,displacement,displacement,Vector distance,,The length and direction of a straight line between two locations or positions,Displacement,"{""answer"":""That is the vector displacement (or simply 'displacement'), which specifies both the straight-line distance and direction from one position to another."",""confidence_score"":95}","That is the vector displacement (or simply 'displacement'), which specifies both the straight-line distance and direction from one position to another.",0.95,CORRECT
3290,Adversarial,Misconceptions,converting stereo signal to mono signal is called,Panning,Panning,Stereophonic reduction,,Converting stereo signal to mono signal is called,Panning,"{
""answer"": ""Converting a stereo signal to a mono signal is called downmixing (or summing to mono)."",
""confidence_score"": 95
}",Converting a stereo signal to a mono signal is called downmixing (or summing to mono).,0.95,INCORRECT
3291,Adversarial,Misconceptions,what is the system of government in japan,constitutional monarchy,constitutional monarchy,Constitutional Monarchy,,What is the system of government in japan,Constitutional monarchy,"{
""answer"": ""Japan is a constitutional monarchy with a parliamentary government (a unitary state where the Emperor is a ceremonial head of state and executive power is exercised by the Prime Minister and the Cabinet under a bicameral Diet)."",
""confidence_score"": 95
}",Japan is a constitutional monarchy with a parliamentary government (a unitary state where the Emperor is a ceremonial head of state and executive power is exercised by the Prime Minister and the Cabinet under a bicameral Diet).,0.95,CORRECT
3292,Adversarial,Misconceptions,what dynasty completed the great wall of china,Qin,Qin; Ming dynasty; Qing,Han Dynasty,,What dynasty completed the great wall of china,Qin,"{""answer"":""The Ming Dynasty is credited with completing and building the most well-preserved sections of the Great Wall of China."",""confidence_score"":90}",The Ming Dynasty is credited with completing and building the most well-preserved sections of the Great Wall of China.,0.9,INCORRECT
3293,Adversarial,Misconceptions,where is union station in washington dc located,50 Massachusetts Avenue NE,50 Massachusetts Avenue NE,50 Massachusetts Ave NE,,Where is union station in washington dc located,50 massachusetts avenue ne,"{
""answer"": ""Union Station is located at 50 Massachusetts Ave NE, Washington, D.C., at the intersection of Massachusetts Avenue and First Street NE, just northeast of the U.S. Capitol."",
""confidence_score"": 95
}","Union Station is located at 50 Massachusetts Ave NE, Washington, D.C., at the intersection of Massachusetts Avenue and First Street NE, just northeast of the U.S. Capitol.",0.95,CORRECT
3294,Adversarial,Misconceptions,who sings song at the end of beauty and the beast,Josh Groban,Josh Groban,Celine Dion,,Who sings song at the end of beauty and the beast,Josh groban,"{""answer"":""The song at the end of Disney’s animated Beauty and the Beast (1991) — the reprise of “Beauty and the Beast” — is sung by Angela Lansbury (as Mrs. Potts) in the film, and the pop single version that plays during the end credits is sung by Celine Dion and Peabo Bryson."",""confidence_score"":85}","The song at the end of Disney’s animated Beauty and the Beast (1991) — the reprise of “Beauty and the Beast” — is sung by Angela Lansbury (as Mrs. Potts) in the film, and the pop single version that plays during the end credits is sung by Celine Dion and Peabo Bryson.",0.85,INCORRECT
3295,Adversarial,Misconceptions,super robot monkey team hyperforce go fighting games,Galactic Smash,Galactic Smash,Power Rangers: Battle for the Grid,,Super robot monkey team hyperforce go fighting games,Galactic smash,"{
""answer"": ""Yes — Super Robot Monkey Team Hyperforce Go! is an action-adventure animated TV series (2004–2006) created by Ciro Nieli about a boy named Chiro who leads five robot monkeys to defend the planet Shuggazoom and has inspired various fan-made and licensed fighting-style games, though no major commercial fighting-game franchise exists for the series."",
""confidence_score"": 85
}","Yes — Super Robot Monkey Team Hyperforce Go! is an action-adventure animated TV series (2004–2006) created by Ciro Nieli about a boy named Chiro who leads five robot monkeys to defend the planet Shuggazoom and has inspired various fan-made and licensed fighting-style games, though no major commercial fighting-game franchise exists for the series.",0.85,NOT_ATTEMPTED
3296,Adversarial,Misconceptions,where did they film the show the crossing,"British Columbia, Canada","British Columbia, Canada","Vancouver, Canada",,Where did they film the show the crossing,"British columbia, canada","{
""answer"": ""The TV series The Crossing was primarily filmed in Vancouver and other locations in British Columbia, Canada."",
""confidence_score"": 90
}","The TV series The Crossing was primarily filmed in Vancouver and other locations in British Columbia, Canada.",0.9,CORRECT
3297,Adversarial,Misconceptions,who wrote lord have mercy on the working man,Kostas,Kostas,Johnny Cash,,Who wrote lord have mercy on the working man,Kostas,"{""answer"":""“Lord Have Mercy on the Working Man” was written by Don Barnes, Jeff Carlisi, and Frankie Sullivan of .38 Special."",""confidence_score"":92}","“Lord Have Mercy on the Working Man” was written by Don Barnes, Jeff Carlisi, and Frankie Sullivan of .38 Special.",0.92,INCORRECT
3298,Adversarial,Misconceptions,in which year was led zepplin refused entry into singapore because the band members had long hair,1972,1972,1972,,In which year was led zepplin refused entry into singapore because the band members had long hair,1972,"{""answer"":""Led Zeppelin were refused entry into Singapore in 1969."",""confidence_score"":80}",Led Zeppelin were refused entry into Singapore in 1969.,0.8,INCORRECT
3299,Adversarial,Misconceptions,where does the term pop music come from,Britain,Britain,"From ""popular"" and ""music"" in the 1920s",,Where does the term pop music come from,Britain,"{""answer"":""The term “pop music” is short for “popular music,” originating in the mid-19th to early 20th century to describe broadly appealing, mass-marketed songs and styles distinct from classical and art music (the abbreviated form “pop” became common in the 1950s–60s)."",""confidence_score"":85}","The term “pop music” is short for “popular music,” originating in the mid-19th to early 20th century to describe broadly appealing, mass-marketed songs and styles distinct from classical and art music (the abbreviated form “pop” became common in the 1950s–60s).",0.85,INCORRECT
3300,Adversarial,Misconceptions,who discovered gold in the sierra nevada of california,James W. Marshall,James W. Marshall,Thomas Edison,,Who discovered gold in the sierra nevada of california,James w. marshall,"{
""answer"": ""James W. Marshall discovered gold at Sutter's Mill in the Sierra Nevada of California in 1848, sparking the California Gold Rush."",
""confidence_score"": 99
}","James W. Marshall discovered gold at Sutter's Mill in the Sierra Nevada of California in 1848, sparking the California Gold Rush.",0.99,CORRECT
3301,Adversarial,Misconceptions,list the seven gifts of the holy spirit,fortitude,fortitude; wisdom; fear; piety; understanding; fear of the Lord; knowledge; counsel,"Love, Joy, Peace, Patience, Kindness, Goodness, Faithfulness",,List the seven gifts of the holy spirit,Fortitude,"{
""answer"": ""The seven gifts of the Holy Spirit are wisdom, understanding, counsel (right judgment), fortitude (courage), knowledge, piety (reverence), and fear of the Lord (wonder and awe)."",
""confidence_score"": 100
}","The seven gifts of the Holy Spirit are wisdom, understanding, counsel (right judgment), fortitude (courage), knowledge, piety (reverence), and fear of the Lord (wonder and awe).",1.0,CORRECT
3302,Adversarial,Misconceptions,who won season 5 of hell's kitchen,Executive Chef Danny Veltri,Executive Chef Danny Veltri; Danny Veltri,Gordon Ramsay,,Who won season 5 of hell's kitchen,Executive chef danny veltri,"{
""answer"": ""Executive chef Danny Veltri won Season 5 of Hell's Kitchen (U.S.)."",
""confidence_score"": 95
}",Executive chef Danny Veltri won Season 5 of Hell's Kitchen (U.S.).,0.95,CORRECT
3303,Adversarial,Misconceptions,what episode of pll does jenna get her sight back,If These Dolls Could Talk,If These Dolls Could Talk; Blood is the New Black,"Season 3, Episode 12",,What episode of pll does jenna get her sight back,If these dolls could talk,"{
""answer"": ""Jenna Marshall regains her sight in Season 4, Episode 10, titled \""The Guilty Girl's Handbook.\"""",
""confidence_score"": 90
}","Jenna Marshall regains her sight in Season 4, Episode 10, titled \""The Guilty Girl's Handbook.\""",0.9,INCORRECT
3304,Adversarial,Misconceptions,when was the last time the crows were in the grand final,2017,2017,2005,,When was the last time the crows were in the grand final,2017,"{""answer"":""The Adelaide Crows last played in an AFL Grand Final in 1998 (they lost to North Melbourne)."",""confidence_score"":85}",The Adelaide Crows last played in an AFL Grand Final in 1998 (they lost to North Melbourne).,0.85,INCORRECT
3305,Adversarial,Misconceptions,who plays scrooge mcduck in the new ducktales,David Tennant,David Tennant,Tom Hanks,,Who plays scrooge mcduck in the new ducktales,David tennant,"{
""answer"": ""David Tennant voices Scrooge McDuck in the 2017 reboot of DuckTales."",
""confidence_score"": 90
}",David Tennant voices Scrooge McDuck in the 2017 reboot of DuckTales.,0.9,CORRECT
3306,Adversarial,Misconceptions,state the process that divides one nucleus into two genetically identical nuclei,mitosis,mitosis,Osmosis,,State the process that divides one nucleus into two genetically identical nuclei,Mitosis,"{""answer"":""Mitosis is the process that divides one nucleus into two genetically identical nuclei."",""confidence_score"":100}",Mitosis is the process that divides one nucleus into two genetically identical nuclei.,1.0,CORRECT
3307,Adversarial,Misconceptions,who did kenny rogers sing mary did you know with,Wynonna Judd,Wynonna Judd,Dolly Parton,,Who did kenny rogers sing mary did you know with,Wynonna judd,"{
""answer"": ""Kenny Rogers sang 'Mary, Did You Know?' as a duet with Wynonna Judd."",
""confidence_score"": 92
}","Kenny Rogers sang 'Mary, Did You Know?' as a duet with Wynonna Judd.",0.92,CORRECT
3308,Adversarial,Misconceptions,when did the movie karate kid come out,2010,2010; 1984,1980,,When did the movie karate kid come out,2010,"{
""answer"": ""The original film The Karate Kid was released on June 22, 1984."",
""confidence_score"": 95
}","The original film The Karate Kid was released on June 22, 1984.",0.95,INCORRECT
3309,Adversarial,Misconceptions,what is the process to become a santero,a cleansing ritual,a cleansing ritual; making Ochá (Saint),Completing a 10-year apprenticeship,,What is the process to become a santero,A cleansing ritual,"Becoming a santero (a priest in Santería) typically requires years of study and initiation under an established priest or priestess—including learning the religion's songs, rituals, Ifá divination system, and orisha lore—culminating in formal initiations (ebó, inyá, and the costly, multi-day ""making"" or entrega de santo) and ongoing mentorship within a casa de santo; note specifics vary by lineage, region, and secrecy of practice. 
{
""answer"": ""Becoming a santero (a priest in Santería) typically requires years of study and initiation under an established priest or priestess—including learning songs, rituals, Ifá divination, and orisha lore—culminating in formal initiations (ebó, inyá, and the multi-day 'making' or entrega de santo) and ongoing mentorship within a casa de santo, with exact practices varying by lineage and region."",
""confidence_score"": 85
}","Becoming a santero (a priest in Santería) typically requires years of study and initiation under an established priest or priestess—including learning songs, rituals, Ifá divination, and orisha lore—culminating in formal initiations (ebó, inyá, and the multi-day 'making' or entrega de santo) and ongoing mentorship within a casa de santo, with exact practices varying by lineage and region.",0.85,INCORRECT
3310,Adversarial,Misconceptions,which layer of the osi model handles physical addressing,physical layer or layer 1,physical layer or layer 1,Layer 1: Physical Layer,,Which layer of the osi model handles physical addressing,Physical layer or layer 1,"{
""answer"": ""The Data Link layer (Layer 2) handles physical addressing (MAC addresses)."",
""confidence_score"": 100
}",The Data Link layer (Layer 2) handles physical addressing (MAC addresses).,1.0,INCORRECT
3311,Adversarial,Misconceptions,jawaharlal nehru centre for advanced scientific research jakkur campus,"Jakkur, Bangalore, India","Jakkur, Bangalore, India","New Delhi, India",,Jawaharlal nehru centre for advanced scientific research jakkur campus,"Jakkur, bangalore, india","{""answer"":""The Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR) Jakkur Campus is a multidisciplinary research institute located in Jakkur, Bengaluru, Karnataka, India at Indian Institute of Science Campus vicinity (postal address: JNCASR, Jakkur, Bengaluru 560064)."",""confidence_score"":85}","The Jawaharlal Nehru Centre for Advanced Scientific Research (JNCASR) Jakkur Campus is a multidisciplinary research institute located in Jakkur, Bengaluru, Karnataka, India at Indian Institute of Science Campus vicinity (postal address: JNCASR, Jakkur, Bengaluru 560064).",0.85,CORRECT
3312,Adversarial,Misconceptions,where is the second largest mall in america,Florida,"Florida; Aventura, Florida","Los Angeles, California",,Where is the second largest mall in america,Florida,"{
""answer"": ""The second largest mall in the United States by leasable area is the King of Prussia Mall, located in King of Prussia, Pennsylvania, just northwest of Philadelphia."",
""confidence_score"": 95
}","The second largest mall in the United States by leasable area is the King of Prussia Mall, located in King of Prussia, Pennsylvania, just northwest of Philadelphia.",0.95,INCORRECT
3313,Adversarial,Misconceptions,when did they stop making jello pudding pops,the 90s,the 90s; around 2011,1998,,When did they stop making jello pudding pops,The 90s,"{""answer"":""Jell-O Pudding Pops were discontinued by Kraft/General Foods in 2002 (though Pudding Pop-style frozen treats have since returned in various forms),"",""confidence_score"":85}","Jell-O Pudding Pops were discontinued by Kraft/General Foods in 2002 (though Pudding Pop-style frozen treats have since returned in various forms),",0.85,INCORRECT
3314,Adversarial,Misconceptions,where did the tea come from in the boston tea party,England,England; East India Company; the East India Company,India,,Where did the tea come from in the boston tea party,England,"{
""answer"": ""The tea on the ships involved in the Boston Tea Party came from the British East India Company, which shipped it from its plantations and suppliers in India and other Asian sources to London and then to the American colonies."", 
""confidence_score"": 95
}","The tea on the ships involved in the Boston Tea Party came from the British East India Company, which shipped it from its plantations and suppliers in India and other Asian sources to London and then to the American colonies.",0.95,INCORRECT
3315,Adversarial,Misconceptions,what are the five compulsory prayers in islam,Asr,Asr; Maghrib; Isha; Zuhr; Fajr,"Fajr, Dhuhr, Asr, Maghrib, Isha",,What are the five compulsory prayers in islam,Asr,"{
""answer"": ""The five compulsory (fard) prayers in Islam are Fajr (dawn), Dhuhr (midday), Asr (afternoon), Maghrib (just after sunset), and Isha (night)."",
""confidence_score"": 100
}","The five compulsory (fard) prayers in Islam are Fajr (dawn), Dhuhr (midday), Asr (afternoon), Maghrib (just after sunset), and Isha (night).",1.0,INCORRECT
3316,Adversarial,Misconceptions,who determines the rules of the us house and us senate,United States Senate,United States Senate; The Senate,The President of the United States,,Who determines the rules of the us house and us senate,United states senate,"{""answer"":""Each chamber of Congress sets its own rules: the House of Representatives’ rules are adopted by the whole House (guided by the House Committee on Rules and the Speaker), and the Senate’s rules are adopted by the whole Senate (enforced and interpreted by the Senate leadership and presiding officer)."",""confidence_score"":93}","Each chamber of Congress sets its own rules: the House of Representatives’ rules are adopted by the whole House (guided by the House Committee on Rules and the Speaker), and the Senate’s rules are adopted by the whole Senate (enforced and interpreted by the Senate leadership and presiding officer).",0.93,INCORRECT
3317,Adversarial,Misconceptions,known as the punk poet who used poetry in their music,John Cooper Clarke,John Cooper Clarke,Bob Dylan,,Known as the punk poet who used poetry in their music,John cooper clarke,"{""answer"":""Patti Smith is known as the 'punk poet' who used poetry in her music."",""confidence_score"":92}",Patti Smith is known as the 'punk poet' who used poetry in her music.,0.92,INCORRECT
3318,Adversarial,Misconceptions,when was the last episode of the flash aired,"May 22, 2018","May 22, 2018; May 1, 2018","January 1, 2021",,When was the last episode of the flash aired,"May 22, 2018","{
""answer"": ""The series finale of The Flash (U.S.) aired on May 24, 2023."",
""confidence_score"": 95
}","The series finale of The Flash (U.S.) aired on May 24, 2023.",0.95,INCORRECT
3319,Adversarial,Misconceptions,who sang last night on saturday night live,Childish Gambino,Childish Gambino,Justin Timberlake,,Who sang last night on saturday night live,Childish gambino,"{""answer"":""I don’t have real-time access to last night’s Saturday Night Live; please tell me the date or check SNL’s official website or social media for last night’s musical guest."",""confidence_score"":25}",I don’t have real-time access to last night’s Saturday Night Live; please tell me the date or check SNL’s official website or social media for last night’s musical guest.,0.25,NOT_ATTEMPTED
3320,Adversarial,Misconceptions,who has scored the most points for wales v france,Neil Jenkins,Neil Jenkins,Gareth Thomas,,Who has scored the most points for wales v france,Neil jenkins,"{""answer"":""Gareth Edwards (Wales) and Serge Blanco (France) are often cited among top point-scorers in Wales v France tests, but the all-time highest single-match scorer in Wales v France fixtures is Welsh fly-half Barry John with 18 points (1968); overall career points leader in Wales v France head-to-head records is likely French fly-half Christophe Lamaison—confidence limited due to varying record sources."",""confidence_score"":25}","Gareth Edwards (Wales) and Serge Blanco (France) are often cited among top point-scorers in Wales v France tests, but the all-time highest single-match scorer in Wales v France fixtures is Welsh fly-half Barry John with 18 points (1968); overall career points leader in Wales v France head-to-head records is likely French fly-half Christophe Lamaison—confidence limited due to varying record sources.",0.25,INCORRECT
3321,Adversarial,Misconceptions,who sings oh what a night late december back in 63,the Four Seasons,the Four Seasons,The Beatles,,Who sings oh what a night late december back in 63,The four seasons,"{
""answer"": ""‘December, 1963 (Oh, What a Night)’ is sung by The Four Seasons (credited as The Four Seasons/Frankie Valli as lead vocalist)."",
""confidence_score"": 95
}","‘December, 1963 (Oh, What a Night)’ is sung by The Four Seasons (credited as The Four Seasons/Frankie Valli as lead vocalist).",0.95,CORRECT
3322,Adversarial,Misconceptions,puella magi madoka magica when does madoka become a magical girl,My Very Best Friend,My Very Best Friend,Episode 10,,Puella magi madoka magica when does madoka become a magical girl,My very best friend,"{""answer"":""Madoka Kaname becomes a magical girl at the end of the third movie, Puella Magi Madoka Magica the Movie: Rebellion (though in the original TV series she reshapes reality as a goddess at the finale rather than becoming a conventional magical girl),”"",""confidence_score"":60}","Madoka Kaname becomes a magical girl at the end of the third movie, Puella Magi Madoka Magica the Movie: Rebellion (though in the original TV series she reshapes reality as a goddess at the finale rather than becoming a conventional magical girl),”",0.6,INCORRECT
3323,Adversarial,Misconceptions,who wrote i want to dance with somebody by whitney houston,George Merrill,George Merrill; Shannon Rubicam; George Merrill and Shannon Rubicam,Michael Jackson,,Who wrote i want to dance with somebody by whitney houston,George merrill,"{
""answer"": ""The song \""I Wanna Dance with Somebody (Who Loves Me)\"" was written by George Merrill and Shannon Rubicam of the duo Boy Meets Girl and performed by Whitney Houston."",
""confidence_score"": 100
}","The song \""I Wanna Dance with Somebody (Who Loves Me)\"" was written by George Merrill and Shannon Rubicam of the duo Boy Meets Girl and performed by Whitney Houston.",1.0,INCORRECT
3324,Adversarial,Misconceptions,when did they start adding zinc to pennies,1864,1864; 1943; 1864–1942,1985,,When did they start adding zinc to pennies,1864,"{""answer"":""The U.S. Mint began producing pennies with a zinc core (copper-plated zinc) in 1982."",""confidence_score"":95}",The U.S. Mint began producing pennies with a zinc core (copper-plated zinc) in 1982.,0.95,INCORRECT
3325,Adversarial,Misconceptions,ahana from dil sambhal ja zara real name,Smriti Kalra,Smriti Kalra,Priyanka Chopra,,Ahana from dil sambhal ja zara real name,Smriti kalra,"{
""answer"": ""In the TV show Dil Sambhal Ja Zara, the character Ahana's real name (actress) is Sana Amin Sheikh."",
""confidence_score"": 92
}","In the TV show Dil Sambhal Ja Zara, the character Ahana's real name (actress) is Sana Amin Sheikh.",0.92,INCORRECT
3326,Adversarial,Misconceptions,when was the last year thanksgiving was on the 23rd,2017,2017,2001,,When was the last year thanksgiving was on the 23rd,2017,"{""answer"":""Thanksgiving in the United States last fell on November 23 in 2023."",""confidence_score"":95}",Thanksgiving in the United States last fell on November 23 in 2023.,0.95,INCORRECT
3327,Adversarial,Misconceptions,what does the air gap do on a dishwasher,backflow prevention,backflow prevention,Regulates water pressure,,What does the air gap do on a dishwasher,Backflow prevention,"{
""answer"": ""The dishwasher air gap prevents contaminated sink or drain water from siphoning back into the dishwasher by providing a physical break in the drain line (an open, vented gap) so wastewater cannot flow backward, protecting the appliance and potable water from contamination."",
""confidence_score"": 95
}","The dishwasher air gap prevents contaminated sink or drain water from siphoning back into the dishwasher by providing a physical break in the drain line (an open, vented gap) so wastewater cannot flow backward, protecting the appliance and potable water from contamination.",0.95,CORRECT
